Time(ms),Raw_ADC,ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,Marker
0,1858.2,135.1,0.0,187.5,505.0,1899.0,5.0,
100,1838.2,84.1,0.0,187.5,505.0,1899.0,5.0,
200,1875.0,76.3,0.0,187.5,505.0,1899.0,5.0,
300,1869.3,79.8,0.0,187.5,505.0,1899.0,5.0,
400,1844.7,112.0,0.0,187.5,443.0,1471.0,5.0,
500,1847.2,82.4,0.0,128.9,443.0,1471.0,5.0,
600,1869.8,29.9,0.0,162.1,443.0,1471.0,5.0,
700,1859.5,29.0,0.0,162.1,443.0,1471.0,5.0,
800,1863.5,31.4,0.0,128.9,443.0,1471.0,5.0,
900,1860.4,35.4,152.5,95.7,443.0,1471.0,5.0,
1000,1859.0,22.0,146.6,89.8,443.0,1471.0,5.0,
1100,1863.0,28.5,121.3,87.9,443.0,1471.0,5.0,
1200,1863.1,23.7,115.2,87.9,443.0,1471.0,5.0,
1300,1860.1,20.7,108.4,109.4,443.0,1471.0,5.0,
1400,1860.3,23.9,80.3,115.2,443.0,1471.0,5.0,
1500,1861.7,19.5,48.6,101.6,443.0,1471.0,5.0,
1600,1874.6,101.1,40.4,101.6,443.0,1471.0,5.0,
1800,1840.3,88.9,96.3,95.7,416.0,1376.0,5.0,
1900,1869.3,45.8,105.7,130.9,416.0,1376.0,5.0,
2000,1859.7,36.5,108.1,162.1,416.0,1376.0,5.0,
2100,1862.2,27.0,108.6,130.9,416.0,1376.0,5.0,
2200,1869.1,23.0,108.5,95.7,416.0,1376.0,5.0,
2300,1856.5,20.2,108.5,80.1,416.0,1376.0,5.0,
2400,1861.5,24.2,108.4,97.7,416.0,1376.0,5.0,
2500,1860.7,23.1,108.4,115.2,416.0,1376.0,5.0,
2600,1863.4,20.5,106.8,123.0,416.0,1376.0,5.0,
2800,1864.5,21.9,58.8,138.7,416.0,1376.0,5.0,
2900,1862.3,20.0,37.8,154.3,416.0,1376.0,5.0,
3000,1860.4,22.9,29.2,152.3,416.0,1376.0,5.0,
3100,1864.0,19.0,27.1,154.3,416.0,1376.0,5.0,
3200,1859.7,20.4,26.5,127.0,416.0,1376.0,5.0,
3300,1861.8,17.3,26.4,125.0,416.0,1376.0,5.0,
3400,1862.2,24.2,26.4,150.4,416.0,1376.0,5.0,
3500,1865.7,23.1,26.3,162.1,416.0,1376.0,5.0,
3600,1857.4,20.7,26.2,130.9,416.0,1376.0,5.0,
3800,1863.0,22.4,26.4,177.7,416.0,1376.0,5.0,
3900,1863.1,23.4,26.5,177.7,416.0,1376.0,5.0,
4000,1862.1,18.9,26.8,160.2,416.0,1376.0,5.0,
4100,1860.5,23.4,26.6,148.4,416.0,1376.0,5.0,
4200,1860.0,17.5,26.7,179.7,416.0,1376.0,5.0,
4300,1861.4,19.1,26.3,207.0,416.0,1376.0,5.0,
4400,1862.9,20.3,26.7,207.0,416.0,1376.0,5.0,
4500,1864.5,24.1,26.5,168.0,416.0,1376.0,5.0,
4600,1860.7,22.0,26.4,144.5,416.0,1376.0,5.0,
4800,1863.4,23.3,25.9,169.9,416.0,1376.0,5.0,
4900,1862.8,20.1,25.9,177.7,416.0,1376.0,5.0,
5000,1863.8,19.5,25.8,164.1,416.0,1376.0,5.0,
5100,1859.9,18.8,25.8,158.2,416.0,1376.0,5.0,
5200,1860.7,20.4,25.8,144.5,416.0,1376.0,5.0,
5300,1865.4,22.4,25.9,169.9,416.0,1376.0,5.0,
5400,1866.7,16.7,25.8,177.7,416.0,1376.0,5.0,
5500,1861.7,18.3,25.6,168.0,416.0,1376.0,5.0,
5600,1866.8,18.4,25.4,175.8,416.0,1376.0,5.0,
5800,1863.3,17.6,24.8,166.0,416.0,1376.0,5.0,
5900,1868.0,15.0,24.2,187.5,416.0,1376.0,5.0,
6000,1866.3,19.6,23.7,187.5,416.0,1376.0,5.0,
6100,1861.9,19.2,23.9,169.9,416.0,1376.0,5.0,
6200,1863.7,20.0,23.9,142.6,416.0,1376.0,5.0,
6300,1863.5,18.0,23.8,144.5,416.0,1376.0,5.0,
6400,1864.3,20.5,23.1,179.7,416.0,1376.0,5.0,
6500,1864.5,21.3,23.3,201.2,416.0,1376.0,5.0,
6600,1861.7,16.3,23.4,197.3,416.0,1376.0,5.0,
6800,1866.1,13.6,23.3,201.2,416.0,1376.0,5.0,
6900,1861.9,16.6,23.2,220.7,416.0,1376.0,5.0,
7000,1862.9,20.8,23.4,252.0,416.0,1376.0,5.0,
7100,1858.8,16.3,23.3,253.9,416.0,1376.0,5.0,
7200,1862.9,21.7,23.0,234.4,416.0,1376.0,5.0,
7300,1865.3,17.7,23.3,214.8,416.0,1376.0,5.0,
7400,1861.7,20.6,23.6,191.4,416.0,1376.0,5.0,
7500,1864.9,21.3,23.5,181.6,416.0,1376.0,5.0,
7600,1864.0,18.9,23.4,207.0,416.0,1376.0,5.0,
7800,1859.7,16.6,23.5,179.7,416.0,1376.0,5.0,
7900,1858.2,15.5,23.6,185.5,416.0,1376.0,5.0,
8000,1862.3,18.4,23.4,236.3,416.0,1376.0,5.0,
8100,1863.0,18.6,23.2,250.0,416.0,1376.0,5.0,
8200,1860.9,17.9,23.4,248.0,416.0,1376.0,5.0,
8300,1862.8,20.0,22.9,242.2,416.0,1376.0,5.0,
8400,1863.4,19.3,22.9,220.7,416.0,1376.0,5.0,
8500,1866.5,18.1,22.8,201.2,416.0,1376.0,5.0,
