Time(ms),Raw_ADC,ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,Marker
0,1863.7,3.5,0.0,0.0,0.0,0.0,0.0,
100,1863.7,3.4,0.0,0.0,0.0,0.0,0.0,
200,1863.6,3.2,0.0,0.0,0.0,0.0,0.0,
300,1863.6,3.5,0.0,0.0,0.0,0.0,0.0,
400,1864.0,3.6,0.0,0.0,0.0,0.0,0.0,
500,1863.8,3.0,0.0,66.4,0.0,0.0,0.0,
600,1863.6,3.4,0.0,66.4,0.0,0.0,0.0,
700,1863.7,2.9,0.0,66.4,0.0,0.0,0.0,
800,1863.1,2.7,0.0,66.4,0.0,0.0,0.0,
900,1863.3,3.0,3.7,66.4,0.0,0.0,0.0,
1000,1863.1,3.0,3.6,66.4,0.0,0.0,0.0,
1100,1863.1,2.5,3.6,66.4,0.0,0.0,0.0,
1200,1863.5,3.5,3.6,66.4,0.0,0.0,0.0,
1300,1863.8,3.2,3.6,66.4,0.0,0.0,0.0,
1400,1863.2,2.8,3.6,66.4,0.0,0.0,0.0,
1500,1863.1,2.8,3.6,66.4,0.0,0.0,0.0,
1600,1863.4,3.3,3.6,66.4,0.0,0.0,0.0,
1700,1863.6,2.8,3.6,66.4,0.0,0.0,0.0,
1900,1863.4,2.8,3.6,66.4,0.0,0.0,0.0,
2000,1863.3,2.8,3.6,66.4,0.0,0.0,0.0,
2100,1863.2,3.1,3.6,66.4,0.0,0.0,0.0,
2200,1863.5,2.9,3.6,66.4,0.0,0.0,0.0,
2300,1862.8,2.8,3.6,66.4,0.0,0.0,0.0,
2400,1863.3,3.1,3.6,66.4,0.0,0.0,0.0,
2500,1863.0,2.6,3.5,66.4,0.0,0.0,0.0,
2600,1862.6,2.3,3.5,66.4,0.0,0.0,0.0,
2700,1863.1,3.5,3.5,66.4,0.0,0.0,0.0,
2900,1862.7,2.5,3.5,66.4,0.0,0.0,0.0,
3000,1863.0,3.1,3.5,66.4,0.0,0.0,0.0,
3100,1863.2,2.7,3.5,66.4,0.0,0.0,0.0,
3200,1862.7,2.5,3.4,66.4,0.0,0.0,0.0,
3300,1863.1,3.2,3.4,66.4,0.0,0.0,0.0,
3400,1863.3,3.0,3.4,66.4,0.0,0.0,0.0,
3500,1863.0,2.7,3.4,66.4,0.0,0.0,0.0,
3600,1863.2,3.0,3.4,66.4,0.0,0.0,0.0,
3700,1863.3,2.9,3.5,66.4,0.0,0.0,0.0,
3900,1863.7,3.7,3.5,66.4,0.0,0.0,0.0,
4000,1863.5,3.1,3.5,66.4,0.0,0.0,0.0,
4100,1863.7,3.1,3.6,66.4,0.0,0.0,0.0,
4200,1863.8,3.7,3.6,66.4,0.0,0.0,0.0,
4300,1863.4,3.1,3.6,66.4,0.0,0.0,0.0,
4400,1863.4,2.8,3.7,66.4,0.0,0.0,0.0,
4500,1863.3,3.1,3.7,66.4,0.0,0.0,0.0,
4600,1863.7,3.1,3.7,66.4,0.0,0.0,0.0,
4700,1863.2,2.6,3.7,66.4,0.0,0.0,0.0,
4900,1863.3,3.0,3.6,66.4,0.0,0.0,0.0,
5000,1863.4,3.0,3.6,66.4,0.0,0.0,0.0,
5100,1863.7,3.3,3.6,66.4,0.0,0.0,0.0,
5200,1864.2,3.5,3.6,66.4,0.0,0.0,0.0,
5300,1863.5,3.1,3.7,66.4,0.0,0.0,0.0,
5400,1863.0,3.1,3.6,66.4,0.0,0.0,0.0,
5500,1863.6,2.9,3.6,66.4,0.0,0.0,0.0,
5600,1863.2,2.6,3.6,66.4,0.0,0.0,0.0,
5700,1863.1,3.1,3.6,66.4,0.0,0.0,0.0,
5900,1863.0,2.6,3.6,66.4,0.0,0.0,0.0,
6000,1863.2,2.9,3.6,66.4,0.0,0.0,0.0,
6100,1863.8,3.3,3.6,66.4,0.0,0.0,0.0,
6200,1863.7,2.7,3.5,66.4,0.0,0.0,0.0,
6300,1863.5,3.4,3.5,66.4,0.0,0.0,0.0,
6400,1863.8,3.0,3.6,66.4,0.0,0.0,0.0,
6500,1863.0,2.9,3.5,66.4,0.0,0.0,0.0,
6600,1863.6,3.2,3.6,66.4,0.0,0.0,0.0,
6700,1863.8,2.9,3.6,66.4,0.0,0.0,0.0,
6900,1863.5,3.1,3.6,66.4,0.0,0.0,0.0,
7000,1863.2,2.6,3.6,68.4,0.0,0.0,0.0,
7100,1862.8,2.5,3.6,66.4,0.0,0.0,0.0,
7200,1863.6,3.2,3.5,66.4,0.0,0.0,0.0,
7300,1864.0,3.2,3.6,66.4,0.0,0.0,0.0,
7400,1863.6,3.0,3.6,66.4,0.0,0.0,0.0,
7500,1863.6,3.4,3.6,66.4,0.0,0.0,0.0,
7600,1864.1,3.2,3.6,66.4,0.0,0.0,0.0,
7700,1863.3,3.1,3.6,66.4,0.0,0.0,0.0,
7900,1864.0,3.4,3.6,66.4,0.0,0.0,0.0,
8000,1863.8,3.2,3.6,66.4,0.0,0.0,0.0,
8100,1863.8,3.2,3.7,66.4,0.0,0.0,0.0,
8200,1863.6,3.0,3.7,66.4,0.0,0.0,0.0,
8300,1863.8,3.1,3.7,66.4,0.0,0.0,0.0,
8400,1863.9,3.7,3.7,66.4,0.0,0.0,0.0,
8500,1864.1,3.2,3.7,66.4,0.0,0.0,0.0,
8600,1863.6,2.2,3.7,66.4,0.0,0.0,0.0,
8700,1863.2,3.2,3.7,68.4,0.0,0.0,0.0,
8900,1863.3,2.5,3.6,66.4,0.0,0.0,0.0,
9000,1863.7,3.2,3.6,66.4,0.0,0.0,0.0,
