Time(ms),Raw_ADC,ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,Marker
0,1862.0,2.0,0.0,0.0,0.0,0.0,0.0,
100,1862.6,1.6,0.0,0.0,0.0,0.0,0.0,
200,1862.9,1.8,0.0,0.0,0.0,0.0,0.0,
300,1862.4,1.4,0.0,0.0,0.0,0.0,0.0,
400,1862.1,38.5,0.0,0.0,0.0,0.0,0.0,
500,1868.2,87.4,0.0,230.5,79.0,542.0,30.0,
600,1877.2,82.5,0.0,226.6,87.0,577.0,26.0,
700,1881.0,50.7,0.0,226.6,91.0,605.0,29.0,
800,1856.8,33.3,0.0,224.6,91.0,605.0,29.0,
900,1845.7,72.5,145.4,224.6,91.0,605.0,29.0,
1000,1855.8,83.3,155.7,195.3,84.0,563.0,30.0,
1100,1867.8,5.7,168.7,207.0,83.0,585.0,27.0,
1200,1862.1,2.0,168.7,226.6,83.0,585.0,27.0,
1300,1862.3,1.6,168.7,226.6,83.0,585.0,27.0,
1400,1862.1,1.9,168.7,226.6,83.0,585.0,27.0,
1500,1862.2,1.7,161.3,226.6,83.0,585.0,27.0,
1600,1862.7,1.8,136.1,132.8,83.0,585.0,27.0,
1700,1862.1,1.8,101.6,109.4,83.0,585.0,27.0,
1900,1862.8,1.9,85.4,99.6,83.0,585.0,27.0,
2000,1862.5,1.8,64.8,107.4,83.0,585.0,27.0,
2100,1856.3,36.0,14.9,187.5,83.0,585.0,27.0,
2200,1850.9,84.0,40.3,224.6,87.0,571.0,30.0,
2300,1873.8,102.4,90.9,224.6,88.0,607.0,30.0,
2400,1882.3,79.8,133.7,226.6,89.0,583.0,28.0,
2500,1870.7,44.6,151.9,226.6,89.0,583.0,28.0,
2600,1845.7,35.8,154.1,224.6,89.0,583.0,28.0,
2700,1847.3,6.1,157.8,224.6,89.0,583.0,28.0,
2900,1862.0,1.6,157.8,199.2,89.0,583.0,28.0,
3000,1861.5,1.9,157.8,224.6,89.0,583.0,28.0,
3100,1862.7,1.6,157.1,224.6,89.0,583.0,28.0,
3200,1862.2,1.8,152.6,82.0,89.0,583.0,28.0,
3300,1863.1,1.7,129.0,78.1,89.0,583.0,28.0,
3400,1861.8,1.6,83.9,89.8,89.0,583.0,28.0,
3500,1862.3,2.2,42.9,99.6,89.0,583.0,28.0,
3600,1862.1,1.9,33.8,89.8,89.0,583.0,28.0,
3700,1863.7,49.3,26.3,175.8,89.0,583.0,28.0,
3900,1846.8,49.0,50.1,181.6,89.0,583.0,28.0,
4000,1861.4,106.8,77.8,193.4,89.0,593.0,27.0,
4100,1894.3,93.9,134.0,224.6,88.0,607.0,28.0,
4200,1869.1,57.9,153.1,226.6,89.0,603.0,30.0,
4300,1848.8,7.9,157.1,224.6,89.0,603.0,30.0,
4400,1861.7,2.0,157.1,224.6,89.0,603.0,30.0,
4500,1861.9,1.7,157.1,193.4,89.0,603.0,30.0,
4600,1861.8,2.2,157.1,191.4,89.0,603.0,30.0,
4700,1863.0,1.7,154.9,162.1,89.0,603.0,30.0,
4900,1862.0,1.6,148.9,80.1,89.0,603.0,30.0,
5000,1861.9,1.6,136.5,89.8,89.0,603.0,30.0,
5100,1862.2,1.6,82.1,89.8,89.0,603.0,30.0,
5200,1862.4,1.2,35.5,80.1,89.0,603.0,30.0,
5300,1861.9,50.3,2.4,89.8,85.0,575.0,28.0,
5400,1893.5,63.7,95.4,224.6,83.0,586.0,29.0,
5500,1842.7,56.0,100.3,224.6,83.0,586.0,29.0,
5600,1844.3,63.3,105.7,222.7,83.0,586.0,29.0,
5700,1860.8,65.6,121.5,197.3,85.0,611.0,28.0,
5900,1894.3,18.0,183.7,226.6,91.0,646.0,29.0,
6000,1855.5,3.3,183.8,224.6,91.0,646.0,29.0,
6100,1863.3,1.9,183.8,224.6,91.0,646.0,29.0,
6200,1861.6,2.0,183.8,222.7,91.0,646.0,29.0,
6300,1861.7,2.0,183.8,218.8,91.0,646.0,29.0,
6400,1862.1,1.9,157.0,201.2,91.0,646.0,29.0,
6500,1861.7,1.6,154.0,66.4,91.0,646.0,29.0,
6600,1861.8,1.5,150.3,66.4,91.0,646.0,29.0,
6700,1862.2,1.6,137.9,66.4,91.0,646.0,29.0,
6900,1861.8,68.7,6.3,70.3,86.0,536.0,24.0,
7000,1875.6,75.6,79.1,228.5,82.0,559.0,21.0,
7100,1883.8,54.6,123.3,226.6,86.0,615.0,30.0,
7200,1872.4,51.1,139.3,226.6,86.0,615.0,30.0,
7300,1838.6,64.1,142.1,224.6,86.0,615.0,30.0,
7400,1851.0,71.9,149.0,195.3,87.0,560.0,26.0,
7500,1870.1,27.7,166.6,193.4,80.0,608.0,29.0,
7600,1867.8,3.0,174.8,224.6,80.0,608.0,29.0,
7700,1862.4,1.6,174.8,226.6,80.0,608.0,29.0,
7900,1862.3,1.5,174.8,226.6,80.0,608.0,29.0,
8000,1862.1,1.8,155.9,222.7,80.0,608.0,29.0,
8100,1862.2,1.6,123.9,66.4,80.0,608.0,29.0,
8200,1861.9,1.9,105.6,66.4,80.0,608.0,29.0,
8300,1862.2,1.8,101.8,89.8,80.0,608.0,29.0,
8400,1862.6,1.8,91.3,89.8,80.0,608.0,29.0,
8500,1862.3,21.4,53.0,93.8,80.0,608.0,29.0,
8600,1857.1,74.0,34.3,226.6,80.0,608.0,29.0,
8700,1856.1,86.1,66.5,226.6,85.0,569.0,23.0,
8900,1881.0,55.0,141.8,226.6,87.0,623.0,28.0,
9000,1858.3,50.7,150.4,224.6,87.0,623.0,28.0,
9100,1844.1,30.8,154.2,224.6,87.0,623.0,28.0,
9200,1855.2,3.2,156.6,195.3,87.0,623.0,28.0,
9300,1861.7,1.8,156.6,193.4,87.0,623.0,28.0,
9400,1862.0,1.6,156.6,224.6,87.0,623.0,28.0,
9500,1861.9,1.7,156.6,226.6,87.0,623.0,28.0,
9600,1862.1,1.7,152.9,224.6,87.0,623.0,28.0,
9700,1862.2,1.9,141.9,80.1,87.0,623.0,28.0,
9900,1861.9,1.5,66.6,66.4,87.0,623.0,28.0,
10000,1861.8,1.9,43.9,66.4,87.0,623.0,28.0,
10100,1862.0,45.4,27.9,82.0,87.0,623.0,28.0,
10200,1867.8,44.7,52.8,199.2,86.0,611.0,28.0,
10300,1845.8,37.7,58.4,195.3,86.0,611.0,28.0,
10400,1855.0,84.8,73.8,193.4,85.0,578.0,25.0,
10500,1862.0,95.9,102.4,193.4,82.0,594.0,23.0,
10600,1879.4,83.3,138.0,224.6,83.0,619.0,28.0,
10700,1879.5,49.0,164.4,226.6,88.0,613.0,30.0,
10900,1862.0,1.9,168.3,224.6,88.0,613.0,30.0,
11000,1862.1,1.6,168.3,195.3,88.0,613.0,30.0,
11100,1861.7,1.5,168.3,193.4,88.0,613.0,30.0,
11200,1861.6,1.8,159.8,164.1,88.0,613.0,30.0,
11300,1862.0,1.6,157.9,68.4,88.0,613.0,30.0,
11400,1861.7,1.6,151.3,66.4,88.0,613.0,30.0,
11500,1862.0,1.9,133.6,66.4,88.0,613.0,30.0,
11600,1862.4,1.9,96.5,66.4,88.0,613.0,30.0,
11700,1862.2,43.1,36.4,41.0,88.0,613.0,30.0,
11900,1878.6,86.7,112.9,226.6,84.0,590.0,30.0,
12000,1872.4,48.0,137.0,226.6,85.0,638.0,26.0,
12100,1845.3,38.6,139.5,224.6,85.0,638.0,26.0,
12200,1854.1,81.7,145.7,224.6,84.0,579.0,26.0,
12300,1857.0,95.5,159.3,193.4,80.0,589.0,21.0,
12400,1870.3,6.2,175.5,224.6,83.0,584.0,25.0,
12500,1861.7,1.6,175.5,226.6,83.0,584.0,25.0,
12600,1861.5,1.5,175.5,226.6,83.0,584.0,25.0,
12700,1861.7,1.8,175.5,226.6,83.0,584.0,25.0,
12900,1861.4,1.9,134.4,84.0,83.0,584.0,25.0,
13000,1862.0,1.7,109.6,89.8,83.0,584.0,25.0,
13100,1862.3,1.4,106.4,89.8,83.0,584.0,25.0,
13200,1861.8,2.0,97.8,66.4,83.0,584.0,25.0,
13300,1862.6,1.9,73.7,68.4,83.0,584.0,25.0,
13400,1858.3,47.7,22.4,210.9,83.0,584.0,25.0,
13500,1857.4,51.0,57.0,226.6,85.0,566.0,28.0,
13600,1886.9,104.6,111.1,226.6,88.0,621.0,30.0,
13700,1876.0,70.1,143.2,226.6,92.0,628.0,28.0,
