Time(ms),Raw_ADC,ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,MW_Valid,Marker
0,1872.7,151.2,0.0,69.4,0.0,0.0,0.0,0,
100,1861.4,165.8,0.0,69.4,0.0,0.0,0.0,0,
200,1858.3,170.7,0.0,69.4,0.0,0.0,0.0,0,
300,1856.6,162.8,0.0,69.4,0.0,0.0,0.0,0,
400,1864.6,16.2,0.0,69.4,0.0,0.0,0.0,0,
500,1859.0,8.9,0.0,94.3,0.0,0.0,0.0,0,
600,1860.2,3.8,0.0,93.5,0.0,0.0,0.0,0,
700,1863.1,3.9,0.0,91.2,0.0,0.0,0.0,0,
800,1859.5,3.4,0.0,80.9,0.0,0.0,0.0,0,
900,1859.5,3.7,0.0,77.2,0.0,0.0,0.0,0,
1000,1860.6,3.5,0.0,82.8,0.0,0.0,0.0,0,
1100,1860.3,3.6,0.0,85.4,0.0,0.0,0.0,0,
1200,1859.8,3.3,0.0,99.2,0.0,0.0,0.0,0,
1300,1859.0,3.3,0.0,99.1,0.0,0.0,0.0,0,
1400,1853.5,170.2,0.0,76.3,0.0,0.0,0.0,0,
1500,1865.0,165.3,0.0,70.2,0.0,0.0,0.0,0,
1600,1867.7,175.0,125.5,68.3,0.0,0.0,0.0,0,
1700,1848.7,172.8,125.9,67.2,0.0,0.0,0.0,0,
1800,1865.7,163.6,127.8,67.3,0.0,0.0,0.0,0,
1900,1872.6,178.1,128.3,106.9,0.0,0.0,0.0,0,
2000,1854.3,28.4,129.0,157.7,0.0,0.0,0.0,0,
2100,1862.7,11.8,129.1,94.6,0.0,0.0,0.0,0,
2200,1858.2,4.1,129.1,93.6,0.0,0.0,0.0,0,
2300,1862.3,2.9,129.1,91.3,0.0,0.0,0.0,0,
2500,1860.1,3.0,129.1,84.6,0.0,0.0,0.0,0,
2600,1860.8,2.9,129.1,73.9,0.0,0.0,0.0,0,
2700,1860.0,3.3,129.1,92.0,0.0,0.0,0.0,0,
2800,1860.3,2.4,129.1,84.0,0.0,0.0,0.0,0,
2900,1859.2,2.9,129.1,72.0,0.0,0.0,0.0,0,
3000,1862.8,131.9,131.4,152.1,0.0,0.0,0.0,0,
3100,1867.4,188.1,130.2,99.9,0.0,0.0,0.0,0,
3200,1850.2,171.1,131.9,70.4,0.0,0.0,0.0,0,
3300,1857.8,168.6,131.9,68.0,0.0,0.0,0.0,0,
3500,1846.7,153.2,130.1,138.2,0.0,0.0,0.0,0,
3600,1862.0,47.0,129.1,157.7,0.0,0.0,0.0,0,
3700,1866.7,10.5,129.0,113.5,0.0,0.0,0.0,0,
3800,1856.5,4.4,129.0,94.0,0.0,0.0,0.0,0,
3900,1862.2,4.3,129.0,92.4,0.0,0.0,0.0,0,
4000,1864.8,4.8,129.0,87.3,0.0,0.0,0.0,0,
4100,1862.6,3.4,129.0,89.8,0.0,0.0,0.0,0,
4200,1860.5,3.8,129.0,88.7,0.0,0.0,0.0,0,
4300,1860.6,3.2,129.0,85.2,0.0,0.0,0.0,0,
4500,1859.3,4.1,129.0,78.6,0.0,0.0,0.0,0,
4600,1868.0,131.4,128.9,117.9,0.0,0.0,0.0,0,
4700,1845.9,197.1,129.8,100.5,0.0,0.0,0.0,0,
4800,1862.0,180.9,130.8,70.7,0.0,0.0,0.0,0,
4900,1872.5,164.5,130.8,67.9,0.0,0.0,0.0,0,
5000,1852.2,193.2,131.7,67.7,0.0,0.0,0.0,0,
5100,1867.2,178.8,133.5,94.6,0.0,0.0,0.0,0,
5200,1855.3,103.8,135.7,94.7,0.0,0.0,0.0,0,
5300,1869.6,23.0,135.7,94.2,0.0,0.0,0.0,0,
5500,1863.4,4.7,135.7,91.8,0.0,0.0,0.0,0,
5600,1861.8,4.9,135.7,83.3,0.0,0.0,0.0,0,
5700,1858.8,4.2,135.7,70.7,0.0,0.0,0.0,0,
5800,1861.0,3.1,135.7,75.9,0.0,0.0,0.0,0,
5900,1859.7,3.0,135.7,81.7,0.0,0.0,0.0,0,
6000,1859.1,4.2,135.7,94.4,0.0,0.0,0.0,0,
6100,1859.7,2.8,135.7,100.5,0.0,0.0,0.0,0,
6200,1856.5,79.7,135.7,87.9,0.0,0.0,0.0,0,
6300,1858.9,196.2,134.2,78.5,0.0,0.0,0.0,0,
6500,1862.8,206.6,134.7,67.7,0.0,0.0,0.0,0,
6600,1850.1,188.7,137.0,67.2,0.0,0.0,0.0,0,
6700,1862.4,180.2,137.3,93.8,0.0,0.0,0.0,0,
6800,1873.0,201.8,138.9,94.7,0.0,0.0,0.0,0,
6900,1860.5,16.0,139.4,94.2,0.0,0.0,0.0,0,
7000,1854.3,8.0,139.4,93.6,0.0,0.0,0.0,0,
7100,1860.5,4.9,139.4,93.2,0.0,0.0,0.0,0,
