session,subject,dur_s,dc,dropped,clip_pct,n_burst,period_ms,duty_pct,stim_ok,absr_all,absr_burst,absr_rest,burst_rho,burst_pct_min,burst_q1q4,rest_rho,rest_pct_min,rest_q1q4,art_rho,art_pct_min,art_q1q4,mw_rho,mw_pct_min,mw_q1q4,n_block,verdict
20260717_042118,0998,595.7,1862.0,0,0.29461138156790334,473,1616.0,38.44955514520732,True,71.00049857310727,154.3074047221867,16.155071417870904,-0.6764649584311,-2.4794692776052214,-11.84281032292942,0.26785621214806354,2.7545872036260133,2.711195280151135,-0.020689655172413793,-0.11427657590894379,0.4577147244796631,-0.6911330049261084,-4.48778017973781,-32.202654980037934,29,근피로 (자극일정 + M-wave 감소)
20260717_144215,0583,902.1,1867.0,0,0.0,579,1619.0,37.94601485422902,True,88.34325906218822,196.39753408101296,21.352756209201655,-0.7658954216992084,-2.943199598137344,-28.27183956202399,0.3137681217659586,1.346072585493171,14.381904473921313,-0.42015810276679844,-0.8655354733489169,-9.932795442117525,-0.7865612648221344,-3.5267826084316547,-38.74302312476493,45,근피로 (자극일정 + M-wave 감소)
