wall_time,timestamp_ms,emg_raw,emg_env,rms,mdf,rms_slope,mdf_slope,fatigue_detected,is_running,is_stimulating,history_count,baseline_rms,marker
2026-05-16T20:56:24.186,429669,1865,0,0,7.8125,0,0,false,true,true,1,0,
2026-05-16T20:56:25.112,430669,1866,0,0,11.71875,0,0,false,true,true,2,0,
2026-05-16T20:56:26.004,431669,1865,0,0,11.71875,0,0,false,true,true,3,0,
2026-05-16T20:56:27.269,432669,1865,0,0,19.53125,0,0,false,true,true,4,0,
2026-05-16T20:56:28.099,433669,1865,0,0,31.25,0,0,false,true,true,5,0,
2026-05-16T20:56:29.058,434669,1867,0,0,11.71875,0,0,false,true,true,6,0,
2026-05-16T20:56:30.007,435669,1866,0,0,7.8125,0,0,false,true,true,7,0,
2026-05-16T20:56:31.270,436669,1895,1118,670.6019,15.625,0,0,false,true,true,8,0,
2026-05-16T20:56:32.018,437670,1869,0,453.6002,257.8125,0,0,false,true,true,9,0,
