Time(ms),Raw_ADC
0,945
1,499
2,368
3,413
4,759
5,1095
6,1409
7,1799
8,2192
9,2604
10,3136
11,3837
12,3635
13,3207
14,2684
15,1987
16,1294
17,725
18,341
19,222
20,432
21,777
22,1126
23,1476
24,1923
25,2353
26,2743
27,3467
28,3907
29,3477
30,2960
31,2435
32,1706
33,1059
34,559
35,320
36,282
37,631
38,1003
39,1355
40,1746
41,2137
42,2512
43,2967
44,3664
45,3854
46,3301
47,2809
48,2253
49,1504
50,912
51,463
52,279
53,400
54,793
55,1179
56,1522
57,1945
58,2326
59,2748
60,3342
61,4082
62,3773
63,3184
64,2650
65,1910
66,1232
67,715
68,347
69,252
70,471
71,832
72,1187
73,1535
74,1968
75,2345
76,2739
77,3424
78,3927
79,3603
80,3024
81,2495
82,1730
83,1101
84,612
85,368
86,339
87,688
88,1042
89,1339
90,1709
91,2097
92,2470
93,2893
94,3655
95,3819
96,3363
97,2832
98,2239
99,1489
100,905
101,464
102,310
103,368
104,722
105,1077
106,1417
107,1839
108,2237
109,2628
110,3172
111,3927
112,3711
113,3228
114,2718
115,2038
116,1392
117,839
118,0
119,0
120,0
121,0
122,144
123,528
124,1217
125,1787
126,2309
127,3010
128,3513
129,3216
130,2907
131,2434
132,1714
133,1114
134,629
135,366
136,362
137,672
138,1040
139,1392
140,1795
141,2197
142,2633
143,3039
144,3963
145,4095
146,3619
147,3042
148,2432
149,0
150,0
151,140
152,382
153,594
154,775
155,925
156,1063
157,1178
158,1277
159,1849
160,2534
161,3227
162,3183
163,2924
164,2544
165,1904
166,1227
167,779
168,880
169,1018
170,1143
171,1248
172,1338
173,1415
174,1533
175,2096
176,2598
177,3334
178,4067
179,3719
180,1123
181,758
182,895
183,1038
184,1158
185,1261
186,1347
187,1418
188,1484
189,1535
190,1591
191,1621
192,1659
193,1690
194,2227
195,2735
196,2798
197,2559
198,2095
199,1371
200,1328
201,1403
202,1471
203,1522
204,1578
205,1616
206,1649
207,1679
208,1710
209,1730
210,2087
211,1985
212,1681
213,1697
214,1719
215,1744
216,1762
217,1775
218,1786
219,1797
220,1805
221,1811
222,1825
223,1828
224,1831
225,1836
226,1841
227,1841
228,1846
229,1850
230,1851
231,1847
232,1851
233,1855
234,1856
235,1858
236,1859
237,1851
238,1854
239,1855
240,1856
241,1859
242,1867
243,1855
244,1857
245,1858
246,1859
247,1855
248,1859
249,1857
250,1859
251,1857
252,1862
253,1859
254,1859
255,1861
256,1860
257,1859
258,1859
259,1859
260,1861
261,2047
262,2290
263,2333
264,2101
265,1712
266,1697
267,1717
268,1740
269,1757
270,1773
271,1783
272,1791
273,1810
274,1811
275,1818
276,1824
277,1833
278,1839
279,1840
280,1841
281,1841
282,1850
283,1853
284,1851
285,1854
286,1857
287,1857
288,1857
289,1854
290,1860
291,1862
292,1856
293,1860
294,1857
295,1865
296,1858
297,1863
298,1855
299,1856
300,1860
301,1857
302,1859
303,1856
304,1862
305,1859
306,1860
307,1861
308,1860
309,1861
310,1861
311,1862
312,1865
313,1863
314,1866
315,1859
316,1862
317,1863
318,1866
319,1865
320,1860
321,1866
322,1858
323,1869
324,1861
325,1861
326,1865
327,1862
328,1862
329,1863
330,1863
331,1854
332,1856
333,1856
334,1856
335,1858
336,1858
337,1863
338,1859
339,1859
340,1866
341,1859
342,1865
343,1863
344,1861
345,1857
346,1858
347,1859
348,1867
349,1862
350,1862
351,1862
352,1861
353,1863
354,1859
355,1863
356,1865
357,1863
358,1862
359,1862
360,1858
361,1855
362,1856
363,1857
364,1855
365,1856
366,1859
367,1862
368,1866
369,1865
370,1861
371,1862
372,1865
373,1861
374,1863
375,1864
376,1863
377,1863
378,1863
379,1861
380,1860
381,1861
382,1863
383,1865
384,1865
385,1863
386,1862
387,1864
388,1860
389,1858
390,1856
391,1858
392,1861
393,1863
394,1858
395,1857
396,1863
397,1860
398,1862
399,1861
400,1865
401,1866
402,1863
403,1856
404,1862
405,1863
406,1861
407,1862
408,1866
409,1863
410,1862
411,1865
412,1861
413,1863
414,1860
415,1867
416,1862
417,1859
418,1868
419,1868
420,1865
421,1855
422,1856
423,1859
424,1856
425,1859
426,1857
427,1860
428,1863
429,1863
430,1860
431,1861
432,1857
433,1861
434,1861
435,1866
436,1862
437,1867
438,1862
439,1865
440,1858
441,1865
442,1868
443,1863
444,1867
445,1861
446,1862
447,1858
448,1869
449,1858
450,1855
451,1855
452,1856
453,1857
454,1865
455,1862
456,1859
457,1863
458,1860
459,1861
