Time(ms),Raw_ADC,ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,MW_Valid,Marker
0,1862.1,15.2,0.0,0.0,0.0,0.0,0.0,0,
100,1862.3,14.1,0.0,0.0,0.0,0.0,0.0,0,
200,1861.0,14.9,0.0,0.0,0.0,0.0,0.0,0,
300,1861.4,13.5,0.0,0.0,0.0,0.0,0.0,0,
400,1862.1,12.5,0.0,0.0,0.0,0.0,0.0,0,
500,1861.2,12.7,0.0,128.9,0.0,0.0,0.0,0,
600,1873.8,121.0,0.0,62.5,0.0,0.0,0.0,0,
700,1839.3,101.0,0.0,52.7,0.0,0.0,0.0,0,
800,1859.5,117.5,0.0,56.6,0.0,0.0,0.0,0,
900,1861.2,121.2,93.9,62.5,0.0,0.0,0.0,0,
1000,1871.3,102.2,103.4,62.5,0.0,0.0,0.0,0,
1100,1852.5,94.2,113.5,64.5,0.0,0.0,0.0,0,
1200,1859.7,22.4,118.7,64.5,0.0,0.0,0.0,0,
1300,1860.8,15.0,118.7,64.5,0.0,0.0,0.0,0,
1400,1861.5,15.2,118.8,62.5,0.0,0.0,0.0,0,
1500,1862.0,35.7,118.9,62.5,0.0,0.0,0.0,0,
1600,1862.5,14.9,112.4,62.5,0.0,0.0,0.0,0,
1700,1861.3,14.3,100.0,62.5,0.0,0.0,0.0,0,
1900,1861.1,17.8,75.5,54.7,0.0,0.0,0.0,0,
2000,1860.6,14.6,62.1,68.4,0.0,0.0,0.0,0,
2100,1861.8,16.2,40.8,68.4,0.0,0.0,0.0,0,
2200,1858.9,141.9,44.2,62.5,0.0,0.0,0.0,0,
2300,1881.0,131.8,72.1,37.1,0.0,0.0,0.0,0,
2400,1861.0,101.9,90.5,35.2,0.0,0.0,0.0,0,
2500,1851.9,114.7,99.8,33.2,0.0,0.0,0.0,0,
2600,1861.3,122.5,110.7,33.2,0.0,0.0,0.0,0,
2700,1865.0,123.7,120.4,37.1,0.0,0.0,0.0,0,
2900,1861.3,22.3,128.8,35.2,0.0,0.0,0.0,0,
3000,1861.5,14.1,128.7,39.1,0.0,0.0,0.0,0,
3100,1863.7,18.0,128.7,54.7,0.0,0.0,0.0,0,
3200,1860.6,13.2,122.8,64.5,0.0,0.0,0.0,0,
3300,1862.0,14.1,108.8,82.0,0.0,0.0,0.0,0,
3400,1861.9,14.8,93.9,82.0,0.0,0.0,0.0,0,
3500,1861.4,13.5,83.8,82.0,0.0,0.0,0.0,0,
3600,1861.8,19.7,67.9,64.5,0.0,0.0,0.0,0,
3700,1861.2,13.8,49.0,62.5,0.0,0.0,0.0,0,
3900,1854.6,123.9,71.3,35.2,0.0,0.0,0.0,0,
4000,1864.2,149.1,88.2,35.2,0.0,0.0,0.0,0,
4100,1873.1,135.2,102.8,33.2,0.0,0.0,0.0,0,
4200,1851.8,116.8,119.8,33.2,0.0,0.0,0.0,0,
4300,1851.1,122.5,129.8,33.2,0.0,0.0,0.0,0,
4400,1861.5,34.4,138.6,62.5,0.0,0.0,0.0,0,
4500,1863.5,15.3,138.6,62.5,0.0,0.0,0.0,0,
4600,1861.2,13.1,138.6,37.1,0.0,0.0,0.0,0,
4700,1861.7,13.0,138.6,44.9,0.0,0.0,0.0,0,
4900,1861.5,13.1,120.1,78.1,0.0,0.0,0.0,0,
5000,1861.3,12.8,108.2,66.4,0.0,0.0,0.0,0,
5100,1861.4,14.0,94.4,66.4,0.0,0.0,0.0,0,
5200,1861.2,14.0,71.6,66.4,0.0,0.0,0.0,0,
5300,1862.0,12.1,51.0,66.4,0.0,0.0,0.0,0,
5400,1867.1,144.6,24.8,82.0,0.0,0.0,0.0,0,
5500,1852.0,143.1,65.3,48.8,0.0,0.0,0.0,0,
5600,1835.5,143.9,93.1,39.1,0.0,0.0,0.0,0,
5700,1859.6,131.9,106.6,37.1,0.0,0.0,0.0,0,
5900,1873.8,123.2,132.7,43.0,0.0,0.0,0.0,0,
6000,1846.3,54.8,145.2,62.5,0.0,0.0,0.0,0,
6100,1866.1,24.9,145.6,62.5,0.0,0.0,0.0,0,
6200,1857.1,12.8,145.8,52.7,0.0,0.0,0.0,0,
6300,1861.6,14.7,145.8,48.8,0.0,0.0,0.0,0,
6400,1861.7,13.2,144.5,54.7,0.0,0.0,0.0,0,
6500,1861.4,13.4,131.3,62.5,0.0,0.0,0.0,0,
6600,1861.3,14.1,113.3,70.3,0.0,0.0,0.0,0,
6700,1861.7,13.0,100.7,95.7,0.0,0.0,0.0,0,
6900,1861.3,13.2,62.4,66.4,0.0,0.0,0.0,0,
7000,1861.5,136.4,20.6,78.1,0.0,0.0,0.0,0,
7100,1866.3,185.0,72.0,39.1,0.0,0.0,0.0,0,
7200,1886.3,169.9,101.5,35.2,0.0,0.0,0.0,0,
7300,1856.6,128.3,122.6,33.2,0.0,0.0,0.0,0,
7400,1853.3,154.3,137.9,33.2,0.0,0.0,0.0,0,
7500,1865.9,181.7,150.9,33.2,0.0,0.0,0.0,0,
7600,1869.0,79.5,165.7,33.2,0.0,0.0,0.0,0,
7700,1857.0,43.7,169.2,33.2,0.0,0.0,0.0,0,
7900,1861.9,12.1,169.7,43.0,0.0,0.0,0.0,0,
8000,1862.6,13.9,169.7,56.6,0.0,0.0,0.0,0,
8100,1861.3,14.0,154.7,64.5,0.0,0.0,0.0,0,
8200,1861.9,13.1,136.9,74.2,0.0,0.0,0.0,0,
8300,1861.3,15.5,118.4,66.4,0.0,0.0,0.0,0,
8400,1861.2,14.9,100.1,64.5,0.0,0.0,0.0,0,
8500,1861.6,13.2,79.3,62.5,0.0,0.0,0.0,0,
8600,1861.6,106.8,40.0,64.5,0.0,0.0,0.0,0,
8700,1859.2,133.9,67.5,37.1,0.0,0.0,0.0,0,
8900,1860.0,169.5,107.1,33.2,0.0,0.0,0.0,0,
9000,1878.1,139.1,123.6,33.2,0.0,0.0,0.0,0,
9100,1839.0,140.2,141.8,62.5,0.0,0.0,0.0,0,
9200,1851.9,112.3,153.5,64.5,0.0,0.0,0.0,0,
9300,1864.2,34.9,158.8,62.5,0.0,0.0,0.0,0,
9400,1860.8,13.5,159.1,62.5,0.0,0.0,0.0,0,
9500,1862.2,14.2,159.1,62.5,0.0,0.0,0.0,0,
9600,1862.0,15.0,159.1,62.5,0.0,0.0,0.0,0,
9700,1862.3,13.5,145.6,64.5,0.0,0.0,0.0,0,
9900,1861.0,14.6,118.8,70.3,0.0,0.0,0.0,0,
10000,1861.7,14.4,101.4,62.5,0.0,0.0,0.0,0,
10100,1861.6,14.2,74.0,66.4,0.0,0.0,0.0,0,
10200,1861.2,118.6,44.8,68.4,0.0,0.0,0.0,0,
10300,1865.9,154.3,66.6,50.8,0.0,0.0,0.0,0,
10400,1858.1,130.0,90.3,39.1,0.0,0.0,0.0,0,
10500,1845.6,136.5,112.2,35.2,0.0,0.0,0.0,0,
10600,1864.3,174.5,127.6,33.2,0.0,0.0,0.0,0,
10700,1871.5,177.9,144.2,33.2,0.0,0.0,0.0,0,
10900,1845.6,38.1,165.0,33.2,0.0,0.0,0.0,0,
11000,1861.7,15.4,165.3,33.2,0.0,0.0,0.0,0,
11100,1862.4,13.9,165.3,35.2,0.0,0.0,0.0,0,
11200,1862.0,14.0,165.3,39.1,0.0,0.0,0.0,0,
11300,1861.4,14.0,152.5,52.7,0.0,0.0,0.0,0,
11400,1861.6,14.4,139.4,74.2,0.0,0.0,0.0,0,
11500,1862.7,12.1,122.4,66.4,0.0,0.0,0.0,0,
11600,1862.2,14.8,106.3,64.5,0.0,0.0,0.0,0,
11700,1862.0,14.0,82.4,78.1,0.0,0.0,0.0,0,
11900,1861.5,140.3,56.4,46.9,0.0,0.0,0.0,0,
12000,1877.1,186.2,85.3,37.1,0.0,0.0,0.0,0,
12100,1886.9,142.7,110.7,35.2,0.0,0.0,0.0,0,
12200,1856.7,130.5,128.6,33.2,0.0,0.0,0.0,0,
12300,1857.0,135.0,141.3,33.2,0.0,0.0,0.0,0,
12400,1865.3,168.8,152.6,33.2,0.0,0.0,0.0,0,
12500,1864.4,21.7,160.5,33.2,0.0,0.0,0.0,0,
12600,1861.5,15.5,160.6,33.2,0.0,0.0,0.0,0,
12700,1863.0,13.3,160.6,35.2,0.0,0.0,0.0,0,
12900,1861.3,14.8,151.5,56.6,0.0,0.0,0.0,0,
13000,1862.5,13.3,136.9,72.3,0.0,0.0,0.0,0,
13100,1861.7,13.9,117.3,87.9,0.0,0.0,0.0,0,
13200,1861.8,14.5,97.4,66.4,0.0,0.0,0.0,0,
13300,1861.9,13.1,77.8,62.5,0.0,0.0,0.0,0,
13400,1861.2,14.7,52.2,62.5,0.0,0.0,0.0,0,
13500,1873.8,93.2,37.3,76.2,0.0,0.0,0.0,0,
13600,1841.4,135.0,62.9,66.4,0.0,0.0,0.0,0,
13700,1857.4,145.6,86.5,39.1,0.0,0.0,0.0,0,
13900,1869.4,120.3,116.0,33.2,0.0,0.0,0.0,0,
14000,1842.8,107.8,129.2,33.2,0.0,0.0,0.0,0,
14100,1861.2,24.6,134.2,33.2,0.0,0.0,0.0,0,
14200,1861.9,15.3,134.4,35.2,0.0,0.0,0.0,0,
14300,1862.5,14.8,134.4,43.0,0.0,0.0,0.0,0,
14400,1862.4,13.6,134.4,41.0,0.0,0.0,0.0,0,
14500,1862.0,13.2,130.1,50.8,0.0,0.0,0.0,0,
14600,1861.5,14.9,119.7,62.5,0.0,0.0,0.0,0,
14700,1862.0,15.3,104.0,62.5,0.0,0.0,0.0,0,
14900,1861.6,14.8,69.7,68.4,0.0,0.0,0.0,0,
15000,1861.6,15.8,40.2,66.4,0.0,0.0,0.0,0,
15100,1854.5,150.9,38.4,64.5,0.0,0.0,0.0,0,
15200,1862.4,144.7,72.6,54.7,0.0,0.0,0.0,0,
15300,1846.7,138.2,97.1,41.0,0.0,0.0,0.0,0,
15400,1849.8,154.6,116.7,37.1,0.0,0.0,0.0,0,
15500,1860.2,182.2,131.9,62.5,0.0,0.0,0.0,0,
15600,1870.3,165.3,148.0,62.5,0.0,0.0,0.0,0,
15700,1857.7,33.7,159.7,62.5,0.0,0.0,0.0,0,
15900,1862.0,14.6,159.9,41.0,0.0,0.0,0.0,0,
16000,1862.0,13.3,159.9,43.0,0.0,0.0,0.0,0,
16100,1862.2,14.1,156.2,56.6,0.0,0.0,0.0,0,
16200,1861.6,14.9,143.3,74.2,0.0,0.0,0.0,0,
16300,1861.8,13.0,128.0,82.0,0.0,0.0,0.0,0,
16400,1861.3,14.9,110.4,66.4,0.0,0.0,0.0,0,
16500,1861.5,15.6,91.6,66.4,0.0,0.0,0.0,0,
16600,1861.5,14.1,62.4,66.4,0.0,0.0,0.0,0,
16700,1864.2,144.9,37.6,62.5,0.0,0.0,0.0,0,
16900,1873.3,181.6,101.8,35.2,0.0,0.0,0.0,0,
17000,1880.9,146.2,119.2,33.2,0.0,0.0,0.0,0,
17100,1847.2,124.7,135.3,33.2,0.0,0.0,0.0,0,
17200,1859.1,139.0,147.3,33.2,0.0,0.0,0.0,0,
17300,1867.0,39.8,157.2,33.2,0.0,0.0,0.0,0,
17400,1865.9,23.8,157.4,33.2,0.0,0.0,0.0,0,
17500,1859.1,13.7,157.5,35.2,0.0,0.0,0.0,0,
17600,1862.1,13.9,157.5,39.1,0.0,0.0,0.0,0,
17700,1861.5,14.6,154.0,62.5,0.0,0.0,0.0,0,
17900,1860.6,14.6,121.1,62.5,0.0,0.0,0.0,0,
18000,1861.0,15.0,104.0,62.5,0.0,0.0,0.0,0,
18100,1862.5,11.7,82.0,64.5,0.0,0.0,0.0,0,
18200,1861.4,15.7,57.8,62.5,0.0,0.0,0.0,0,
18300,1879.1,148.3,32.4,82.0,0.0,0.0,0.0,0,
18400,1861.1,133.3,72.6,37.1,0.0,0.0,0.0,0,
18500,1849.9,146.8,97.8,35.2,0.0,0.0,0.0,0,
18600,1863.5,151.3,112.2,33.2,0.0,0.0,0.0,0,
18700,1865.2,138.0,124.7,33.2,0.0,0.0,0.0,0,
18900,1844.4,54.1,146.2,33.2,0.0,0.0,0.0,0,
19000,1865.4,19.7,146.3,33.2,0.0,0.0,0.0,0,
19100,1862.7,14.9,146.4,35.2,0.0,0.0,0.0,0,
19200,1861.8,13.9,146.4,41.0,0.0,0.0,0.0,0,
19300,1862.5,13.0,143.9,43.0,0.0,0.0,0.0,0,
19400,1861.4,14.6,128.1,64.5,0.0,0.0,0.0,0,
19500,1861.8,14.4,110.0,62.5,0.0,0.0,0.0,0,
19600,1861.7,14.1,95.3,62.5,0.0,0.0,0.0,0,
19700,1861.9,14.4,78.3,62.5,0.0,0.0,0.0,0,
19900,1861.5,107.4,17.1,66.4,0.0,0.0,0.0,0,
20000,1851.1,199.3,57.3,35.2,0.0,0.0,0.0,0,
20100,1872.6,170.3,95.6,33.2,0.0,0.0,0.0,0,
20200,1838.3,152.2,122.1,33.2,0.0,0.0,0.0,0,
20300,1848.1,190.1,144.6,33.2,0.0,0.0,0.0,0,
