Time(ms),ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,Marker
0,29.8,96.7,160.2,0.0,0.0,0.0,
100,31.1,84.0,148.4,0.0,0.0,0.0,
200,27.7,78.1,175.8,0.0,0.0,0.0,
300,28.9,66.6,179.7,0.0,0.0,0.0,
400,28.0,60.6,175.8,0.0,0.0,0.0,
500,29.4,48.9,164.1,0.0,0.0,0.0,
600,88.7,39.8,171.9,0.0,0.0,0.0,
700,76.6,60.1,179.7,0.0,0.0,0.0,
800,75.3,68.9,187.5,0.0,0.0,0.0,
900,78.9,81.8,191.4,0.0,0.0,0.0,
1000,68.4,88.4,218.8,0.0,0.0,0.0,
1100,77.0,94.9,203.1,0.0,0.0,0.0,
1200,36.4,101.9,207.0,0.0,0.0,0.0,
1300,25.7,101.8,183.6,0.0,0.0,0.0,
1400,25.5,101.7,168.0,0.0,0.0,0.0,
1500,23.5,101.6,144.5,0.0,0.0,0.0,
1600,25.1,99.1,148.4,0.0,0.0,0.0,
1700,26.3,88.3,160.2,0.0,0.0,0.0,
1800,27.3,81.7,179.7,0.0,0.0,0.0,
1900,28.6,68.9,152.3,0.0,0.0,0.0,
2000,27.8,60.0,179.7,0.0,0.0,0.0,
2100,29.2,49.0,179.7,0.0,0.0,0.0,
2200,110.4,40.0,140.6,0.0,0.0,0.0,
2300,82.8,65.6,164.1,0.0,0.0,0.0,
2400,94.4,74.5,160.2,0.0,0.0,0.0,
2500,87.7,85.5,160.2,0.0,0.0,0.0,
2600,85.2,92.1,195.3,0.0,0.0,0.0,
2700,66.3,100.4,195.3,0.0,0.0,0.0,
2800,39.8,106.7,195.3,0.0,0.0,0.0,
2900,26.9,106.7,195.3,0.0,0.0,0.0,
3000,27.9,106.7,152.3,0.0,0.0,0.0,
3100,27.4,106.8,125.0,0.0,0.0,0.0,
3200,29.3,104.0,152.3,0.0,0.0,0.0,
3300,29.1,90.2,175.8,0.0,0.0,0.0,
3400,26.2,83.1,160.2,0.0,0.0,0.0,
3500,26.9,71.7,171.9,0.0,0.0,0.0,
3600,28.3,63.2,164.1,0.0,0.0,0.0,
3700,27.2,49.3,168.0,0.0,0.0,0.0,
3800,107.2,33.5,168.0,0.0,0.0,0.0,
3900,104.8,63.0,160.2,0.0,0.0,0.0,
4000,64.3,73.0,144.5,0.0,0.0,0.0,
4100,85.5,83.3,171.9,0.0,0.0,0.0,
4200,73.8,89.8,191.4,0.0,0.0,0.0,
4300,81.2,96.5,191.4,0.0,0.0,0.0,
4400,40.6,102.5,195.3,0.0,0.0,0.0,
4500,24.0,102.6,195.3,0.0,0.0,0.0,
4600,29.0,102.5,160.2,0.0,0.0,0.0,
4700,26.2,102.4,168.0,0.0,0.0,0.0,
4800,30.1,102.4,179.7,0.0,0.0,0.0,
4900,27.7,87.4,164.1,0.0,0.0,0.0,
5000,26.8,79.2,179.7,0.0,0.0,0.0,
5100,26.7,68.3,175.8,0.0,0.0,0.0,
5200,25.3,59.3,179.7,0.0,0.0,0.0,
5300,25.6,47.5,156.3,0.0,0.0,0.0,
5400,93.2,32.6,171.9,0.0,0.0,0.0,
5500,99.9,56.8,168.0,0.0,0.0,0.0,
5600,70.1,69.6,160.2,0.0,0.0,0.0,
5700,77.2,77.1,191.4,0.0,0.0,0.0,
5800,61.6,85.6,199.2,0.0,0.0,0.0,
