Time(ms),ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,Marker
0,10.7,121.1,175.8,0.0,0.0,0.0,
100,32.0,102.7,148.4,0.0,0.0,0.0,
200,35.8,87.1,144.5,0.0,0.0,0.0,
300,89.9,56.2,140.6,0.0,0.0,0.0,
400,164.8,70.1,97.7,0.0,0.0,0.0,
500,139.4,90.8,70.3,0.0,0.0,0.0,
600,144.7,112.3,97.7,0.0,0.0,0.0,
700,141.6,131.1,101.6,0.0,0.0,0.0,
800,185.4,144.3,113.3,0.0,0.0,0.0,
900,138.7,158.5,97.7,0.0,0.0,0.0,
1000,38.1,164.8,97.7,0.0,0.0,0.0,
1100,33.2,164.8,101.6,0.0,0.0,0.0,
1200,32.8,164.8,132.8,0.0,0.0,0.0,
1300,33.5,164.7,136.7,0.0,0.0,0.0,
1400,32.1,155.2,164.1,0.0,0.0,0.0,
1500,33.3,144.0,121.1,0.0,0.0,0.0,
1600,31.5,127.9,125.0,0.0,0.0,0.0,
1700,34.2,108.5,132.8,0.0,0.0,0.0,
1800,34.0,90.0,132.8,0.0,0.0,0.0,
1900,34.3,61.8,125.0,0.0,0.0,0.0,
2000,140.7,68.8,117.2,0.0,0.0,0.0,
2100,173.5,96.9,82.0,0.0,0.0,0.0,
2200,188.9,121.5,97.7,0.0,0.0,0.0,
2300,133.0,138.2,97.7,0.0,0.0,0.0,
2400,136.6,153.4,97.7,0.0,0.0,0.0,
2500,152.8,169.4,97.7,0.0,0.0,0.0,
2600,41.8,176.7,121.1,0.0,0.0,0.0,
2700,35.3,176.8,117.2,0.0,0.0,0.0,
2800,34.9,176.8,125.0,0.0,0.0,0.0,
2900,31.3,176.8,132.8,0.0,0.0,0.0,
3000,34.1,168.2,144.5,0.0,0.0,0.0,
3100,32.5,153.8,148.4,0.0,0.0,0.0,
3200,34.9,135.1,140.6,0.0,0.0,0.0,
3300,31.7,118.0,164.1,0.0,0.0,0.0,
3400,35.4,97.4,140.6,0.0,0.0,0.0,
3500,29.5,66.0,125.0,0.0,0.0,0.0,
3600,146.7,57.4,121.1,0.0,0.0,0.0,
3700,138.3,80.0,93.8,0.0,0.0,0.0,
3800,146.0,110.4,97.7,0.0,0.0,0.0,
3900,170.4,128.1,97.7,0.0,0.0,0.0,
4000,169.5,145.1,101.6,0.0,0.0,0.0,
4100,128.8,157.6,97.7,0.0,0.0,0.0,
4200,45.6,168.8,109.4,0.0,0.0,0.0,
4300,43.3,168.8,97.7,0.0,0.0,0.0,
4400,35.7,169.0,109.4,0.0,0.0,0.0,
4500,32.6,169.0,121.1,0.0,0.0,0.0,
4600,34.2,164.6,125.0,0.0,0.0,0.0,
4700,32.8,154.9,144.5,0.0,0.0,0.0,
4800,33.1,134.9,160.2,0.0,0.0,0.0,
4900,33.6,118.1,148.4,0.0,0.0,0.0,
5000,33.5,96.5,128.9,0.0,0.0,0.0,
5100,35.8,74.4,132.8,0.0,0.0,0.0,
5200,137.8,49.6,132.8,0.0,0.0,0.0,
5300,195.1,77.1,85.9,0.0,0.0,0.0,
5400,155.9,104.4,93.8,0.0,0.0,0.0,
5500,135.0,119.7,93.8,0.0,0.0,0.0,
5600,134.0,139.6,125.0,0.0,0.0,0.0,
5700,168.9,152.8,97.7,0.0,0.0,0.0,
5800,55.7,167.2,97.7,0.0,0.0,0.0,
5900,38.1,167.2,97.7,0.0,0.0,0.0,
6000,34.9,167.2,101.6,0.0,0.0,0.0,
6100,33.3,167.2,117.2,0.0,0.0,0.0,
6200,32.1,165.5,140.6,0.0,0.0,0.0,
6300,31.7,154.7,156.3,0.0,0.0,0.0,
6400,33.4,137.5,144.5,0.0,0.0,0.0,
6500,32.4,124.3,156.3,0.0,0.0,0.0,
6600,33.3,101.4,160.2,0.0,0.0,0.0,
6700,34.3,80.2,160.2,0.0,0.0,0.0,
6800,124.7,42.8,152.3,0.0,0.0,0.0,
6900,140.5,78.8,85.9,0.0,0.0,0.0,
7000,157.3,107.7,93.8,0.0,0.0,0.0,
7100,193.5,125.3,97.7,0.0,0.0,0.0,
7200,139.8,142.9,97.7,0.0,0.0,0.0,
7300,126.0,153.4,97.7,0.0,0.0,0.0,
7400,62.4,167.4,97.7,0.0,0.0,0.0,
7500,38.2,168.8,97.7,0.0,0.0,0.0,
7600,32.9,168.8,97.7,0.0,0.0,0.0,
7700,34.1,168.9,121.1,0.0,0.0,0.0,
7800,33.3,168.8,160.2,0.0,0.0,0.0,
7900,34.2,155.4,152.3,0.0,0.0,0.0,
8000,32.3,136.8,175.8,0.0,0.0,0.0,
8100,32.3,120.8,148.4,0.0,0.0,0.0,
8200,32.6,99.3,132.8,0.0,0.0,0.0,
8300,33.5,82.1,144.5,0.0,0.0,0.0,
8400,133.9,47.8,125.0,0.0,0.0,0.0,
8500,178.7,74.9,74.2,0.0,0.0,0.0,
8600,142.9,97.4,70.3,0.0,0.0,0.0,
8700,137.1,120.8,105.5,0.0,0.0,0.0,
8800,144.9,138.1,97.7,0.0,0.0,0.0,
8900,185.3,151.3,97.7,0.0,0.0,0.0,
9000,81.5,166.1,97.7,0.0,0.0,0.0,
9100,35.5,169.4,105.5,0.0,0.0,0.0,
9200,35.1,169.6,109.4,0.0,0.0,0.0,
9300,32.1,169.6,117.2,0.0,0.0,0.0,
9400,34.6,169.5,156.3,0.0,0.0,0.0,
9500,32.9,157.9,175.8,0.0,0.0,0.0,
9600,31.4,145.1,160.2,0.0,0.0,0.0,
