Time(ms),ENV_Value,Marker
30600,4.9,
30700,4.6,
30800,4.6,
30900,5.0,
31000,3.9,
31100,5.0,
31200,3.3,
31300,2.8,
31400,4.1,
31500,130.9,
31600,106.1,
31700,101.3,
31800,125.5,
31900,106.4,
32000,91.7,
32100,32.1,
32200,4.1,
32300,5.7,
32500,4.7,
32600,3.1,
32700,2.8,
32800,3.4,
32900,2.7,
33000,4.4,
33100,127.7,
33200,144.5,
33300,108.5,
33500,123.1,
33600,117.0,
33700,42.5,
33800,5.4,
33900,6.7,
34000,3.8,
34100,3.3,
34200,3.2,
34300,2.9,
34500,3.0,
34600,2.5,
34700,87.1,
34800,140.9,
34900,147.6,
35000,113.2,
35100,83.8,
35200,108.4,
35300,57.4,
35500,5.0,
35600,7.0,
35700,48.5,
35800,15.9,
35900,5.8,
36000,4.1,
36100,3.6,
36200,2.7,
36300,79.6,
36400,96.1,
36500,146.6,
36600,157.7,
36700,128.8,
36800,93.8,
36900,72.1,
37000,5.7,
37100,4.2,
37200,3.9,
37300,3.4,
37500,2.7,
37600,2.8,
37700,3.3,
37800,2.9,
37900,60.4,
38000,125.6,
38100,109.7,
38200,126.8,
38300,142.4,
38500,94.4,
38600,14.3,
38700,7.9,
38800,4.8,
38900,7.1,
39000,3.5,
39100,3.2,
39200,3.6,
39300,3.3,
39400,3.5,
39500,22.6,
39600,130.3,
39700,133.0,
39800,114.9,
39900,95.3,
40000,123.2,
40100,125.9,
40200,8.8,
40300,5.2,
40500,4.4,
40600,3.5,
40700,3.9,
40800,8.5,
40900,4.3,
41000,3.2,
41100,2.9,
41200,96.0,
41300,142.0,
41500,126.7,
41600,96.2,
41700,87.3,
41800,10.6,
41900,4.4,
42000,3.9,
42100,4.8,
42200,3.5,
42300,2.7,
42500,2.9,
42600,2.3,
42700,2.7,
42800,121.8,
42900,99.9,
43000,122.9,
43100,156.2,
43200,128.3,
43300,97.9,
43500,4.7,
43600,4.3,
43700,3.9,
43800,3.2,
43900,2.9,
44000,3.2,
44100,2.6,
44200,2.5,
44300,4.0,
44500,135.6,
44600,109.3,
44700,119.0,
44800,142.0,
44900,127.6,
45000,18.4,
45100,5.0,
45200,5.3,
45300,5.5,
45500,4.9,medium
45600,4.5,
45700,4.6,
45800,4.9,
45900,3.8,
46000,93.0,
46100,138.6,
46200,139.2,
46300,122.9,
46500,119.1,
46600,24.9,
46700,5.6,
46800,4.4,
46900,5.6,
47000,4.1,
47100,3.1,
47200,3.8,
47300,3.4,
47400,9.3,
47500,3.5,
47600,114.7,
47700,97.2,
47800,112.6,
47900,149.6,
48000,128.9,
48100,109.1,
48200,36.9,
48300,4.3,
48500,3.8,
48600,3.6,
48700,2.8,
48800,3.3,
48900,3.1,
49000,2.8,
49100,2.7,
49200,116.8,
49300,128.4,
49500,107.6,
49600,143.1,
49700,141.1,
49800,46.6,
49900,4.5,
50000,3.5,
50100,2.5,
50200,3.7,
50300,3.5,
50500,2.8,
50600,3.0,
50700,3.0,
50800,77.5,
50900,129.2,
51000,131.2,
51100,109.8,
51200,92.7,
51300,143.8,
51500,5.9,
51600,5.2,
51700,4.4,
51800,6.8,
51900,3.4,
52000,4.2,
52100,7.4,
52200,3.2,
52300,2.9,
52400,81.0,
52500,95.4,
52600,115.6,
52700,142.3,
52800,127.9,
52900,111.4,
53000,92.2,
53100,7.2,
53200,4.4,
53300,4.8,
53500,4.6,
53600,2.5,
53700,2.6,
53800,3.0,
53900,3.4,
54000,67.8,
54100,122.8,
54200,98.3,
54300,107.1,
54500,135.4,
54600,115.7,
54700,8.4,
54800,6.1,
54900,3.6,
55000,3.8,
55100,3.4,
55200,6.8,
55300,3.7,
55500,4.7,
55600,25.0,
55700,133.8,
55800,128.7,
55900,109.2,
56000,88.9,
56100,142.8,
56200,148.4,
56300,10.2,
56400,3.7,
56500,3.6,
56600,3.3,
56700,3.0,
56800,3.7,
56900,3.3,
57000,2.8,
57100,2.5,
57200,3.1,
57300,92.9,
57400,128.4,
57500,126.1,
57600,112.7,
57700,95.1,
57800,121.4,
57900,13.7,
58000,4.8,
58100,4.8,
58200,3.3,
58300,4.4,
58500,3.5,
58600,4.8,
58700,5.5,
58800,3.7,
58900,120.0,
59000,98.4,
59100,101.8,
59200,142.3,
59300,123.4,
59400,108.2,
59500,15.6,
59600,7.1,
59700,4.8,
59800,3.1,
59900,6.4,
60000,3.4,
60100,5.8,
60200,3.9,
60300,3.2,
60400,1.9,
60500,119.7,
60600,126.8,
60700,104.2,
60800,85.3,
60900,124.5,
61000,130.9,
61100,20.4,
61200,3.8,
61300,3.9,
61500,4.7,
61600,7.4,
61700,4.5,
61800,4.1,
61900,2.8,
62000,3.0,
62100,82.6,
62200,130.1,
62300,139.8,
62500,96.7,
62600,126.5,
62700,28.1,
62800,4.0,
62900,5.5,
63000,4.3,
63100,7.9,
63200,6.3,
63300,3.2,
63500,3.7,
63600,2.7,
63700,107.6,
63800,99.9,
63900,113.1,
64000,145.6,
64100,120.0,
64200,104.5,
64300,35.3,
64500,5.0,
64600,3.3,
64700,5.9,
64800,3.5,
64900,5.7,
65000,3.3,
65100,3.8,
65200,2.3,
65300,102.4,
65500,101.5,
65600,102.4,
65700,131.4,
65800,128.9,
65900,46.0,
66000,5.5,
66100,6.7,
66200,5.8,
66300,6.9,
66500,5.8,
66600,3.5,
66700,2.0,
66800,3.3,
66900,68.9,
67000,122.9,
67100,132.4,
67200,114.2,
67300,95.2,
67500,61.2,
67600,5.0,
67700,3.0,
67800,3.5,
67900,5.4,
68000,2.9,
68100,3.1,
68200,2.5,
68300,2.8,
68500,81.8,
68600,93.6,
68700,118.8,
68800,141.3,
68900,119.2,
69000,96.3,
69100,79.1,
69200,6.1,
69300,6.3,
69500,4.0,
69600,3.0,
69700,2.6,
69800,2.8,
69900,3.1,
70000,2.8,
70100,68.6,
70200,125.3,
70300,92.9,
70500,136.1,
70600,129.6,
70700,104.0,
70800,9.1,
70900,3.2,
71000,4.0,
71100,4.3,
71200,5.4,
71300,3.4,
71500,3.2,
71600,2.6,
71700,39.0,
71800,153.0,
71900,148.8,
72000,104.6,
72100,88.6,
72200,123.5,
72300,138.3,
72500,8.2,
72600,6.5,
72700,8.5,
72800,3.3,
72900,3.5,
73000,6.8,
73100,3.3,
73200,3.4,
73300,3.4,
73500,144.2,
73600,159.4,
73700,113.0,
73800,88.5,
73900,99.9,
74000,12.4,
74100,17.2,
74200,11.1,
74300,4.0,
74500,3.3,
74600,3.4,
74700,2.8,
74800,2.9,
74900,3.6,
75000,134.4,
75100,114.9,
75200,128.9,
75300,141.5,
75500,101.2,
75600,16.2,
75700,3.6,
75800,6.1,
75900,5.9,
76000,6.0,
76100,3.9,
76200,2.9,
76300,3.2,
76400,4.9,
76500,2.6,
76600,120.0,
76700,146.4,
76800,122.9,
76900,97.0,
77000,114.5,
77100,127.3,
77200,21.3,
77300,3.9,
77500,4.7,
77600,2.6,
77700,5.4,
77800,5.6,
77900,4.3,
78000,3.1,
78100,2.5,
78200,88.9,
78300,138.8,
78500,131.3,
78600,108.4,
78700,91.9,
78800,24.0,
78900,3.8,
79000,3.5,
79100,3.6,
79200,3.1,
79300,2.6,
79500,3.1,
79600,2.3,
79700,2.9,
79800,126.2,
79900,106.9,
80000,128.8,
80100,166.2,
80200,138.2,
80300,99.2,
80500,4.5,
80600,4.2,
80700,3.9,
80800,2.4,
80900,3.5,
81000,3.6,
81100,3.1,
81200,4.1,
81300,2.8,
81400,98.3,
81500,128.8,
81600,110.6,
81700,129.0,
81800,145.1,
81900,144.3,
82000,45.2,
82100,4.9,
82200,3.1,
82300,4.0,
82500,2.7,
82600,3.6,
82700,11.1,
82800,3.3,
82900,6.9,
83000,70.7,
83100,123.6,
83200,132.4,
83300,122.1,
83400,108.7,
83500,135.2,
83600,65.0,
83700,5.0,
83800,3.3,
83900,8.4,
84000,2.9,
84100,2.9,
84200,3.7,
84300,3.1,
84500,2.9,
84600,74.8,
84700,94.2,
84800,108.4,
84900,152.8,
85000,136.8,
85100,115.8,
85200,86.4,
85300,6.0,
85500,3.7,
85600,2.9,
85700,4.1,
85800,2.3,
85900,3.0,
86000,3.7,
86100,2.7,
86200,50.0,
86300,121.3,
86400,101.7,
86500,102.4,
86600,150.8,
86700,152.2,
86800,124.8,
86900,8.9,
87000,4.2,
87100,3.7,
87200,3.7,
87300,3.2,
87500,2.9,
87600,3.3,
87700,3.1,
87800,11.2,
87900,126.0,
88000,129.9,
88100,104.2,
88200,92.1,
88300,145.7,
88500,10.8,
88600,3.6,
88700,4.5,
88800,2.9,
88900,3.5,
89000,2.9,
89100,2.9,
89200,2.3,
89300,3.2,
89400,3.0,
89500,92.4,
89600,115.2,
89700,142.7,
89800,123.7,
89900,106.7,
90000,132.5,
90100,13.9,
90200,3.2,
90300,3.3,
90500,5.6,
90600,2.4,
90700,4.0,
90800,3.0,
90900,2.5,
91000,2.2,
91100,115.1,
91200,94.0,
91300,99.3,
91500,135.3,
91600,114.5,
91700,16.8,
91800,3.3,
91900,5.3,
92000,4.1,
92100,5.2,
92200,7.0,
92300,4.0,
92500,2.5,
92600,3.0,
92700,108.9,
92800,120.3,
92900,102.7,
93000,89.5,
93100,124.8,
93200,136.8,
93300,20.4,
93500,4.3,
93600,6.1,
93700,7.6,
93800,4.1,
93900,3.8,
94000,3.2,
94100,4.9,
94200,2.7,
94300,89.4,
94500,133.2,
94600,118.5,
94700,101.5,
94800,101.4,
94900,25.9,
95000,11.7,
95100,5.8,
95200,9.4,
95300,7.6,
95500,4.5,
95600,3.8,
95700,2.3,
95800,2.5,
95900,124.2,
96000,93.3,
96100,88.1,
96200,140.9,
96300,127.0,
96500,34.5,
96600,12.4,
96700,25.1,
96800,4.4,
96900,2.8,
97000,2.8,
97100,2.7,
97200,2.3,
97300,2.3,
97500,110.4,
97600,127.9,
97700,93.8,
97800,80.0,
97900,126.0,
98000,131.6,
98100,46.2,
98200,4.5,
98300,4.4,
98500,2.9,
98600,3.7,
98700,3.2,
98800,2.7,
98900,2.4,
99000,2.6,
99100,70.0,
99200,144.3,
99300,138.9,
99500,92.1,
99600,101.0,
99700,62.3,
99800,5.4,
99900,2.9,
100000,3.8,
100100,3.3,
100200,3.5,
100300,2.6,
100500,2.4,
100600,2.6,
100700,90.8,
100800,112.5,
100900,119.0,
101000,137.0,
101100,114.7,
101200,97.5,
101300,81.7,
101500,4.3,
101600,3.8,
101700,3.0,
101800,2.9,
101900,3.2,
102000,2.7,
102100,2.2,
102200,2.6,
102300,65.4,
102500,111.6,
102600,91.0,
102700,113.5,
102800,128.8,
102900,106.5,
103000,9.8,
103100,4.9,
103200,4.7,
103300,6.1,
103500,5.4,
103600,6.9,
103700,2.6,
103800,2.1,
103900,32.4,
104000,152.9,
104100,149.6,
104200,117.8,
104300,91.4,
104500,135.2,
104600,10.0,
104700,3.2,
104800,2.3,
104900,2.9,
105000,2.7,
105100,2.3,
105200,3.3,
105300,2.3,
105400,2.0,
105500,2.4,
105600,104.4,
105700,137.0,
105800,148.9,
105900,118.1,
106000,96.5,
106100,92.8,
106200,12.8,
106300,3.1,
106500,5.0,
106600,2.9,
106700,3.8,
106800,2.4,
106900,2.1,
107000,2.7,
107100,2.6,
107200,138.9,
107300,112.1,
107500,124.7,
107600,118.0,
107700,101.1,
107800,14.7,
107900,4.6,
108000,3.9,
108100,3.8,
108200,5.3,
108300,3.7,
108500,5.5,
108600,4.9,
108700,2.9,
108800,134.0,
108900,165.2,
109000,133.2,
109100,97.1,
109200,111.8,
109300,133.6,
109500,3.1,
109600,3.6,
109700,4.0,
109800,4.3,
109900,5.8,
110000,4.8,
110100,2.8,
110200,2.5,
110300,3.4,
110400,84.4,
110500,134.2,
110600,177.7,
110700,141.7,
110800,100.1,
110900,83.9,
111000,26.3,
111100,3.7,
111200,4.2,
111300,3.2,
111500,3.2,
111600,3.4,
111700,2.5,
111800,3.0,
111900,2.8,
112000,105.1,
112100,105.5,
112200,136.2,
112300,155.6,
112500,94.0,
112600,33.8,
112700,4.5,
112800,3.7,
112900,2.4,
113000,3.1,
113100,2.5,
113200,2.1,
113300,2.5,
113400,2.3,
113500,2.2,
113600,97.3,
113700,142.5,
113800,118.1,
113900,93.6,
114000,110.1,
114100,107.0,
114200,38.7,
114300,3.8,
114500,5.3,
114600,3.2,
114700,3.3,
114800,3.3,
114900,2.6,
115000,2.6,
115100,2.8,
115200,53.9,
115300,112.2,
115500,129.3,
115600,92.5,
115700,103.2,
115800,60.1,
115900,5.5,
116000,3.9,
116100,4.1,
116200,3.0,
116300,3.4,
116400,3.3,
116500,3.4,
116600,2.8,
116700,3.2,
116800,80.4,
116900,96.9,
117000,135.0,
117100,160.7,
117200,126.0,
117300,89.7,
117500,7.2,
117600,4.2,
117700,3.7,
117800,3.6,
117900,2.7,
118000,3.7,
118100,3.5,
118200,3.0,
118300,2.6,
118400,43.6,
118500,131.4,
118600,113.2,
118700,137.8,
118800,139.5,
118900,129.4,
119000,104.1,
119100,7.4,
119200,4.3,
119300,4.0,
119500,3.1,
119600,3.0,
119700,2.6,
119800,3.1,
119900,3.2,
120000,3.2,
120100,112.8,
120200,142.5,
120300,129.7,
120500,107.1,
120600,131.8,
120700,9.3,
120800,5.4,
120900,3.2,
121000,2.5,
121100,3.0,
121200,3.1,
121300,2.7,
121400,2.7,
121500,2.3,
121600,2.5,
121700,90.1,
121800,133.7,
121900,160.1,
122000,141.3,
122100,98.0,
122200,80.3,
122300,11.6,
122500,2.9,
122600,4.1,
122700,2.6,
122800,2.3,
122900,3.0,
123000,3.9,
123100,2.3,
123200,2.7,
123300,110.9,
123400,96.4,
123500,128.3,
123600,148.4,
123700,132.1,
123800,98.5,
123900,14.0,
124000,3.1,
124100,3.1,
124200,2.4,
124300,2.3,
124500,2.4,
124600,2.7,
124700,3.1,
124800,3.6,
124900,94.2,
125000,115.4,
125100,99.5,
125200,97.5,
125300,136.7,
125500,20.8,
125600,2.9,
125700,2.9,
125800,3.1,
125900,3.8,
126000,2.5,
126100,3.4,
126200,2.8,
126300,3.4,
126400,3.2,
126500,76.0,
126600,100.0,
126700,147.1,
126800,132.2,
126900,109.2,
127000,113.9,
127100,27.1,
127200,3.2,
127300,2.4,
127500,5.2,
127600,2.7,
127700,2.5,
127800,2.8,
127900,2.5,
128000,3.2,
128100,97.4,
128200,87.9,
128300,115.8,
128500,155.0,
128600,114.6,
128700,36.8,
128800,3.6,
128900,2.6,
129000,2.3,
129100,2.0,
129200,2.9,
129300,2.5,
129500,2.3,
129600,2.0,
129700,83.6,
129800,117.0,
129900,107.5,
130000,98.2,
130100,143.4,
130200,146.5,
130300,50.1,
130400,4.6,
130500,2.6,
130600,2.7,
130700,5.5,
130800,2.6,
130900,2.5,
131000,4.6,
131100,3.9,
131200,2.6,
131300,55.6,
131400,102.6,
131500,139.3,
131600,127.0,
131700,103.2,
131800,118.7,
131900,62.8,
132000,5.6,
132100,2.3,
132200,3.0,
132300,3.3,
132500,3.2,
132600,3.5,
132700,2.9,
132800,3.0,
132900,71.6,
133000,90.5,
133100,106.7,
133200,162.5,
133300,137.3,
133500,79.3,
133600,6.3,
133700,2.8,
133800,2.4,
133900,2.4,
134000,3.3,
134100,3.0,
134200,3.5,
134300,4.3,
134500,43.8,
134600,117.7,
134700,99.4,
134800,124.2,
134900,151.9,
135000,150.1,
135100,114.9,
135200,8.2,
135300,3.6,
135400,3.3,
135500,3.2,
135600,3.2,
135700,2.4,
135800,3.7,
135900,5.0,
136000,2.7,
136100,3.0,
136200,103.3,
136300,128.5,
136500,105.9,
136600,130.9,
136700,142.9,
136800,9.9,
136900,2.9,
137000,4.6,
137100,2.9,
137200,3.3,
137300,2.7,
137500,2.8,
137600,2.7,
137700,2.3,
137800,84.1,
137900,98.9,
138000,152.0,
138100,138.4,
138200,112.6,
138300,106.8,
138500,3.4,
138600,2.9,
138700,2.6,
138800,2.9,
138900,3.4,
139000,2.7,
139100,3.1,
139200,2.8,
139300,2.1,
139400,112.3,
139500,93.9,
139600,129.1,
139700,156.6,
139800,146.6,
139900,110.5,
140000,18.4,
140100,3.1,
140200,3.7,
140300,3.4,
140500,2.2,
140600,3.7,
140700,2.8,
140800,2.7,
140900,3.3,
141000,97.2,
141100,118.3,
141200,104.8,
141300,96.3,
141500,147.5,
141600,21.3,
141700,2.9,
141800,3.7,
141900,2.8,
142000,2.9,
142100,3.1,
142200,3.5,
142300,3.0,
142500,2.2,
142600,76.0,
142700,111.4,
142800,158.8,
142900,139.8,
143000,109.7,
143100,98.3,
143200,25.3,
143300,3.7,
143500,2.6,
143600,4.2,
143700,3.1,
143800,2.8,
143900,3.7,
144000,3.5,
144100,3.4,
144200,98.9,
144300,91.4,
144500,159.2,
144600,127.9,
144700,95.5,
144800,31.3,
144900,3.8,
145000,2.1,
145100,2.2,
145200,2.9,
145300,2.2,
145500,5.8,
145600,3.5,
145700,2.5,
145800,89.7,
145900,140.7,
146000,126.4,
146100,95.4,
146200,115.6,
146300,124.7,
146500,4.2,
146600,2.8,
146700,2.5,
146800,3.1,
146900,3.2,
147000,2.1,
147100,2.5,
147200,4.5,
147300,2.6,
147400,59.6,
147500,145.2,
147600,161.2,
147700,120.3,
147800,87.9,
147900,77.9,
148000,52.9,
148100,4.9,
148200,3.7,
148300,3.7,
148500,3.2,
148600,3.5,
148700,2.8,
148800,2.4,
148900,2.2,
149000,83.1,
149100,107.6,
149200,125.6,
149300,134.6,
149500,84.0,
149600,72.8,
149700,5.6,
149800,2.8,
149900,3.7,
150000,3.3,
150100,2.5,
150200,2.6,
150300,2.3,
150400,2.1,
150500,2.6,
150600,61.2,
150700,147.4,
150800,118.1,
150900,102.4,
151000,104.2,
151100,110.5,
151200,94.7,
151300,7.0,
151500,3.8,
151600,3.6,
151700,3.3,
151800,2.7,
151900,2.5,
152000,2.6,
152100,2.4,
152200,20.6,
152300,137.2,
152500,118.3,
152600,88.1,
152700,83.4,
152800,112.2,
152900,8.6,
153000,3.9,
153100,2.5,
153200,3.5,
153300,2.6,
153500,2.8,
153600,2.7,
153700,1.9,
153800,3.7,
153900,86.1,
154000,133.1,
154100,149.3,
154200,128.2,
154300,95.5,
154500,11.1,
154600,3.7,
154700,5.0,
154800,5.9,
154900,3.9,
155000,4.7,
155100,3.7,
155200,3.2,
155300,3.5,
155400,6.4,
155500,108.9,
155600,100.4,
155700,133.4,
155800,129.7,
155900,127.0,
156000,97.2,
156100,15.1,
156200,7.2,
156300,7.8,
156500,4.7,
156600,5.7,
156700,5.5,
156800,5.4,
156900,6.0,
157000,5.0,
157100,97.7,
157200,134.5,
157300,111.9,
157500,127.8,
157600,126.4,
157700,18.4,
157800,3.3,
157900,3.3,
158000,3.2,
158100,2.5,
158200,3.0,
158300,3.0,
158500,3.0,
158600,4.9,
158700,76.3,
158800,121.4,
158900,154.0,
159000,118.4,
159100,86.3,
159200,83.8,
159300,24.9,
159500,3.9,
159600,3.2,
159700,4.2,
159800,2.6,
159900,2.6,
160000,2.9,
160100,3.2,
160200,3.1,
160300,96.8,
160400,94.4,
160500,131.1,
160600,146.8,
160700,131.0,
160800,98.5,
160900,33.2,
161000,4.0,
161100,4.1,
161200,3.7,
161300,3.2,
161500,4.4,
161600,5.3,
161700,4.2,
161800,4.2,
161900,85.5,
162000,125.3,
162100,113.4,
162200,91.7,
162300,109.3,
162500,41.8,
162600,4.7,
162700,6.9,
162800,5.2,
162900,4.1,
163000,3.3,
163100,6.3,
163200,3.9,
163300,3.3,
163400,3.7,
163500,60.1,
163600,139.7,
163700,151.7,
163800,106.5,
163900,77.4,
164000,90.2,
164100,54.7,
164200,5.0,
164300,4.5,
164500,4.3,
164600,3.7,
164700,3.7,
164800,4.9,
164900,6.8,
165000,4.6,
165100,86.9,
165200,106.9,
165300,119.4,
165400,121.0,
165500,115.2,
165600,98.8,
165700,82.6,
165800,6.4,
165900,2.8,
166000,3.7,
166100,6.1,
166200,7.3,
166300,7.1,
166500,2.4,
166600,2.3,
166700,58.7,
166800,131.2,
166900,103.7,
167000,85.1,
167100,96.2,
167200,120.6,
167300,103.1,
167500,2.6,
167600,3.1,
167700,2.8,
167800,2.5,
167900,3.7,
168000,3.2,
168100,1.8,
168200,3.9,
168300,31.2,
168500,122.3,
168600,86.9,
168700,75.4,
168800,105.0,
168900,131.9,
169000,8.4,
169100,3.1,
169200,7.4,
169300,2.3,
169500,4.6,
169600,4.3,
169700,3.7,
169800,2.6,
169900,2.7,
170000,100.5,
170100,107.6,
170200,109.1,
170300,94.0,
170500,92.9,
170600,12.3,
170700,3.4,
170800,3.9,
170900,3.6,
171000,3.7,
171100,4.5,
171200,3.0,
171300,7.3,
171500,18.3,
171600,129.4,
171700,95.0,
171800,81.8,
171900,114.9,
172000,117.3,
172100,103.2,
172200,23.4,
172300,11.5,
172500,2.9,
172600,2.4,
172700,2.5,
172800,2.2,
172900,1.8,
173000,2.5,
173100,2.5,
173200,136.0,
173300,131.5,
173500,69.9,
173600,106.3,
173700,125.5,
173800,18.9,
173900,3.9,
174000,3.5,
174100,2.5,
174200,2.8,
174300,3.3,
174500,3.0,
174600,2.1,
174700,2.6,
174800,91.0,
174900,118.7,
175000,106.2,
175100,92.9,
175200,82.7,
175300,94.7,
175500,3.8,
175600,3.3,
175700,3.4,
175800,2.7,
175900,2.4,
176000,2.6,
176100,2.2,
176200,2.0,
176300,2.6,
176400,113.5,
176500,91.6,
176600,75.9,
176700,112.6,
176800,104.8,
176900,89.3,
177000,32.7,
177100,3.6,
177200,3.3,
177300,2.1,
177500,2.9,
177600,2.6,
177700,3.3,
177800,3.6,
177900,2.0,
178000,111.2,
178100,117.4,
178200,84.0,
178300,71.7,
178500,113.1,
178600,45.4,
178700,7.6,
178800,2.7,
178900,3.1,
179000,3.0,
179100,1.9,
179200,1.9,
179300,2.2,
179500,2.5,
179600,56.0,
179700,105.6,
179800,113.4,
179900,94.2,
180000,77.5,
180100,95.5,
180200,60.8,
180300,5.1,
180400,3.3,
180500,3.2,
180600,3.4,
180700,2.7,
180800,3.2,
180900,3.1,
181000,2.3,
181100,6.8,
181200,73.9,
181300,88.8,
181500,117.4,
181600,104.1,
181700,89.3,
181800,85.6,
181900,6.0,
182000,3.5,
182100,2.6,
182200,2.4,
182300,2.5,
182500,2.2,
182600,5.7,
182700,3.1,
182800,46.2,
182900,112.9,
183000,88.8,
183100,87.5,
183200,117.1,
183300,130.6,
183500,8.4,
183600,3.2,
183700,4.4,
183800,2.7,
183900,3.5,
184000,2.8,
184100,2.6,
184200,2.3,
184300,2.3,
184500,115.9,
184601,115.9,
184701,87.6,
184801,78.4,
184901,140.3,
185001,150.3,
185101,9.5,
185201,2.6,
185301,3.3,
185501,2.9,
185601,2.8,
185701,2.4,
185801,2.0,
185901,2.3,
186001,2.5,
186101,86.0,
186201,106.7,
186301,115.6,
186501,97.5,
186601,116.9,
186701,11.1,
186801,3.7,
186901,2.5,
187001,2.8,
187101,3.7,
