Time(ms),ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,Marker
0,5.0,12.7,250.0,0.0,0.0,0.0,
100,9.9,12.7,265.6,0.0,0.0,0.0,
200,7.8,12.9,238.3,0.0,0.0,0.0,
300,10.8,12.9,246.1,0.0,0.0,0.0,
400,10.6,13.2,238.3,0.0,0.0,0.0,
500,10.0,13.1,246.1,0.0,0.0,0.0,
600,9.0,13.3,218.8,0.0,0.0,0.0,
700,8.8,13.1,214.8,0.0,0.0,0.0,
800,9.9,13.0,238.3,0.0,0.0,0.0,
900,8.1,12.9,234.4,0.0,0.0,0.0,
1000,9.0,12.6,257.8,0.0,0.0,0.0,
1100,9.0,12.4,257.8,0.0,0.0,0.0,
1200,8.8,12.2,246.1,0.0,0.0,0.0,
1300,9.5,12.6,253.9,0.0,0.0,0.0,
1400,9.3,12.3,265.6,0.0,0.0,0.0,
1500,11.3,13.3,226.6,0.0,0.0,0.0,
1600,10.4,13.3,269.5,0.0,0.0,0.0,
1700,9.2,14.0,242.2,0.0,0.0,0.0,
1800,8.3,14.2,230.5,0.0,0.0,0.0,
1900,11.0,14.1,265.6,0.0,0.0,0.0,
2000,10.5,14.4,269.5,0.0,0.0,0.0,
2100,9.6,14.4,218.8,0.0,0.0,0.0,
2200,8.4,14.4,238.3,0.0,0.0,0.0,
2300,9.6,14.2,214.8,0.0,0.0,0.0,
2400,7.4,14.2,230.5,0.0,0.0,0.0,
2500,8.0,13.2,242.2,0.0,0.0,0.0,
2600,10.0,13.1,253.9,0.0,0.0,0.0,
2700,9.3,12.5,253.9,0.0,0.0,0.0,
2800,8.9,12.6,253.9,0.0,0.0,0.0,
2900,9.9,12.5,253.9,0.0,0.0,0.0,
3000,9.3,12.4,242.2,0.0,0.0,0.0,
3100,8.4,12.5,234.4,0.0,0.0,0.0,
3200,8.1,12.5,250.0,0.0,0.0,0.0,
3300,10.7,12.4,246.1,0.0,0.0,0.0,
3400,8.7,12.6,226.6,0.0,0.0,0.0,
3500,10.5,12.7,214.8,0.0,0.0,0.0,
3600,9.0,12.8,238.3,0.0,0.0,0.0,
3700,10.0,12.8,246.1,0.0,0.0,0.0,
3800,8.8,12.6,234.4,0.0,0.0,0.0,
3900,9.9,12.6,246.1,0.0,0.0,0.0,
4000,9.4,12.7,242.2,0.0,0.0,0.0,
4100,8.6,12.5,257.8,0.0,0.0,0.0,
4200,8.3,12.5,218.8,0.0,0.0,0.0,
4300,7.3,12.4,230.5,0.0,0.0,0.0,
4400,9.3,12.2,199.2,0.0,0.0,0.0,
4500,9.8,12.1,253.9,0.0,0.0,0.0,
4600,9.8,12.0,242.2,0.0,0.0,0.0,
4700,8.9,11.9,257.8,0.0,0.0,0.0,
4800,9.7,12.0,238.3,0.0,0.0,0.0,
4900,8.1,11.9,222.7,0.0,0.0,0.0,
5000,8.5,11.7,230.5,0.0,0.0,0.0,
5100,9.3,11.9,238.3,0.0,0.0,0.0,
5200,9.4,12.1,238.3,0.0,0.0,0.0,
5300,9.7,12.2,226.6,0.0,0.0,0.0,
5400,9.2,12.4,230.5,0.0,0.0,0.0,
5500,9.9,12.5,226.6,0.0,0.0,0.0,
5600,8.8,12.8,230.5,0.0,0.0,0.0,
5700,11.7,12.8,246.1,0.0,0.0,0.0,
5800,8.6,13.0,257.8,0.0,0.0,0.0,
5900,8.3,13.1,218.8,0.0,0.0,0.0,
6000,8.3,13.1,238.3,0.0,0.0,0.0,
6100,10.2,12.8,218.8,0.0,0.0,0.0,
6200,7.9,13.1,261.7,0.0,0.0,0.0,
6300,8.3,13.0,238.3,0.0,0.0,0.0,
6400,8.1,12.9,253.9,0.0,0.0,0.0,
6500,8.1,12.8,234.4,0.0,0.0,0.0,
6600,8.9,12.5,246.1,0.0,0.0,0.0,
6700,7.6,12.6,250.0,0.0,0.0,0.0,
6800,8.6,12.3,253.9,0.0,0.0,0.0,
6900,11.2,12.6,234.4,0.0,0.0,0.0,
7000,11.7,12.6,218.8,0.0,0.0,0.0,
7100,8.3,13.0,218.8,0.0,0.0,0.0,
7200,10.5,12.4,257.8,0.0,0.0,0.0,
7300,8.4,12.9,242.2,0.0,0.0,0.0,
7400,9.7,12.8,238.3,0.0,0.0,0.0,
7500,10.4,13.0,250.0,0.0,0.0,0.0,
7600,10.1,13.1,246.1,0.0,0.0,0.0,
7700,10.0,13.6,246.1,0.0,0.0,0.0,
7800,7.7,13.7,222.7,0.0,0.0,0.0,
7900,7.6,13.2,230.5,0.0,0.0,0.0,
8000,9.1,13.2,265.6,0.0,0.0,0.0,
8100,10.1,13.1,234.4,0.0,0.0,0.0,
8200,8.8,13.2,246.1,0.0,0.0,0.0,
8300,8.1,13.0,253.9,0.0,0.0,0.0,
8400,8.7,13.0,265.6,0.0,0.0,0.0,
8500,9.2,12.9,242.2,0.0,0.0,0.0,
8600,8.0,12.7,230.5,0.0,0.0,0.0,
8700,7.7,12.1,238.3,0.0,0.0,0.0,
8800,9.8,11.8,230.5,0.0,0.0,0.0,
8900,9.8,12.2,226.6,0.0,0.0,0.0,
9000,9.8,12.3,246.1,0.0,0.0,0.0,
9100,10.0,12.2,269.5,0.0,0.0,0.0,
9200,8.8,12.2,269.5,0.0,0.0,0.0,
9300,8.1,12.2,257.8,0.0,0.0,0.0,
9400,9.4,12.3,238.3,0.0,0.0,0.0,
9500,11.6,12.5,238.3,0.0,0.0,0.0,
9600,9.8,13.1,269.5,0.0,0.0,0.0,
9700,9.7,13.4,242.2,0.0,0.0,0.0,
9800,10.3,13.6,261.7,0.0,0.0,0.0,
9900,9.5,13.5,238.3,0.0,0.0,0.0,
10000,9.5,13.5,250.0,0.0,0.0,0.0,
10100,9.2,13.7,253.9,0.0,0.0,0.0,
10200,9.7,13.6,250.0,0.0,0.0,0.0,
10300,11.3,13.8,234.4,0.0,0.0,0.0,
10400,8.8,13.9,238.3,0.0,0.0,0.0,
10500,11.4,13.9,234.4,0.0,0.0,0.0,
10600,9.5,13.6,218.8,0.0,0.0,0.0,
10700,9.5,13.3,246.1,0.0,0.0,0.0,
10800,9.5,13.3,222.7,0.0,0.0,0.0,
10900,8.5,13.4,230.5,0.0,0.0,0.0,
11000,8.9,13.3,226.6,0.0,0.0,0.0,
11100,9.4,13.4,230.5,0.0,0.0,0.0,
11200,9.2,13.3,214.8,0.0,0.0,0.0,
11300,9.4,13.0,230.5,0.0,0.0,0.0,
11400,8.8,13.2,242.2,0.0,0.0,0.0,
11500,9.5,13.0,238.3,0.0,0.0,0.0,
11600,10.2,12.7,222.7,0.0,0.0,0.0,
11700,8.6,12.9,246.1,0.0,0.0,0.0,
11800,11.3,12.9,253.9,0.0,0.0,0.0,
11900,9.7,13.3,234.4,0.0,0.0,0.0,
12000,9.4,13.4,281.3,0.0,0.0,0.0,
12100,9.0,13.1,234.4,0.0,0.0,0.0,
12200,8.6,13.3,230.5,0.0,0.0,0.0,
12300,8.1,13.3,230.5,0.0,0.0,0.0,
12400,11.5,13.1,257.8,0.0,0.0,0.0,
12500,9.5,13.1,253.9,0.0,0.0,0.0,
12600,12.3,13.2,257.8,0.0,0.0,0.0,
12700,11.7,13.3,253.9,0.0,0.0,0.0,
12800,10.3,13.3,226.6,0.0,0.0,0.0,
