Time(ms),Raw_ADC,ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,Marker
0,1859.4,46.7,0.0,0.0,0.0,0.0,0.0,
100,1858.7,39.3,0.0,0.0,0.0,0.0,0.0,
200,1860.9,39.7,0.0,0.0,0.0,0.0,0.0,
300,1858.5,45.5,0.0,0.0,0.0,0.0,0.0,
400,1860.0,44.2,0.0,0.0,0.0,0.0,0.0,
501,1860.7,55.5,0.0,128.9,0.0,0.0,0.0,
601,1861.3,45.6,0.0,121.1,0.0,0.0,0.0,
701,1856.7,38.7,0.0,121.1,0.0,0.0,0.0,
801,1858.1,38.6,0.0,127.0,0.0,0.0,0.0,
901,1857.7,120.2,67.7,128.9,0.0,0.0,0.0,
1001,1854.0,111.0,96.7,160.2,0.0,0.0,0.0,
1101,1856.2,103.9,114.2,224.6,0.0,0.0,0.0,
1201,1855.9,85.7,130.7,226.6,0.0,0.0,0.0,
1301,1862.5,165.8,145.0,226.6,589.0,1796.0,5.0,
1401,1852.2,154.1,159.7,226.6,686.0,2137.0,5.0,
1501,1850.6,72.2,176.0,226.6,682.0,1887.0,5.0,
1601,1861.2,49.1,175.6,226.6,682.0,1887.0,5.0,
1702,1857.6,49.2,176.5,228.5,682.0,1887.0,5.0,
1902,1857.6,55.5,175.1,138.7,682.0,1887.0,5.0,
2002,1859.0,38.6,161.0,142.6,682.0,1887.0,5.0,
2102,1859.5,49.2,149.1,150.4,682.0,1887.0,5.0,
2202,1856.6,57.9,135.2,146.5,682.0,1887.0,5.0,
2302,1860.3,32.7,119.1,140.6,682.0,1887.0,5.0,
2402,1862.0,47.3,98.8,146.5,682.0,1887.0,5.0,
2502,1857.8,78.8,69.2,156.3,682.0,1887.0,5.0,
2602,1882.3,82.1,77.3,150.4,682.0,1887.0,5.0,
2702,1875.5,105.0,81.1,162.1,682.0,1887.0,5.0,
2902,1871.8,108.9,109.3,224.6,682.0,1887.0,5.0,
3002,1874.5,95.8,122.0,224.6,682.0,1887.0,5.0,
3102,1870.4,75.5,136.1,224.6,682.0,1887.0,5.0,
3202,1858.9,29.7,135.1,222.7,682.0,1887.0,5.0,
3302,1855.9,31.2,134.6,197.3,682.0,1887.0,5.0,
3402,1863.0,29.5,133.9,195.3,682.0,1887.0,5.0,
3502,1863.6,33.6,130.6,158.2,682.0,1887.0,5.0,
3602,1862.3,40.7,125.5,121.1,682.0,1887.0,5.0,
3702,1860.1,25.8,121.4,119.1,682.0,1887.0,5.0,
3902,1860.3,31.5,91.8,121.1,682.0,1887.0,5.0,
4002,1862.3,25.2,73.0,121.1,682.0,1887.0,5.0,
4102,1863.3,71.2,39.2,123.0,682.0,1887.0,5.0,
4202,1882.8,66.2,52.3,134.8,682.0,1887.0,5.0,
4302,1880.6,67.2,60.8,146.5,682.0,1887.0,5.0,
4402,1876.2,87.8,71.4,166.0,682.0,1887.0,5.0,
4502,1878.6,101.6,84.5,193.4,682.0,1887.0,5.0,
4602,1869.3,85.5,96.6,195.3,682.0,1887.0,5.0,
4702,1882.6,75.1,110.9,195.3,682.0,1887.0,5.0,
4902,1863.5,27.9,110.7,195.3,682.0,1887.0,5.0,
5002,1861.4,26.2,110.5,195.3,682.0,1887.0,5.0,
5102,1859.3,31.6,110.4,179.7,682.0,1887.0,5.0,
5202,1861.2,27.8,105.1,134.8,682.0,1887.0,5.0,
5302,1859.8,27.2,100.2,121.1,682.0,1887.0,5.0,
5402,1864.1,30.0,92.9,125.0,682.0,1887.0,5.0,
5502,1859.7,31.1,81.9,134.8,682.0,1887.0,5.0,
5602,1861.8,23.2,66.5,123.0,682.0,1887.0,5.0,
