Time(ms),ENV_Value,Marker
8400,7.6,
8400,7.6,
8500,6.2,
8500,6.2,
8600,6.3,
8600,6.3,
8700,6.7,
8700,6.7,
8800,6.1,
8800,6.1,
8900,6.3,
8900,6.3,
9000,6.4,
9000,6.4,
9100,6.0,
9100,6.0,
9200,6.4,
9200,6.4,
9300,62.2,
9300,62.2,
9400,60.1,
9400,60.1,
9500,50.8,
9500,50.8,
9600,85.5,
9600,85.5,
9700,93.0,
9700,93.0,
9800,92.1,
9800,92.1,
10000,7.6,
10000,7.6,
10100,7.7,
10100,7.7,
10200,6.5,
10200,6.5,
10300,5.7,
10300,5.7,
10400,6.1,
10400,6.1,
10500,6.2,
10500,6.2,
10600,5.8,
10600,5.8,
10700,6.4,
10700,6.4,
10800,6.5,
10800,6.5,
10900,54.4,
10900,54.4,
11000,73.4,
11000,73.4,
11100,71.5,
11100,71.5,
11200,57.2,
11200,57.2,
11300,93.8,
11300,93.8,
11400,93.6,
11400,93.6,
11500,47.6,
11500,47.6,
11600,9.2,
11600,9.2,
11700,6.5,
11700,6.5,
11800,5.7,
11800,5.7,
11900,5.8,
11900,5.8,
12000,6.7,
12000,6.7,
12100,5.6,
12100,5.6,
12200,6.2,
12200,6.2,
12300,6.6,
12300,6.6,
12400,6.2,
12400,6.2,
12500,41.2,
12500,41.2,
12600,75.0,
12600,75.0,
12700,70.2,
12700,70.2,
12800,70.7,
12800,70.7,
12900,65.8,
12900,65.8,
13000,97.0,
13000,97.0,
13100,58.2,
13100,58.2,
13200,9.8,
13200,9.8,
13300,5.4,
13300,5.4,
13400,6.8,
13400,6.8,
13500,6.7,
13500,6.7,
13600,5.6,
13600,5.6,
13700,6.5,
13700,6.5,
13800,6.8,
13800,6.8,
13900,6.1,
13900,6.1,
14000,5.7,
14000,5.7,
14100,50.3,
14100,50.3,
14200,60.6,
14200,60.6,
14300,60.5,
14300,60.5,
14400,82.6,
14400,82.6,
14500,74.2,
14500,74.2,
14600,75.9,
14600,75.9,
14700,75.1,
14700,75.1,
14800,10.3,
14800,10.3,
14900,6.9,
14900,6.9,
15000,6.3,
15000,6.3,
15100,6.5,
15100,6.5,
15200,6.3,
15200,6.3,
15300,6.3,
15300,6.3,
15400,5.1,
15400,5.1,
15500,5.8,
15500,5.8,
15600,6.6,
15600,6.6,
15700,38.6,
15700,38.6,
15800,76.1,
15800,76.1,
15900,67.7,
15900,67.7,
16000,64.3,
16000,64.3,
16100,74.7,
16100,74.7,
16200,76.0,
16200,76.0,
16300,91.4,
16300,91.4,
16400,11.4,
16400,11.4,
16500,5.9,
16500,5.9,
16600,5.8,
16600,5.8,
16700,5.6,
16700,5.6,
16800,7.1,
16800,7.1,
16900,5.6,
16900,5.6,
17000,6.1,
17000,6.1,
17100,6.2,
17100,6.2,
17200,5.5,
17200,5.5,
17300,6.4,
17300,6.4,
17400,80.6,
17400,80.6,
17500,65.1,
17500,65.1,
17600,84.4,
17600,84.4,
17700,71.3,
17700,71.3,
17800,74.1,
17800,74.1,
18000,13.6,
18000,13.6,
18100,5.6,
18100,5.6,
18200,5.2,
18200,5.2,
18300,6.7,
18300,6.7,
18400,5.6,
18400,5.6,
18500,6.0,
18500,6.0,
18600,6.9,
18600,6.9,
18700,5.1,
18700,5.1,
18800,5.9,
18800,5.9,
18900,6.1,
18900,6.1,
19000,65.0,
19000,65.0,
19100,87.2,
19100,87.2,
19200,84.0,
19200,84.0,
19300,84.6,
19300,84.6,
19400,76.4,
19400,76.4,
19500,61.8,
19500,61.8,
19600,14.2,
19600,14.2,
19700,6.4,
19700,6.4,
19800,6.3,
19800,6.3,
19900,5.5,
19900,5.5,
20000,6.0,
20000,6.0,
20100,6.4,
20100,6.4,
20200,5.8,
20200,5.8,
20300,5.6,
20300,5.6,
20400,6.4,
20400,6.4,
20500,5.7,
20500,5.7,
20600,81.5,
20600,81.5,
20700,70.6,
20700,70.6,
20800,67.8,
20800,67.8,
21000,78.5,
21000,78.5,
21100,82.3,
21100,82.3,
21200,17.5,
21200,17.5,
21300,10.0,
21300,10.0,
21400,5.8,
21400,5.8,
21500,5.7,
21500,5.7,
21600,6.0,
21600,6.0,
21700,5.6,
21700,5.6,
21800,7.1,
21800,7.1,
21900,6.4,
21900,6.4,
22000,5.1,
22000,5.1,
22100,6.8,
22100,6.8,
22200,88.0,
22200,88.0,
22300,81.4,
22300,81.4,
22400,88.7,
22400,88.7,
22500,73.1,
22500,73.1,
22600,88.9,
22600,88.9,
22700,80.0,
22700,80.0,
22800,21.8,
22800,21.8,
22900,6.2,
22900,6.2,
23000,5.4,
23000,5.4,
23100,6.4,
23100,6.4,
23200,5.6,
23200,5.6,
23300,5.7,
23300,5.7,
23400,6.5,
23400,6.5,
23500,4.6,
23500,4.6,
23600,7.0,
23600,7.0,
23700,7.2,
23700,7.2,
23800,62.2,
23800,62.2,
24000,82.4,
24000,82.4,
24100,83.2,
24100,83.2,
24200,79.9,
24200,79.9,
24300,71.1,
24300,71.1,
24400,25.8,
24400,25.8,
24500,6.3,
24500,6.3,
24600,6.2,
24600,6.2,
24700,5.6,
24700,5.6,
24800,6.1,
24800,6.1,
24900,6.2,
24900,6.2,
25000,5.5,
25000,5.5,
25100,5.7,
25100,5.7,
25200,6.0,
25200,6.0,
25300,5.5,
25300,5.5,
25400,77.1,
25400,77.1,
25500,68.8,
25500,68.8,
25600,62.7,
25600,62.7,
25700,89.5,
25700,89.5,
25800,75.2,
25800,75.2,
25900,86.4,
25900,86.4,
26000,35.1,
26000,35.1,
26100,7.6,
26100,7.6,
26200,5.7,
26200,5.7,
26300,5.7,
26300,5.7,
26400,5.9,
26400,5.9,
26500,5.2,
26500,5.2,
26600,5.9,
26600,5.9,
26700,5.8,
26700,5.8,
26800,5.6,
26800,5.6,
26900,5.3,
26900,5.3,
27000,80.2,
27000,80.2,
27100,89.3,
27100,89.3,
27200,84.8,
27200,84.8,
27300,73.8,
27300,73.8,
27400,91.4,
27400,91.4,
27500,75.6,
27500,75.6,
27600,46.0,
27600,46.0,
27700,8.5,
27700,8.5,
27800,5.9,
27800,5.9,
28000,5.5,
28000,5.5,
28100,5.3,
28100,5.3,
28200,6.1,
28200,6.1,
28300,5.7,
28300,5.7,
28400,5.4,
28400,5.4,
28500,6.4,
28500,6.4,
28600,47.5,
28600,47.5,
28700,99.6,
28700,99.6,
28800,82.8,
28800,82.8,
29000,79.2,
29000,79.2,
29100,66.4,
29100,66.4,
29200,56.7,
29200,56.7,
29300,8.4,
29300,8.4,
29400,6.1,
29400,6.1,
29500,5.9,
29500,5.9,
29600,5.8,
29600,5.8,
29700,5.9,
29700,5.9,
29800,5.8,
29800,5.8,
29900,5.8,
29900,5.8,
30000,6.4,
30000,6.4,
30100,8.0,
30100,8.0,
30200,54.9,
30200,54.9,
30300,70.8,
30300,70.8,
30400,60.0,
30400,60.0,
30500,100.8,
30500,100.8,
30600,87.0,
30600,87.0,
30700,86.7,
30700,86.7,
30800,69.9,
30800,69.9,
30900,10.0,
30900,10.0,
31000,7.5,
31000,7.5,
31100,5.7,
31100,5.7,
31200,7.0,
31200,7.0,
31300,5.2,
31300,5.2,
31400,5.7,
31400,5.7,
31500,6.2,
31500,6.2,
31600,6.2,
31600,6.2,
31700,5.8,
31700,5.8,
31800,49.6,
31800,49.6,
32000,78.0,
32000,78.0,
32100,74.5,
32100,74.5,
32200,93.0,
32200,93.0,
32300,74.6,
32300,74.6,
32400,85.1,
32400,85.1,
32500,9.7,
32500,9.7,
32600,6.5,
32600,6.5,
32700,6.5,
32700,6.5,
32800,6.3,
32800,6.3,
32900,8.5,
32900,8.5,
33000,6.9,
33000,6.9,
33100,6.7,
33100,6.7,
33200,8.5,
33200,8.5,
33300,6.2,
33300,6.2,
33400,7.0,
33400,7.0,
33500,95.1,
33500,95.1,
33600,84.8,
33600,84.8,
33700,85.8,
33700,85.8,
33800,78.9,
33800,78.9,
34000,83.7,
34000,83.7,
34100,13.2,
34100,13.2,
34200,6.4,
34200,6.4,
34300,5.9,
34300,5.9,
34400,6.3,
34400,6.3,
34500,5.9,
34500,5.9,
34600,5.6,
34600,5.6,
34700,6.5,
34700,6.5,
34800,6.8,
34800,6.8,
34900,6.4,
34900,6.4,
35000,6.5,
35000,6.5,
35100,67.1,
35100,67.1,
35200,93.6,
35200,93.6,
35300,90.8,
35300,90.8,
35400,87.3,
35400,87.3,
35500,79.7,
35500,79.7,
35600,66.9,
35600,66.9,
35700,16.4,
35700,16.4,
35800,5.9,
35800,5.9,
35900,5.9,
35900,5.9,
36000,6.6,
36000,6.6,
36100,5.7,
36100,5.7,
36200,6.3,
36200,6.3,
36300,7.1,
36300,7.1,
36400,5.1,
36400,5.1,
36500,5.5,
36500,5.5,
36600,6.6,
36600,6.6,
36700,83.8,
36700,83.8,
36800,75.2,
36800,75.2,
37000,92.4,
37000,92.4,
37100,78.1,
37100,78.1,
37200,82.4,
37200,82.4,
37300,17.6,
37300,17.6,
37400,6.4,
37400,6.4,
37500,6.3,
37500,6.3,
37600,5.2,
37600,5.2,
37700,5.8,
37700,5.8,
37800,5.9,
37800,5.9,
38000,5.6,
38000,5.6,
38100,5.7,
38100,5.7,
38200,5.6,
38200,5.6,
38300,90.8,
38300,90.8,
38400,88.7,
38400,88.7,
38500,79.4,
38500,79.4,
38600,77.9,
38600,77.9,
38700,85.0,
38700,85.0,
38800,77.2,
38800,77.2,
38900,23.1,
38900,23.1,
39000,6.8,
39000,6.8,
39100,4.5,
39100,4.5,
39200,6.0,
39200,6.0,
39300,5.8,
39300,5.8,
39400,4.8,
39400,4.8,
39500,5.3,
39500,5.3,
39600,5.7,
39600,5.7,
39700,5.9,
39700,5.9,
39800,5.5,
39800,5.5,
40000,98.0,
40000,98.0,
40100,84.6,
40100,84.6,
40200,86.4,
40200,86.4,
40300,77.3,
40300,77.3,
40400,60.8,
40400,60.8,
40500,29.7,
40500,29.7,
40600,5.8,
40600,5.8,
40700,5.6,
40700,5.6,
40800,5.8,
40800,5.8,
40900,5.1,
40900,5.1,
41000,5.6,
41000,5.6,
41100,5.8,
41100,5.8,
41200,5.3,
41200,5.3,
41300,5.2,
41300,5.2,
41400,5.4,
41400,5.4,
41500,74.9,
41500,74.9,
41600,73.2,
41600,73.2,
41700,57.7,
41700,57.7,
41800,90.6,
41800,90.6,
42000,77.7,
42000,77.7,
42100,34.3,
42100,34.3,
42200,7.9,
42200,7.9,
42300,5.7,
42300,5.7,
42400,5.4,
42400,5.4,
42500,5.4,
42500,5.4,
42600,5.3,
42600,5.3,
42700,5.1,
42700,5.1,
42800,5.5,
42800,5.5,
42900,6.5,
42900,6.5,
43000,5.6,
43000,5.6,
43100,79.7,
43100,79.7,
43200,85.6,
43200,85.6,
43300,73.9,
43300,73.9,
43400,66.9,
43400,66.9,
43500,92.8,
43500,92.8,
43600,78.8,
43600,78.8,
43700,43.7,
43700,43.7,
43800,8.5,
43800,8.5,
43900,5.3,
43900,5.3,
44000,5.4,
44000,5.4,
44100,6.1,
44100,6.1,
44200,5.4,
44200,5.4,
44300,6.0,
44300,6.0,
44400,6.0,
44400,6.0,
44500,5.6,
44500,5.6,
44600,5.6,
44600,5.6,
44700,47.2,
44700,47.2,
44800,98.0,
44800,98.0,
45000,77.9,
45000,77.9,
45100,80.9,
45100,80.9,
45200,62.1,
45200,62.1,
45300,55.8,
45300,55.8,
45400,8.1,
45400,8.1,
45500,6.0,
45500,6.0,
45600,5.9,
45600,5.9,
45700,5.4,
45700,5.4,
45800,5.8,
45800,5.8,
45900,6.3,
45900,6.3,
46000,5.5,
46000,5.5,
46100,5.8,
46100,5.8,
46200,5.9,
46200,5.9,
46300,53.0,
46300,53.0,
46400,70.6,
46400,70.6,
46500,59.0,
46500,59.0,
46600,88.4,
46600,88.4,
46700,84.9,
46700,84.9,
46800,81.5,
46800,81.5,
47000,9.2,
47000,9.2,
47100,7.5,
47100,7.5,
47200,5.4,
47200,5.4,
47300,6.6,
47300,6.6,
47400,6.3,
47400,6.3,
47500,5.4,
47500,5.4,
47600,5.4,
47600,5.4,
47700,6.9,
47700,6.9,
47800,6.2,
47800,6.2,
48000,85.3,
48000,85.3,
48100,75.5,
48100,75.5,
48200,64.8,
48200,64.8,
48300,94.5,
48300,94.5,
48400,81.6,
48400,81.6,
48500,78.5,
48500,78.5,
48600,11.5,
48600,11.5,
48700,5.8,
48700,5.8,
48800,6.2,
48800,6.2,
49000,5.6,
49000,5.6,
49100,6.4,
49100,6.4,
49200,7.1,
49200,7.1,
49300,5.8,
49300,5.8,
49400,6.9,
49400,6.9,
49500,6.2,
49500,6.2,
49600,94.0,
49600,94.0,
49700,89.6,
49700,89.6,
49800,80.0,
49800,80.0,
50000,97.2,
50000,97.2,
50100,77.7,
50100,77.7,
50200,11.5,
50200,11.5,
50300,5.6,
50300,5.6,
50400,6.7,
50400,6.7,
50500,6.5,
50500,6.5,
50600,5.3,
50600,5.3,
50700,6.3,
50700,6.3,
50800,6.0,
50800,6.0,
51000,8.6,
51000,8.6,
51100,8.8,
51100,8.8,
51200,65.6,
51200,65.6,
51300,95.2,
51300,95.2,
51400,88.3,
51400,88.3,
51500,80.4,
51500,80.4,
51600,81.0,
51600,81.0,
51700,63.7,
51700,63.7,
51800,15.7,
51800,15.7,
52000,6.6,
52000,6.6,
52100,5.4,
52100,5.4,
52200,6.4,
52200,6.4,
52300,7.3,
52300,7.3,
52400,5.2,
52400,5.2,
52500,6.4,
52500,6.4,
52600,7.7,
52600,7.7,
52700,5.3,
52700,5.3,
52800,61.9,
52800,61.9,
52900,71.4,
52900,71.4,
53000,59.7,
53000,59.7,
53100,99.1,
53100,99.1,
53200,89.6,
53200,89.6,
53300,87.7,
53300,87.7,
53400,21.9,
53400,21.9,
53500,8.7,
53500,8.7,
53600,6.5,
53600,6.5,
53700,7.7,
53700,7.7,
53800,5.9,
53800,5.9,
53900,5.8,
53900,5.8,
54000,6.1,
54000,6.1,
54100,6.4,
54100,6.4,
54200,7.1,
54200,7.1,
54300,7.1,
54300,7.1,
54400,55.8,
54400,55.8,
54500,79.0,
54500,79.0,
54600,74.5,
54600,74.5,
54700,75.9,
54700,75.9,
54800,114.1,
54800,114.1,
55000,23.7,
55000,23.7,
55100,8.6,
55100,8.6,
55200,6.5,
55200,6.5,
55300,6.0,
55300,6.0,
55400,6.2,
55400,6.2,
55500,6.3,
55500,6.3,
55600,6.1,
55600,6.1,
55700,5.6,
55700,5.6,
55800,7.5,
55800,7.5,
55900,6.1,
55900,6.1,
56000,54.5,
56000,54.5,
56100,70.9,
56100,70.9,
56200,60.7,
56200,60.7,
56300,70.2,
56300,70.2,
56400,84.2,
56400,84.2,
56500,74.2,
56500,74.2,
56600,30.8,
56600,30.8,
56700,7.7,
56700,7.7,
56800,5.9,
56800,5.9,
56900,5.4,
56900,5.4,
57000,6.1,
57000,6.1,
57100,5.7,
57100,5.7,
57200,5.4,
57200,5.4,
57300,5.9,
57300,5.9,
57400,5.3,
57400,5.3,
57500,4.6,
57500,4.6,
57600,59.9,
57600,59.9,
57700,60.8,
57700,60.8,
57800,43.9,
57800,43.9,
58000,83.6,
58000,83.6,
58100,96.3,
58100,96.3,
58200,38.0,
58200,38.0,
58300,6.8,
58300,6.8,
58400,4.5,
58400,4.5,
58500,5.9,
58500,5.9,
58600,5.2,
58600,5.2,
58700,5.7,
58700,5.7,
58800,6.1,
58800,6.1,
58900,5.5,
58900,5.5,
59000,5.1,
59000,5.1,
59100,5.6,
59100,5.6,
59200,57.8,
59200,57.8,
59300,75.0,
59300,75.0,
59400,61.4,
59400,61.4,
59500,49.6,
59500,49.6,
59600,101.7,
59600,101.7,
59700,96.6,
59700,96.6,
59800,49.3,medium
59800,49.3,
60000,5.5,
60000,5.5,
60100,5.8,
60100,5.8,
60200,4.7,
60200,4.7,
60300,5.4,
60300,5.4,
60400,5.5,
60400,5.5,
60500,4.7,
60500,4.7,
60600,5.8,
60600,5.8,
60700,5.4,
60700,5.4,
60800,42.1,
60800,42.1,
60900,81.0,
60900,81.0,
61000,71.6,
61000,71.6,
61100,60.8,
61100,60.8,
61200,73.5,
61200,73.5,
61300,71.2,
61300,71.2,
61400,63.3,
61400,63.3,
61500,8.9,
61500,8.9,
61600,5.4,
61600,5.4,
61700,6.2,
61700,6.2,
61800,10.2,
61800,10.2,
61900,5.5,
61900,5.5,
62000,4.7,
62000,4.7,
62100,5.4,
62100,5.4,
62200,5.4,
62200,5.4,
62300,4.7,
62300,4.7,
62400,47.1,
62400,47.1,
62500,59.1,
62500,59.1,
62600,47.8,
62600,47.8,
62700,70.2,
62700,70.2,
62800,62.6,
62800,62.6,
63000,75.1,
63000,75.1,
63100,9.5,
63100,9.5,
63200,5.1,
63200,5.1,
63300,5.0,
63300,5.0,
63400,5.4,
63400,5.4,
63500,4.4,
63500,4.4,
63600,5.0,
63600,5.0,
63700,5.0,
63700,5.0,
63800,4.3,
63800,4.3,
63900,4.8,
63900,4.8,
64000,46.3,
64000,46.3,
64100,83.0,
64100,83.0,
64200,66.1,
64200,66.1,
64300,51.2,
64300,51.2,
64400,81.1,
64400,81.1,
64500,61.1,
64500,61.1,
64600,82.1,
64600,82.1,
64700,10.3,
64700,10.3,
64800,6.5,
64800,6.5,
64900,6.4,
64900,6.4,
65000,4.6,
65000,4.6,
65100,4.8,
65100,4.8,
65200,5.5,
65200,5.5,
65300,4.7,
65300,4.7,
65400,5.7,
65400,5.7,
65500,5.3,
65500,5.3,
65600,4.6,
65600,4.6,
65700,84.6,
65700,84.6,
65800,78.6,
65800,78.6,
65900,66.1,
65900,66.1,
66000,60.8,
66000,60.8,
66100,51.6,
66100,51.6,
66200,78.3,
66200,78.3,
66300,14.6,
66300,14.6,
66400,5.6,
66400,5.6,
66500,4.8,
66500,4.8,
66600,4.6,
66600,4.6,
66700,5.1,
66700,5.1,
66800,4.1,
66800,4.1,
66900,5.2,
66900,5.2,
67000,4.7,
67000,4.7,
67100,5.1,
67100,5.1,
67200,6.1,
67200,6.1,
67300,66.6,
67300,66.6,
67400,55.3,
67400,55.3,
67500,72.7,
67500,72.7,
67600,72.1,
67600,72.1,
67700,75.3,
67700,75.3,
67800,61.5,
67800,61.5,
68000,4.9,
68000,4.9,
68100,4.9,
68100,4.9,
68200,5.4,
68200,5.4,
68300,4.4,
68300,4.4,
68400,5.0,
68400,5.0,
68500,5.8,
68500,5.8,
68600,4.9,
68600,4.9,
68700,5.3,
68700,5.3,
68800,5.9,
68800,5.9,
69000,70.0,
69000,70.0,
69100,56.1,
69100,56.1,
69200,69.8,
69200,69.8,
69300,71.5,
69300,71.5,
69400,81.0,
69400,81.0,
69500,18.1,
69500,18.1,
69600,5.4,
69600,5.4,
69700,5.7,
69700,5.7,
69800,4.5,
69800,4.5,
70000,5.3,
70000,5.3,
70100,4.9,
70100,4.9,
70200,5.0,
70200,5.0,
70300,5.7,
70300,5.7,
70400,4.8,
70400,4.8,
70500,90.9,
70500,90.9,
70600,84.8,
70600,84.8,
70700,71.8,
70700,71.8,
70800,56.0,
70800,56.0,
71000,66.9,
71000,66.9,
71100,18.1,
71100,18.1,
71200,6.2,
71200,6.2,
71300,4.5,
71300,4.5,
71400,4.8,
71400,4.8,
71500,5.3,
71500,5.3,
71600,4.6,
71600,4.6,
71700,4.7,
71700,4.7,
71800,5.4,
71800,5.4,
71900,4.8,
71900,4.8,
72000,5.3,
72000,5.3,
72100,64.0,
72100,64.0,
72200,91.1,
72200,91.1,
72300,76.2,
72300,76.2,
72400,72.8,
72400,72.8,
72500,62.0,
72500,62.0,
72600,54.8,
72600,54.8,
72700,23.8,
72700,23.8,
72800,5.5,
72800,5.5,
73000,7.2,
73000,7.2,
73100,4.8,
73100,4.8,
73200,4.9,
73200,4.9,
73300,5.4,
73300,5.4,
73400,5.1,
73400,5.1,
73500,4.9,
73500,4.9,
73600,5.2,
73600,5.2,
73700,80.0,
73700,80.0,
73800,72.8,
73800,72.8,
74000,78.4,
74000,78.4,
74100,73.2,
74100,73.2,
74200,65.9,
74200,65.9,
74300,28.4,
74300,28.4,
74400,6.2,
74400,6.2,
74500,5.4,
74500,5.4,
74600,5.9,
74600,5.9,
74700,6.0,
74700,6.0,
74800,5.4,
74800,5.4,
75000,4.9,
75000,4.9,
75100,6.8,
75100,6.8,
75200,7.4,
75200,7.4,
75300,84.6,
75300,84.6,
75400,93.4,
75400,93.4,
75500,76.6,
75500,76.6,
75600,61.0,
75600,61.0,
75700,75.0,
75700,75.0,
75800,75.7,
75800,75.7,
76000,7.9,
76000,7.9,
76100,4.6,
76100,4.6,
76200,5.6,
76200,5.6,
76300,5.8,
76300,5.8,
76400,5.6,
76400,5.6,
76500,4.9,
76500,4.9,
76600,5.6,
76600,5.6,
76700,5.2,
76700,5.2,
76800,5.3,
76800,5.3,
76900,52.1,
76900,52.1,
77000,102.2,
77000,102.2,
77100,88.6,
77100,88.6,
77200,81.9,
77200,81.9,
77300,63.4,
77300,63.4,
77400,49.8,
77400,49.8,
77500,40.2,
77500,40.2,
77600,7.5,
77600,7.5,
77700,4.9,
77700,4.9,
77800,5.7,
77800,5.7,
78000,5.4,
78000,5.4,
78100,5.3,
78100,5.3,
78200,5.0,
78200,5.0,
78300,4.7,
78300,4.7,
78400,10.9,
78400,10.9,
78500,57.3,
78500,57.3,
78600,73.2,
78600,73.2,
78700,60.4,
78700,60.4,
78800,80.6,
78800,80.6,
79000,67.5,
79000,67.5,
79100,54.3,
79100,54.3,
79200,8.9,
79200,8.9,
79300,6.5,
79300,6.5,
79400,5.5,
79400,5.5,
79500,5.2,
79500,5.2,
79600,7.4,
79600,7.4,
79700,6.7,
79700,6.7,
79800,7.2,
79800,7.2,
80000,5.6,
80000,5.6,
80100,49.6,
80100,49.6,
80200,91.4,
80200,91.4,
80300,80.5,
80300,80.5,
80400,65.3,
80400,65.3,
80500,88.2,
80500,88.2,
80600,80.0,
80600,80.0,
80700,71.0,
80700,71.0,
80800,11.2,
80800,11.2,
81000,5.1,
81000,5.1,
81100,5.4,
81100,5.4,
81200,5.0,
81200,5.0,
81300,4.9,
81300,4.9,
81400,5.7,
81400,5.7,
81500,5.2,
81500,5.2,
81600,5.5,
81600,5.5,
81700,5.9,
81700,5.9,
81800,96.2,
81800,96.2,
82000,89.4,
82000,89.4,
82100,75.8,
82100,75.8,
82200,73.7,
82200,73.7,
82300,92.4,
82300,92.4,
82400,12.7,
82400,12.7,
82500,6.3,
82500,6.3,
82600,5.7,
82600,5.7,
82700,4.5,
82700,4.5,
82800,5.7,
82800,5.7,
83000,4.8,
83000,4.8,
83100,6.1,
83100,6.1,
83200,5.9,
83200,5.9,
83300,5.0,
83300,5.0,
83400,64.7,
83400,64.7,
83500,59.9,
83500,59.9,
83600,92.2,
83600,92.2,
83700,89.9,
83700,89.9,
83800,72.9,
83800,72.9,
84000,15.0,
84000,15.0,
84100,5.6,
84100,5.6,
84200,4.6,
84200,4.6,
84300,5.3,
84300,5.3,
84400,5.3,
84400,5.3,
84500,4.9,
84500,4.9,
84600,5.4,
84600,5.4,
84700,6.0,
84700,6.0,
84800,5.6,
84800,5.6,
84900,5.3,
84900,5.3,
85000,83.5,
85000,83.5,
85100,76.4,
85100,76.4,
85200,65.3,
85200,65.3,
85300,91.6,
85300,91.6,
85400,85.2,
85400,85.2,
85500,82.0,
85500,82.0,
85600,17.8,
85600,17.8,
85700,5.2,
85700,5.2,
85800,5.1,
85800,5.1,
86000,4.9,
86000,4.9,
86100,5.2,
86100,5.2,
86200,5.7,
86200,5.7,
86300,5.2,
86300,5.2,
86400,5.0,
86400,5.0,
86500,5.4,
86500,5.4,
86600,79.4,
86600,79.4,
86700,90.5,
86700,90.5,
86800,87.2,
86800,87.2,
87000,94.7,
87000,94.7,
87100,87.1,
87100,87.1,
87200,25.0,
87200,25.0,
87300,6.3,
87300,6.3,
87400,5.6,
87400,5.6,
87500,4.8,
87500,4.8,
87600,4.8,
87600,4.8,
87700,5.7,
87700,5.7,
87800,5.0,
87800,5.0,
88000,5.6,
88000,5.6,
88100,5.7,
88100,5.7,
88200,53.3,
88200,53.3,
88300,91.4,
88300,91.4,
88400,92.5,
88400,92.5,
88500,91.1,
88500,91.1,
88600,75.9,
88600,75.9,
88700,61.8,
88700,61.8,
88800,29.0,
88800,29.0,
89000,4.9,
89000,4.9,
89100,5.2,
89100,5.2,
89200,5.2,
89200,5.2,
89300,4.6,
89300,4.6,
89400,5.4,
89400,5.4,
89500,5.3,
89500,5.3,
89600,4.5,
89600,4.5,
89700,5.7,
89700,5.7,
89800,61.6,
89800,61.6,
89900,69.7,
89900,69.7,
90000,62.4,
90000,62.4,
90100,96.6,
90100,96.6,
90200,88.2,
90200,88.2,
90300,83.5,
90300,83.5,
90400,36.1,
90400,36.1,
90500,6.5,
90500,6.5,
90600,5.8,
90600,5.8,
90700,6.1,
90700,6.1,
90800,4.4,
90800,4.4,
91000,5.3,
91000,5.3,
91100,4.8,
91100,4.8,
91200,5.7,
91200,5.7,
91300,5.5,
91300,5.5,
91400,56.4,
91400,56.4,
91500,85.5,
91500,85.5,
91600,83.3,
91600,83.3,
91700,69.9,
91700,69.9,
