Time(ms),ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,Marker
0,3.4,0.0,0.0,0.0,0.0,0.0,
108,6.1,0.0,74.2,0.0,0.0,0.0,
208,115.0,0.0,296.9,971.0,3090.0,30.0,
308,138.4,0.0,289.1,677.0,2327.0,30.0,
408,125.0,0.0,257.8,677.0,2327.0,30.0,
508,105.0,0.0,195.3,584.0,1904.0,6.0,
608,78.7,0.0,128.9,584.0,1904.0,6.0,
708,103.1,0.0,97.7,584.0,1904.0,6.0,
808,23.7,182.2,97.7,584.0,1904.0,6.0,
908,25.6,182.5,97.7,584.0,1904.0,6.0,
1008,5.9,182.5,58.6,584.0,1904.0,6.0,
1108,7.4,182.5,58.6,584.0,1904.0,6.0,
1208,5.6,166.6,78.1,584.0,1904.0,6.0,
1308,13.9,143.9,66.4,584.0,1904.0,6.0,
1408,6.0,121.0,66.4,584.0,1904.0,6.0,
1509,4.7,99.9,58.6,584.0,1904.0,6.0,
1609,6.1,79.1,62.5,584.0,1904.0,6.0,
1809,121.7,74.6,285.2,1054.0,3249.0,30.0,
1909,99.2,111.3,261.7,1062.0,3146.0,30.0,
2009,125.8,136.4,289.1,766.0,2336.0,30.0,
2109,117.8,154.6,257.8,502.0,1671.0,6.0,
2209,98.3,167.3,191.4,502.0,1671.0,6.0,
2309,83.1,177.7,128.9,502.0,1671.0,6.0,
2409,28.9,184.2,97.7,502.0,1671.0,6.0,
2509,43.2,184.7,97.7,502.0,1671.0,6.0,
2609,5.4,184.8,89.8,502.0,1671.0,6.0,
2809,2.6,169.7,82.0,502.0,1671.0,6.0,
2909,2.6,147.9,101.6,502.0,1671.0,6.0,
3009,2.7,125.1,93.8,502.0,1671.0,6.0,
3109,32.4,101.7,70.3,502.0,1671.0,6.0,
3209,24.8,86.8,62.5,502.0,1671.0,6.0,
3309,6.0,62.7,58.6,502.0,1671.0,6.0,
3409,115.5,64.0,214.8,502.0,1671.0,6.0,
3509,112.9,92.5,168.0,502.0,1671.0,6.0,
3609,94.6,112.0,97.7,502.0,1671.0,6.0,
3809,131.2,144.4,97.7,502.0,1671.0,6.0,
3909,128.6,165.0,97.7,445.0,1665.0,7.0,
4009,48.1,176.3,97.7,471.0,1434.0,7.0,
4109,22.2,176.4,101.6,471.0,1434.0,7.0,
4209,6.3,172.7,101.6,471.0,1434.0,7.0,
4309,4.3,172.7,82.0,471.0,1434.0,7.0,
4409,4.2,165.2,78.1,471.0,1434.0,7.0,
4509,4.4,150.3,62.5,471.0,1434.0,7.0,
4609,4.2,136.3,85.9,471.0,1434.0,7.0,
4809,4.1,101.5,97.7,471.0,1434.0,7.0,
4909,4.2,62.6,66.4,471.0,1434.0,7.0,
5009,59.7,38.6,85.9,471.0,1434.0,7.0,
5109,123.8,76.2,93.8,471.0,1434.0,7.0,
5209,139.4,108.5,97.7,471.0,1434.0,7.0,
5309,116.0,134.6,97.7,487.0,1727.0,7.0,
5409,100.3,154.3,97.7,494.0,1812.0,7.0,
5509,132.9,172.8,97.7,471.0,1661.0,7.0,
5609,65.8,191.2,128.9,458.0,1537.0,7.0,
5809,38.9,194.7,89.8,458.0,1537.0,7.0,
5909,10.0,194.7,62.5,458.0,1537.0,7.0,
6009,8.1,191.1,62.5,458.0,1537.0,7.0,
6109,8.3,179.3,66.4,458.0,1537.0,7.0,
6209,5.3,161.9,62.5,458.0,1537.0,7.0,
6309,8.4,140.9,58.6,458.0,1537.0,7.0,
6409,5.9,119.0,85.9,458.0,1537.0,7.0,
6509,7.4,90.1,89.8,458.0,1537.0,7.0,
6609,78.3,52.7,82.0,458.0,1537.0,7.0,
