Time(ms),Raw_ADC,ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,Marker
0,1860.7,25.8,0.0,0.0,0.0,0.0,0.0,
100,1865.7,22.5,0.0,0.0,0.0,0.0,0.0,
200,1863.0,29.3,0.0,0.0,0.0,0.0,0.0,
300,1861.1,24.5,0.0,0.0,0.0,0.0,0.0,
400,1862.3,22.2,0.0,0.0,0.0,0.0,0.0,
500,1863.0,24.6,0.0,119.1,0.0,0.0,0.0,
600,1861.5,49.1,0.0,119.1,0.0,0.0,0.0,
700,1858.0,50.8,0.0,97.7,0.0,0.0,0.0,
800,1858.9,54.5,0.0,68.4,0.0,0.0,0.0,
900,1859.8,62.6,52.6,66.4,0.0,0.0,0.0,
1000,1857.4,65.3,58.0,66.4,0.0,0.0,0.0,
1100,1859.6,79.6,65.6,82.0,0.0,0.0,0.0,
1200,1860.9,39.6,70.3,87.9,0.0,0.0,0.0,
1300,1859.8,42.6,72.6,78.1,0.0,0.0,0.0,
1400,1866.3,42.3,74.5,80.1,0.0,0.0,0.0,
1500,1859.5,41.0,75.2,80.1,0.0,0.0,0.0,
1600,1862.1,40.3,73.5,82.0,0.0,0.0,0.0,
1700,1864.0,48.6,71.7,91.8,0.0,0.0,0.0,
1900,1862.8,29.7,66.4,85.9,0.0,0.0,0.0,
2000,1864.2,36.8,62.2,99.6,0.0,0.0,0.0,
2100,1863.3,31.4,54.5,113.3,0.0,0.0,0.0,
2200,1864.9,65.7,52.4,119.1,0.0,0.0,0.0,
2300,1859.2,123.7,70.8,119.1,0.0,0.0,0.0,
2400,1861.1,115.3,90.0,119.1,0.0,0.0,0.0,
2500,1873.3,160.0,109.2,128.9,0.0,0.0,0.0,
2600,1853.8,155.8,126.8,128.9,0.0,0.0,0.0,
2700,1859.3,135.5,140.2,128.9,0.0,0.0,0.0,
2900,1861.9,33.6,147.8,130.9,0.0,0.0,0.0,
3000,1862.6,31.5,147.9,130.9,0.0,0.0,0.0,
3100,1864.9,31.0,148.0,130.9,0.0,0.0,0.0,
3200,1858.8,27.2,146.8,119.1,0.0,0.0,0.0,
3300,1862.8,28.5,137.8,117.2,0.0,0.0,0.0,
3400,1861.8,26.4,125.1,119.1,0.0,0.0,0.0,
3500,1861.3,32.8,108.3,119.1,0.0,0.0,0.0,
3600,1860.4,31.2,86.7,119.1,0.0,0.0,0.0,
3700,1864.0,27.5,61.7,119.1,0.0,0.0,0.0,
3900,1855.7,148.9,76.5,119.1,0.0,0.0,0.0,
4000,1859.2,136.6,96.3,121.1,0.0,0.0,0.0,
4100,1859.3,118.9,113.6,128.9,0.0,0.0,0.0,
4200,1863.0,107.2,129.4,128.9,0.0,0.0,0.0,
4300,1862.3,141.3,145.7,128.9,0.0,0.0,0.0,
4400,1860.7,44.3,154.0,128.9,0.0,0.0,0.0,
4500,1865.0,30.3,154.0,130.9,0.0,0.0,0.0,
4600,1860.9,30.8,153.9,130.9,0.0,0.0,0.0,
4700,1865.8,28.8,153.9,130.9,0.0,0.0,0.0,
4900,1862.9,24.6,138.9,119.1,0.0,0.0,0.0,
5000,1861.0,23.5,125.7,119.1,0.0,0.0,0.0,
5100,1861.4,24.3,110.0,107.4,0.0,0.0,0.0,
5200,1860.4,26.3,90.3,119.1,0.0,0.0,0.0,
