wall_time,timestamp_ms,emg_raw,emg_env,rms,mdf,rms_slope,mdf_slope,fatigue_detected,is_running,is_stimulating,history_count,baseline_rms,marker
2026-05-16T21:21:11.292,68670,1870,0,34.3957,85.9375,0,0,false,true,true,1,0,
2026-05-16T21:21:12.593,69670,1867,0,17.9055,62.5,0,0,false,true,true,2,0,
2026-05-16T21:21:13.496,70670,1866,0,0,46.875,0,0,false,true,true,3,0,
2026-05-16T21:21:14.414,71670,1870,0,0,54.6875,0,0,false,true,true,4,0,
2026-05-16T21:21:15.328,72670,1865,0,0.467974,31.25,0,0,false,true,true,5,0,
2026-05-16T21:21:16.265,73670,1867,0,0,23.4375,0,0,false,true,true,6,0,
2026-05-16T21:21:17.263,74670,1867,0,0,19.53125,0,0,false,true,true,7,0,
2026-05-16T21:21:18.263,75670,1867,0,0,11.71875,0,0,false,true,true,8,0,
2026-05-16T21:21:19.327,76670,1867,0,0,15.625,0,0,false,true,true,9,0,
