Time(ms),ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,Marker
0,3.5,112.7,171.9,0.0,0.0,0.0,
100,2.9,88.7,148.4,0.0,0.0,0.0,
200,5.3,70.6,148.4,0.0,0.0,0.0,
300,4.1,57.1,156.3,0.0,0.0,0.0,
400,51.7,34.8,269.5,0.0,0.0,0.0,
600,81.3,81.6,289.1,0.0,0.0,0.0,
700,94.4,98.9,226.6,229.0,1431.0,8.0,
800,87.7,127.2,195.3,224.0,1190.0,8.0,
900,70.7,148.6,195.3,204.0,1118.0,8.0,
1000,59.8,167.0,222.7,201.0,1239.0,8.0,
1100,9.3,167.0,226.6,201.0,1239.0,8.0,
1200,6.0,167.0,218.8,201.0,1239.0,8.0,
1300,4.5,167.1,140.6,201.0,1239.0,8.0,
1400,3.6,163.6,136.7,201.0,1239.0,8.0,
1500,4.3,152.9,148.4,201.0,1239.0,8.0,
1600,3.3,145.7,164.1,201.0,1239.0,8.0,
1700,3.2,134.6,156.3,201.0,1239.0,8.0,
1800,3.9,108.4,140.6,201.0,1239.0,8.0,
1900,5.5,76.4,171.9,201.0,1239.0,8.0,
2000,66.4,7.1,160.2,201.0,1239.0,8.0,
2100,80.4,89.5,214.8,181.0,1069.0,9.0,
2200,69.5,116.1,222.7,123.0,904.0,11.0,
2300,83.8,133.7,226.6,167.0,1183.0,8.0,
2400,91.3,146.3,226.6,201.0,1208.0,30.0,
2500,71.3,155.5,257.8,201.0,1208.0,30.0,
2600,60.9,163.2,285.2,201.0,1208.0,30.0,
2700,18.7,163.6,183.6,201.0,1208.0,30.0,
2800,4.7,163.7,156.3,201.0,1208.0,30.0,
2900,6.8,163.7,117.2,201.0,1208.0,30.0,
3000,4.1,163.7,164.1,201.0,1208.0,30.0,
3100,5.2,137.1,156.3,201.0,1208.0,30.0,
3200,4.3,115.5,152.3,201.0,1208.0,30.0,
3300,5.5,94.5,160.2,201.0,1208.0,30.0,
3400,6.2,73.5,160.2,201.0,1208.0,30.0,
3500,6.7,51.6,160.2,201.0,1208.0,30.0,
3600,48.4,13.7,125.0,201.0,1208.0,30.0,
3700,88.0,59.2,277.3,381.0,1510.0,30.0,
3800,67.2,75.2,289.1,381.0,1510.0,30.0,
3900,67.8,94.4,257.8,381.0,1510.0,30.0,
4000,106.5,118.2,191.4,179.0,1094.0,9.0,
4100,101.5,140.6,195.3,179.0,1188.0,9.0,
4200,85.8,158.2,222.7,183.0,1042.0,9.0,
4300,16.4,163.0,226.6,183.0,1042.0,9.0,
4400,7.1,163.1,222.7,183.0,1042.0,9.0,
4500,6.4,163.1,125.0,183.0,1042.0,9.0,
4600,6.1,163.1,160.2,183.0,1042.0,9.0,
4700,4.6,152.1,175.8,183.0,1042.0,9.0,
