Time(ms),Raw_ADC,ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,MW_Valid,Marker
0,1870.0,113.2,0.0,167.1,959.0,3688.0,7.0,1,
100,1858.3,68.8,0.0,167.1,959.0,3688.0,7.0,1,
200,1860.8,112.2,0.0,167.1,1024.0,3960.0,6.0,1,
300,1853.2,87.8,0.0,167.1,1185.0,4318.0,6.0,1,
400,1869.5,9.1,0.0,167.1,1185.0,4318.0,6.0,1,
500,1857.6,5.1,0.0,94.0,1185.0,4318.0,6.0,1,
600,1859.6,4.3,0.0,88.8,1185.0,4318.0,6.0,1,
700,1861.9,4.5,0.0,87.0,1185.0,4318.0,6.0,1,
800,1859.9,6.0,0.0,77.8,1185.0,4318.0,6.0,1,
900,1860.2,4.4,0.0,78.7,1185.0,4318.0,6.0,1,
1000,1859.0,4.3,0.0,90.8,1185.0,4318.0,6.0,1,
1100,1861.1,4.5,0.0,93.5,1185.0,4318.0,6.0,1,
1200,1859.5,5.3,0.0,99.5,1185.0,4318.0,6.0,1,
1300,1860.2,50.0,0.0,103.2,1185.0,4318.0,6.0,1,
1400,1863.1,47.8,0.0,37.6,493.0,2853.0,8.0,1,
1500,1880.0,73.2,0.0,36.5,493.0,3344.0,4.0,1,
1600,1838.4,147.1,103.8,40.0,895.0,3892.0,7.0,1,
1700,1852.8,168.6,113.1,57.1,774.0,3027.0,26.0,0,
1800,1871.5,222.3,118.0,71.5,828.0,3439.0,26.0,0,
1900,1863.0,243.5,122.9,102.0,1543.0,4436.0,27.0,0,
2000,1856.4,18.8,126.8,185.2,527.0,2657.0,22.0,1,
2100,1860.0,5.1,126.8,200.2,527.0,2657.0,22.0,1,
2200,1861.3,5.9,126.7,136.2,527.0,2657.0,22.0,1,
2300,1860.6,5.8,126.7,101.0,527.0,2657.0,22.0,1,
2500,1859.8,4.2,126.8,76.7,527.0,2657.0,22.0,1,
2600,1859.7,3.9,126.7,86.0,527.0,2657.0,22.0,1,
2700,1859.9,4.4,126.8,81.6,527.0,2657.0,22.0,1,
2800,1860.5,4.1,126.7,80.2,527.0,2657.0,22.0,1,
2900,1859.8,4.4,126.7,79.3,527.0,2657.0,22.0,1,
3000,1863.2,60.8,126.2,50.7,538.0,3110.0,9.0,1,
3100,1861.3,59.8,126.1,44.7,624.0,3498.0,8.0,1,
3200,1847.7,162.5,127.0,45.4,651.0,3448.0,8.0,1,
3300,1857.5,180.1,129.5,54.8,715.0,2674.0,28.0,0,
3500,1876.9,216.0,122.5,109.8,1553.0,4167.0,26.0,0,
3600,1846.2,28.1,120.4,226.9,521.0,2546.0,2.0,0,
3700,1860.1,8.1,120.4,225.9,521.0,2546.0,2.0,0,
3800,1857.5,5.4,120.5,158.9,521.0,2546.0,2.0,0,
3900,1859.9,5.8,120.5,133.1,521.0,2546.0,2.0,0,
4000,1859.2,4.0,120.5,92.3,521.0,2546.0,2.0,0,
4100,1858.6,3.3,120.5,99.0,521.0,2546.0,2.0,0,
4200,1859.9,3.2,120.5,101.6,521.0,2546.0,2.0,0,
4300,1860.9,3.9,120.5,100.8,521.0,2546.0,2.0,0,
4500,1859.5,4.9,120.5,78.6,521.0,2546.0,2.0,0,
4600,1867.8,46.8,119.4,99.6,513.0,2928.0,8.0,1,
4700,1850.6,47.8,119.5,38.0,533.0,3432.0,4.0,1,
4800,1862.3,47.3,120.4,37.2,671.0,3445.0,7.0,1,
4900,1862.7,166.2,110.4,49.7,1156.0,3295.0,28.0,0,
5000,1879.7,240.0,110.6,66.6,747.0,2712.0,28.0,0,
5100,1847.8,153.8,118.4,77.1,704.0,2564.0,26.0,0,
5200,1862.8,64.7,116.6,135.2,443.0,2222.0,20.0,1,
5300,1861.3,9.5,116.6,184.7,443.0,2222.0,20.0,1,
5500,1856.8,5.7,116.7,39.5,443.0,2222.0,20.0,1,
5600,1858.1,4.9,116.7,35.9,443.0,2222.0,20.0,1,
5700,1859.3,4.6,116.7,67.4,443.0,2222.0,20.0,1,
5800,1859.9,4.0,116.7,93.0,443.0,2222.0,20.0,1,
5900,1858.8,4.0,116.7,78.7,443.0,2222.0,20.0,1,
6000,1859.7,3.9,116.7,103.5,443.0,2222.0,20.0,1,
6100,1859.9,4.2,116.7,93.1,443.0,2222.0,20.0,1,
6200,1860.4,58.0,116.7,90.4,443.0,2222.0,20.0,1,
6300,1854.0,77.2,116.9,40.6,447.0,2357.0,8.0,1,
6500,1875.0,45.6,115.6,47.5,821.0,3530.0,7.0,1,
6600,1854.1,132.1,112.9,56.3,691.0,2743.0,28.0,0,
6700,1856.1,173.1,105.1,49.7,765.0,2871.0,28.0,0,
6800,1860.8,108.8,102.5,50.0,503.0,2474.0,2.0,0,
6900,1866.3,8.8,101.7,124.0,503.0,2474.0,2.0,0,
7000,1861.7,4.5,101.6,154.9,503.0,2474.0,2.0,0,
7100,1860.3,3.5,101.6,139.4,503.0,2474.0,2.0,0,
7200,1861.9,3.9,101.5,130.8,503.0,2474.0,2.0,0,
7300,1861.5,3.8,101.5,85.4,503.0,2474.0,2.0,0,
7500,1861.4,3.9,101.5,82.0,503.0,2474.0,2.0,0,
7600,1860.5,4.7,101.4,82.9,503.0,2474.0,2.0,0,
7700,1861.2,3.9,101.4,82.7,503.0,2474.0,2.0,0,
7800,1861.6,4.4,101.4,87.4,503.0,2474.0,2.0,0,
7900,1866.4,69.2,102.1,37.5,545.0,3393.0,9.0,1,
8000,1867.3,98.8,102.7,35.4,463.0,3041.0,8.0,1,
8100,1850.2,101.2,102.2,35.7,752.0,3542.0,7.0,1,
8200,1867.1,142.0,102.4,41.5,750.0,2840.0,26.0,0,
8300,1863.9,204.9,108.0,71.2,1528.0,3976.0,26.0,0,
8500,1859.8,17.5,111.5,225.9,448.0,2150.0,21.0,1,
8600,1858.3,6.3,111.6,185.6,448.0,2150.0,21.0,1,
8700,1858.8,6.2,111.6,69.1,448.0,2150.0,21.0,1,
8800,1859.3,4.8,111.7,34.7,448.0,2150.0,21.0,1,
8900,1860.6,4.7,111.7,35.1,448.0,2150.0,21.0,1,
9000,1858.5,4.5,111.8,102.4,448.0,2150.0,21.0,1,
9100,1860.9,4.4,111.8,99.9,448.0,2150.0,21.0,1,
9200,1859.6,4.3,111.8,82.2,448.0,2150.0,21.0,1,
9300,1859.9,3.5,111.8,84.4,448.0,2150.0,21.0,1,
9500,1862.2,60.6,111.7,48.3,488.0,2978.0,9.0,1,
9600,1860.3,55.5,112.7,45.5,537.0,3122.0,8.0,1,
9700,1848.3,156.5,111.9,47.1,1245.0,3460.0,25.0,0,
9800,1853.1,165.8,120.0,56.2,679.0,2514.0,28.0,0,
