wall_time,timestamp_ms,emg_raw,rms,mdf,rms_slope,mdf_slope,fatigue_detected,is_running,is_stimulating
2026-05-07T18:03:09.882,1465623,1855,39.53213,3.90625,0.640977,-20.61179,False,False,False
2026-05-07T18:03:10.883,1466623,1862,39.64846,3.90625,0.613193,-22.43047,False,False,False
2026-05-07T18:03:11.894,1467623,1861,39.69513,7.8125,0.526384,-15.07882,False,False,False
2026-05-07T18:03:12.890,1468623,1856,39.94416,3.90625,1.005848,-17.16895,False,False,False
2026-05-07T18:03:13.908,1469623,1857,41.86238,3.90625,1.27341,-19.25908,False,False,False
2026-05-07T18:03:14.912,1470623,1856,39.87084,3.90625,1.347649,-21.34921,False,False,False
2026-05-07T18:03:15.885,1471623,1862,41.97477,3.90625,1.783322,-23.43935,False,False,False
2026-05-07T18:03:16.900,1472623,1856,40.99858,3.90625,2.017537,-25.52948,False,False,False
2026-05-07T18:03:17.925,1473623,1861,41.31083,3.90625,2.37217,-18.7931,False,False,False
2026-05-07T18:03:19.176,1474623,1862,39.55232,3.90625,2.643283,-20.61179,False,False,False
2026-05-07T18:03:19.888,1475623,1859,40.17055,3.90625,2.553363,-22.43047,False,False,False
2026-05-07T18:03:20.889,1476623,1861,41.65307,3.90625,3.355016,-24.24916,False,False,False
2026-05-07T18:03:22.095,1477623,1862,39.73268,3.90625,3.244535,-26.06785,False,False,False
2026-05-07T18:03:23.029,1478623,1855,40.5337,3.90625,3.432358,-27.88653,False,False,False
2026-05-07T18:03:23.886,1479623,1860,40.02026,3.90625,3.227823,-29.70522,False,False,False
2026-05-07T18:03:24.884,1480623,1855,39.53726,3.90625,2.990962,-31.52391,False,False,False
2026-05-07T18:03:25.885,1481623,1861,39.46364,3.90625,2.749417,-24.46834,False,False,False
2026-05-07T18:03:27.030,1482623,1861,39.44743,3.90625,2.574443,-26.00722,False,False,False
2026-05-07T18:03:27.888,1483623,1863,39.79239,3.90625,2.667766,-27.54611,False,False,False
2026-05-07T18:03:29.163,1484623,1862,39.62962,3.90625,2.509224,-29.085,False,False,False
2026-05-07T18:03:29.889,1485623,1859,39.72236,3.90625,2.35491,-30.62389,False,False,False
2026-05-07T18:03:31.001,1486623,1863,41.26318,3.90625,2.671626,-23.13143,False,False,False
2026-05-07T18:03:31.895,1487623,1865,39.71206,7.8125,2.465821,-14.92722,False,False,False
