wall_time,timestamp_ms,emg_raw,rms,mdf,rms_slope,mdf_slope,fatigue_detected,is_running,is_stimulating
2026-05-07T18:02:14.887,1410623,1863,39.457,3.90625,-1.283406,39.64738,False,False,False
2026-05-07T18:02:15.883,1411623,1861,38.8488,3.90625,-2.053944,36.43214,False,False,False
2026-05-07T18:02:16.898,1412623,1865,39.11108,3.90625,-2.069649,27.43882,False,False,False
2026-05-07T18:02:18.197,1413623,1859,39.34159,7.8125,-2.373754,23.64293,False,False,False
2026-05-07T18:02:19.117,1414623,1863,40.76958,3.90625,-2.015573,14.5495,False,False,False
2026-05-07T18:02:20.339,1415623,1862,38.73541,3.90625,-2.458913,5.456061,False,False,False
2026-05-07T18:02:21.267,1416623,1861,40.82319,3.90625,-2.046261,-3.637374,False,False,False
2026-05-07T18:02:22.197,1417623,1860,39.15043,3.90625,-2.402305,-12.73081,False,False,False
2026-05-07T18:02:22.887,1418623,1865,39.5604,3.90625,-2.326083,-16.42658,False,False,False
2026-05-07T18:02:24.034,1419623,1861,38.56117,3.90625,-2.842187,-25.41991,False,False,False
2026-05-07T18:02:24.959,1420623,1865,38.94378,3.90625,-3.121166,-34.41323,False,False,False
2026-05-07T18:02:25.891,1421623,1861,39.01588,7.8125,-3.489019,-21.59478,False,False,False
2026-05-07T18:02:26.884,1422623,1861,39.30394,3.90625,-3.317483,-24.91258,False,False,False
2026-05-07T18:02:28.028,1423623,1857,40.0218,3.90625,-3.347292,-33.59424,False,False,False
2026-05-07T18:02:28.888,1424623,1861,39.19024,3.90625,-3.40758,-42.27589,False,False,False
2026-05-07T18:02:29.884,1425623,1860,39.13249,3.90625,-3.616125,-50.95755,False,False,False
2026-05-07T18:02:30.975,1426623,1863,39.50676,7.8125,-3.657056,-48.31531,False,False,False
2026-05-07T18:02:31.893,1427623,1862,39.01834,3.90625,-3.811184,-56.99696,False,False,False
2026-05-07T18:02:32.941,1428623,1861,38.75678,11.71875,-4.02918,-53.53339,False,False,False
2026-05-07T18:02:34.174,1429623,1861,39.11478,7.8125,-4.140805,-56.43769,False,False,False
2026-05-07T18:02:34.894,1430623,1862,39.40374,3.90625,-3.725913,-65.43102,False,False,False
2026-05-07T18:02:35.883,1431623,1863,41.21996,3.90625,-3.262788,-74.42435,False,False,False
2026-05-07T18:02:36.934,1432623,1855,40.99389,3.90625,-2.808316,-83.41766,False,False,False
2026-05-07T18:02:37.883,1433623,1869,39.23909,3.90625,-2.69473,-92.411,False,False,False
2026-05-07T18:02:38.885,1434623,1862,39.01733,3.90625,-2.720726,-101.4043,False,False,False
2026-05-07T18:02:39.886,1435623,1862,39.24309,3.90625,-2.702141,-110.3976,False,False,False
2026-05-07T18:02:40.885,1436623,1862,39.01878,3.90625,-2.79858,-119.391,False,False,False
2026-05-07T18:02:41.885,1437623,1856,39.16428,3.90625,-2.443022,-123.9233,False,False,False
2026-05-07T18:02:42.895,1438623,1863,38.90001,3.90625,-2.50724,-132.8147,False,False,False
2026-05-07T18:02:43.884,1439623,1860,39.10763,3.90625,-2.476391,-141.706,False,False,False
2026-05-07T18:02:44.893,1440623,1863,39.38192,3.90625,-2.416634,-150.5974,False,False,False
2026-05-07T18:02:45.886,1441623,1862,39.64837,3.90625,-2.258057,-150.9854,False,False,False
2026-05-07T18:02:46.885,1442623,1861,38.97469,3.90625,-2.278893,-159.667,False,False,False
2026-05-07T18:02:48.017,1443623,1861,39.33777,3.90625,-2.248012,-168.3486,False,False,False
2026-05-07T18:02:48.885,1444623,1860,39.94261,3.90625,-2.223256,-88.43365,False,False,False
2026-05-07T18:02:50.142,1445623,1854,39.06995,3.90625,-1.946164,-88.87527,False,False,False
2026-05-07T18:02:51.067,1446623,1855,39.86601,3.90625,-1.914671,-95.08388,False,False,False
2026-05-07T18:02:51.890,1447623,1862,39.70351,3.90625,-1.871588,-101.2925,False,False,False
2026-05-07T18:02:52.909,1448623,1862,40.72364,3.90625,-1.614093,-107.5011,False,False,False
2026-05-07T18:02:53.892,1449623,1865,39.24161,3.90625,-1.600019,-113.7097,False,False,False
2026-05-07T18:02:54.884,1450623,1859,39.38069,3.90625,-1.411374,-119.9184,False,False,False
2026-05-07T18:02:55.887,1451623,1863,39.35217,3.90625,-1.445519,-114.7378,False,False,False
2026-05-07T18:02:56.886,1452623,1861,39.46255,3.90625,-1.426869,-120.6217,False,False,False
2026-05-07T18:02:58.155,1453623,1855,38.9883,3.90625,-1.092385,-126.5057,False,False,False
2026-05-07T18:02:59.065,1454623,1863,39.80762,3.90625,-0.861556,-132.3897,False,False,False
2026-05-07T18:02:59.889,1455623,1861,39.86425,3.90625,-0.735566,-2.424916,False,False,False
2026-05-07T18:03:00.885,1456623,1863,39.38509,3.90625,-0.749829,-4.243603,False,False,False
2026-05-07T18:03:02.132,1457623,1861,39.24102,3.90625,-0.769635,-6.06229,False,False,False
2026-05-07T18:03:03.358,1458623,1861,39.34778,3.90625,-0.716031,-7.880978,False,False,False
2026-05-07T18:03:03.883,1459623,1861,39.4094,3.90625,-0.569222,-9.699664,False,False,False
2026-05-07T18:03:05.231,1460623,1861,39.56635,3.90625,-0.144648,-11.51835,False,False,False
2026-05-07T18:03:06.427,1461623,1861,39.35844,3.90625,0.060415,-13.33704,False,False,False
2026-05-07T18:03:07.043,1462623,1861,41.17511,3.90625,0.654704,-15.15573,False,False,False
