wall_time,timestamp_ms,emg_raw,rms,mdf,rms_slope,mdf_slope,fatigue_detected,is_running,is_stimulating
2026-05-07T18:11:48.883,1984623,1859,40.86895,3.90625,103.8474,280.0192,False,False,False
2026-05-07T18:11:49.895,1985623,1862,41.94144,3.90625,95.99827,261.4208,False,False,False
2026-05-07T18:11:50.892,1986623,1861,40.17966,3.90625,88.16744,242.8224,False,False,False
2026-05-07T18:11:51.883,1987623,1859,40.0522,7.8125,80.07328,224.6526,False,False,False
2026-05-07T18:11:52.886,1988623,1860,41.30045,3.90625,72.17495,206.0526,False,False,False
2026-05-07T18:11:53.887,1989623,1863,39.5862,3.90625,64.03371,187.4525,False,False,False
2026-05-07T18:11:54.901,1990623,1861,39.32139,3.90625,55.76531,168.8525,False,False,False
2026-05-07T18:11:55.883,1991623,1861,39.54965,3.90625,47.65062,150.2525,False,False,False
2026-05-07T18:11:56.900,1992623,1861,40.02206,7.8125,39.5119,132.1888,False,False,False
2026-05-07T18:11:57.882,1993623,1861,39.77243,3.90625,31.46204,113.5871,False,False,False
2026-05-07T18:11:58.889,1994623,1862,39.90248,3.90625,23.61097,94.98547,False,False,False
2026-05-07T18:11:59.897,1995623,1856,41.99408,3.90625,15.79196,76.38378,False,False,False
2026-05-07T18:12:00.886,1996623,1863,40.36117,3.90625,7.72137,57.78213,False,False,False
2026-05-07T18:12:01.884,1997623,1855,39.58829,7.8125,-0.426669,39.82415,False,False,False
2026-05-07T18:12:02.882,1998623,1863,39.95046,3.90625,-8.521148,21.22085,False,False,False
2026-05-07T18:12:03.905,1999623,1861,39.78624,3.90625,-16.63886,2.617549,False,False,False
2026-05-07T18:12:04.882,2000623,1862,40.41913,3.90625,-24.69569,-15.98575,False,False,False
2026-05-07T18:12:05.881,2001623,1856,39.34337,3.90625,-32.86873,-34.58905,False,False,False
2026-05-07T18:12:06.882,2002623,1862,40.00552,7.8125,-40.72512,-52.44165,False,False,False
2026-05-07T18:12:07.886,2003623,1860,41.1063,3.90625,-48.64949,-71.0466,False,False,False
2026-05-07T18:12:08.881,2004623,1860,39.48679,7.8125,-56.83963,-88.85918,False,False,False
2026-05-07T18:12:09.901,2005623,1861,39.51471,3.90625,-64.99504,-107.4658,False,False,False
2026-05-07T18:12:10.885,2006623,1859,39.94087,3.90625,-73.10579,-126.0723,False,False,False
2026-05-07T18:12:11.900,2007623,1862,40.27034,3.90625,-81.13872,-144.6788,False,False,False
2026-05-07T18:12:12.935,2008623,1862,39.9821,15.625,-89.27657,-160.6602,False,False,False
2026-05-07T18:12:13.901,2009623,1863,40.0569,3.90625,-97.15347,-179.2716,False,False,False
2026-05-07T18:12:15.113,2010623,1858,40.40771,3.90625,-105.1292,-197.8831,False,False,False
2026-05-07T18:12:15.907,2011623,1861,40.28502,3.90625,-113.1603,-216.4945,False,False,False
2026-05-07T18:12:16.926,2012623,1862,41.97832,3.90625,-120.9242,-235.1059,False,False,False
2026-05-07T18:12:18.205,2013623,1856,40.59848,3.90625,-128.9174,-253.7174,False,False,False
2026-05-07T18:12:18.987,2014623,1862,40.61218,3.90625,-136.8804,-272.3288,False,False,False
2026-05-07T18:12:19.919,2015623,1862,39.76809,3.90625,-144.7146,-290.9403,False,False,False
2026-05-07T18:12:20.907,2016623,1862,39.60112,3.90625,-152.7801,-308.8518,False,False,False
2026-05-07T18:12:21.882,2017623,1861,39.81081,3.90625,-160.4371,-320.7208,False,False,False
2026-05-07T18:12:22.912,2018623,1863,39.9923,3.90625,-168.0712,-339.2957,False,False,False
2026-05-07T18:12:23.882,2019623,1862,40.16313,3.90625,-174.2243,-357.8706,False,False,False
2026-05-07T18:12:24.896,2020623,1863,39.88971,7.8125,-171.7695,-372.1781,False,False,False
2026-05-07T18:12:25.912,2021623,1862,39.89371,3.90625,-165.345,-385.311,False,False,False
2026-05-07T18:12:27.069,2022623,1860,40.45159,7.8125,-156.1408,-398.6894,False,False,False
