wall_time,timestamp_ms,emg_raw,rms,mdf,rms_slope,mdf_slope,fatigue_detected,is_running,is_stimulating,history_count,marker
2026-05-05T13:58:31.138,797678,1859,40.30741,66.40625,-3.246613,192.2868,False,True,False,30,
2026-05-05T13:58:32.135,798678,1862,40.15896,11.71875,-3.214283,170.4532,False,True,False,31,
2026-05-05T13:58:33.231,799678,1861,40.04081,19.53125,-3.232928,152.8278,False,True,False,32,
2026-05-05T13:58:34.149,800678,1863,40.04491,27.34375,-3.241755,139.2214,False,True,False,33,
2026-05-05T13:58:35.135,801678,1861,39.94047,50.78125,-3.288509,134.4521,False,True,False,34,
2026-05-05T13:58:36.134,802678,1858,39.89933,31.25,-3.341816,123.7745,False,True,False,35,
2026-05-05T13:58:37.134,803678,1859,41.06698,19.53125,-2.913834,110.1573,False,True,False,36,
2026-05-05T13:58:38.144,804678,1862,40.39827,7.8125,-2.788867,93.60666,False,True,False,37,
2026-05-05T13:58:39.134,805678,1859,40.80234,3.90625,-2.518578,76.70851,False,True,False,38,
2026-05-05T13:58:40.134,806678,1861,40.6301,11.71875,-2.336189,63.54945,False,True,False,39,
2026-05-05T13:58:41.140,807678,1863,40.31521,3.90625,-2.282921,48.3813,False,True,False,40,
2026-05-05T13:58:42.258,808678,1855,40.19184,3.90625,-2.275771,34.02422,False,True,False,41,
2026-05-05T13:58:43.161,809678,1859,40.1899,3.90625,-2.267361,20.41977,False,True,False,42,
2026-05-05T13:58:44.136,810678,1861,39.90016,7.8125,-2.355238,9.037922,False,True,False,43,
2026-05-05T13:58:45.136,811678,1859,39.70594,3.90625,-2.497308,-3.258662,False,True,False,44,
2026-05-05T13:58:46.233,812678,1861,39.76666,7.8125,-2.604995,-13.37478,False,True,False,45,
2026-05-05T13:58:47.154,813678,1863,39.77033,7.8125,-2.700058,-22.94704,False,True,False,46,
2026-05-05T13:58:48.137,814678,1862,39.65607,19.53125,-2.820381,-27.24636,False,True,False,47,
