Time(ms),ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,Marker
0,25.0,0.0,0.0,0.0,0.0,0.0,
100,20.6,0.0,0.0,0.0,0.0,0.0,
200,22.3,0.0,62.5,0.0,0.0,0.0,
300,24.2,0.0,62.5,0.0,0.0,0.0,
400,25.7,0.0,62.5,0.0,0.0,0.0,
500,28.7,0.0,62.5,0.0,0.0,0.0,
600,23.0,0.0,62.5,0.0,0.0,0.0,
700,27.5,0.0,62.5,0.0,0.0,0.0,
800,73.3,0.0,62.5,0.0,0.0,0.0,
900,71.1,41.3,89.8,0.0,0.0,0.0,
1000,44.1,48.8,74.2,0.0,0.0,0.0,
1100,50.4,51.3,66.4,0.0,0.0,0.0,
1200,52.1,54.0,132.8,0.0,0.0,0.0,
1300,40.5,56.3,97.7,0.0,0.0,0.0,
1400,24.9,58.0,128.9,0.0,0.0,0.0,
1500,21.9,57.8,117.2,0.0,0.0,0.0,
1600,23.0,57.6,62.5,0.0,0.0,0.0,
1700,27.3,57.5,62.5,0.0,0.0,0.0,
1900,23.7,50.6,62.5,0.0,0.0,0.0,
2000,22.7,43.5,62.5,0.0,0.0,0.0,
2100,23.7,40.6,62.5,0.0,0.0,0.0,
2200,23.1,36.7,62.5,0.0,0.0,0.0,
2300,21.6,33.1,62.5,0.0,0.0,0.0,
2400,51.3,29.6,62.5,0.0,0.0,0.0,
2500,80.1,38.5,66.4,0.0,0.0,0.0,
2600,57.3,47.6,66.4,0.0,0.0,0.0,
2700,50.8,50.8,93.8,0.0,0.0,0.0,
2900,52.5,54.8,97.7,0.0,0.0,0.0,
3000,28.3,57.6,128.9,0.0,0.0,0.0,
3100,26.4,58.0,70.3,0.0,0.0,0.0,
3200,24.6,58.1,62.5,0.0,0.0,0.0,
3300,26.2,58.0,62.5,0.0,0.0,0.0,
3400,24.9,58.2,62.5,0.0,0.0,0.0,
3500,24.3,52.9,62.5,0.0,0.0,0.0,
3600,24.4,44.9,62.5,0.0,0.0,0.0,
3700,25.4,41.4,62.5,0.0,0.0,0.0,
3900,23.6,35.9,62.5,0.0,0.0,0.0,
4000,75.4,31.0,62.5,0.0,0.0,0.0,
4100,57.6,41.6,62.5,0.0,0.0,0.0,
4200,60.4,46.7,62.5,0.0,0.0,0.0,
4300,54.9,51.7,97.7,0.0,0.0,0.0,
4400,55.9,55.1,66.4,0.0,0.0,0.0,
4500,49.8,58.2,128.9,0.0,0.0,0.0,
4600,31.2,60.5,66.4,0.0,0.0,0.0,
4700,23.7,61.4,97.7,0.0,0.0,0.0,
4900,21.5,61.4,62.5,0.0,0.0,0.0,
5000,26.0,61.5,58.6,0.0,0.0,0.0,
5100,25.3,54.6,62.5,0.0,0.0,0.0,
5200,26.8,50.2,62.5,0.0,0.0,0.0,
5300,25.8,45.2,58.6,0.0,0.0,0.0,
5400,22.5,41.1,62.5,0.0,0.0,0.0,
5500,22.8,36.5,62.5,0.0,0.0,0.0,
5600,45.3,32.5,62.5,0.0,0.0,0.0,
5700,87.7,49.8,136.7,0.0,0.0,0.0,
5900,71.5,81.3,257.8,0.0,0.0,0.0,
6000,54.8,91.3,257.8,0.0,0.0,0.0,
6100,62.0,99.2,257.8,0.0,0.0,0.0,
6200,41.5,108.1,257.8,0.0,0.0,0.0,
6300,22.6,109.6,226.6,0.0,0.0,0.0,
6400,24.2,109.6,191.4,0.0,0.0,0.0,
6500,27.4,109.7,62.5,0.0,0.0,0.0,
6600,24.4,109.7,62.5,0.0,0.0,0.0,
6700,24.3,102.6,62.5,0.0,0.0,0.0,
6900,22.5,80.3,62.5,0.0,0.0,0.0,
7000,21.4,68.7,62.5,0.0,0.0,0.0,
7100,20.8,56.4,62.5,0.0,0.0,0.0,
7200,61.0,36.7,62.5,0.0,0.0,0.0,
7300,69.3,48.0,62.5,0.0,0.0,0.0,
7400,68.7,64.1,253.9,0.0,0.0,0.0,
7500,70.8,76.6,257.8,0.0,0.0,0.0,
7600,60.0,88.0,226.6,0.0,0.0,0.0,
7700,59.5,95.0,253.9,0.0,0.0,0.0,
7900,23.9,101.4,230.5,0.0,0.0,0.0,
8000,25.1,101.3,164.1,0.0,0.0,0.0,
8100,22.3,101.5,62.5,0.0,0.0,0.0,
8200,22.8,101.4,62.5,0.0,0.0,0.0,
8300,24.6,94.6,62.5,0.0,0.0,0.0,
8400,23.7,84.6,62.5,0.0,0.0,0.0,
8500,23.6,73.5,62.5,0.0,0.0,0.0,
8600,23.6,59.3,62.5,0.0,0.0,0.0,
8700,22.2,47.1,62.5,0.0,0.0,0.0,
8900,59.4,42.1,62.5,0.0,0.0,0.0,
9000,59.8,54.3,230.5,0.0,0.0,0.0,
9100,49.5,62.2,253.9,0.0,0.0,0.0,
9200,54.4,66.8,226.6,0.0,0.0,0.0,
9300,48.4,73.5,222.7,0.0,0.0,0.0,
9400,44.1,76.5,253.9,0.0,0.0,0.0,
9500,26.0,77.6,222.7,0.0,0.0,0.0,
9600,23.6,77.6,128.9,0.0,0.0,0.0,
9700,23.7,77.5,62.5,0.0,0.0,0.0,
9900,23.7,72.0,62.5,0.0,0.0,0.0,
10000,25.7,63.4,62.5,0.0,0.0,0.0,
10100,23.9,55.8,62.5,0.0,0.0,0.0,
10200,22.8,50.1,62.5,0.0,0.0,0.0,
10300,22.3,39.4,62.5,0.0,0.0,0.0,
10400,23.5,33.1,62.5,0.0,0.0,0.0,
10500,76.1,31.7,62.5,0.0,0.0,0.0,
