Time(ms),ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,Marker
0,8.3,18.2,242.2,0.0,0.0,0.0,
100,10.1,16.0,242.2,0.0,0.0,0.0,
200,8.9,15.5,250.0,0.0,0.0,0.0,
300,9.7,15.4,265.6,0.0,0.0,0.0,
400,8.7,13.6,265.6,0.0,0.0,0.0,
500,13.2,12.8,242.2,0.0,0.0,0.0,
600,11.6,15.3,246.1,0.0,0.0,0.0,
700,10.2,16.0,253.9,0.0,0.0,0.0,
800,15.0,16.0,246.1,0.0,0.0,0.0,
900,12.9,17.4,250.0,0.0,0.0,0.0,
1000,7.5,17.8,250.0,0.0,0.0,0.0,
1100,11.9,17.6,242.2,0.0,0.0,0.0,
1200,11.2,17.5,242.2,0.0,0.0,0.0,
1300,9.7,17.8,246.1,0.0,0.0,0.0,
1400,8.0,17.6,253.9,0.0,0.0,0.0,
1500,8.6,17.6,257.8,0.0,0.0,0.0,
1600,9.7,15.6,246.1,0.0,0.0,0.0,
1700,8.5,15.0,234.4,0.0,0.0,0.0,
1800,9.0,14.8,226.6,0.0,0.0,0.0,
1900,9.5,13.3,214.8,0.0,0.0,0.0,
2000,9.1,13.0,234.4,0.0,0.0,0.0,
2100,11.5,13.2,234.4,0.0,0.0,0.0,
2200,10.9,13.4,257.8,0.0,0.0,0.0,
2300,14.8,13.2,253.9,0.0,0.0,0.0,
2400,11.1,15.1,238.3,0.0,0.0,0.0,
2500,9.3,15.4,253.9,0.0,0.0,0.0,
2600,13.6,15.7,242.2,0.0,0.0,0.0,
2700,11.3,16.9,257.8,0.0,0.0,0.0,
2800,8.3,17.2,238.3,0.0,0.0,0.0,
2900,9.0,17.2,210.9,0.0,0.0,0.0,
3000,9.1,17.1,238.3,0.0,0.0,0.0,
3100,8.1,17.1,250.0,0.0,0.0,0.0,
3200,7.6,16.6,257.8,0.0,0.0,0.0,
3300,8.9,16.4,261.7,0.0,0.0,0.0,
3400,8.5,14.8,230.5,0.0,0.0,0.0,
3500,9.4,14.5,203.1,0.0,0.0,0.0,
3600,7.8,14.1,250.0,0.0,0.0,0.0,
3700,8.7,12.4,261.7,0.0,0.0,0.0,
3800,17.3,13.4,246.1,0.0,0.0,0.0,
3900,11.1,15.5,246.1,0.0,0.0,0.0,
4000,11.2,15.7,269.5,0.0,0.0,0.0,
4100,13.6,16.5,250.0,0.0,0.0,0.0,
4200,9.9,18.0,250.0,0.0,0.0,0.0,
4300,9.2,18.0,253.9,0.0,0.0,0.0,
4400,9.9,17.9,242.2,0.0,0.0,0.0,
4500,7.7,17.9,226.6,0.0,0.0,0.0,
4600,9.0,18.0,246.1,0.0,0.0,0.0,
4700,9.8,18.0,242.2,0.0,0.0,0.0,
4800,7.5,17.1,234.4,0.0,0.0,0.0,
4900,9.8,15.3,226.6,0.0,0.0,0.0,
5000,9.0,15.3,253.9,0.0,0.0,0.0,
5100,8.8,14.3,257.8,0.0,0.0,0.0,
5200,10.0,12.6,257.8,0.0,0.0,0.0,
5300,12.8,12.8,265.6,0.0,0.0,0.0,
5400,12.3,13.8,253.9,0.0,0.0,0.0,
5500,13.2,13.9,250.0,0.0,0.0,0.0,
5600,13.0,15.1,257.8,0.0,0.0,0.0,
5700,11.0,16.1,257.8,0.0,0.0,0.0,
5800,8.9,16.2,257.8,0.0,0.0,0.0,
5900,13.1,17.3,246.1,0.0,0.0,0.0,
6000,9.8,17.7,257.8,0.0,0.0,0.0,
6100,11.2,17.7,261.7,0.0,0.0,0.0,
6200,10.9,17.8,250.0,0.0,0.0,0.0,
6300,8.7,17.8,261.7,0.0,0.0,0.0,
6400,9.5,16.9,242.2,0.0,0.0,0.0,
6500,8.8,16.8,242.2,0.0,0.0,0.0,
6600,10.0,15.9,261.7,0.0,0.0,0.0,
6700,8.9,15.0,253.9,0.0,0.0,0.0,
6800,9.4,14.9,230.5,0.0,0.0,0.0,
6900,9.1,13.5,242.2,0.0,0.0,0.0,
7000,12.9,13.3,246.1,0.0,0.0,0.0,
7100,11.1,15.1,230.5,0.0,0.0,0.0,
7200,10.7,15.1,234.4,0.0,0.0,0.0,
7300,13.4,15.2,238.3,0.0,0.0,0.0,
7400,11.3,16.7,230.5,0.0,0.0,0.0,
7500,11.8,17.2,250.0,0.0,0.0,0.0,
7600,9.6,17.3,281.3,0.0,0.0,0.0,
7700,10.6,17.3,250.0,0.0,0.0,0.0,
7800,7.9,17.4,253.9,0.0,0.0,0.0,
7900,11.4,17.4,250.0,0.0,0.0,0.0,
8000,9.2,17.3,253.9,0.0,0.0,0.0,
8100,11.3,15.9,261.7,0.0,0.0,0.0,
8200,8.6,15.8,242.2,0.0,0.0,0.0,
8300,10.0,15.7,265.6,0.0,0.0,0.0,
8400,12.0,14.2,265.6,0.0,0.0,0.0,
8500,11.2,13.9,265.6,0.0,0.0,0.0,
8600,10.8,14.3,250.0,0.0,0.0,0.0,
8700,9.6,14.6,253.9,0.0,0.0,0.0,
8800,11.2,15.7,230.5,0.0,0.0,0.0,
8900,12.1,16.4,253.9,0.0,0.0,0.0,
9000,9.6,16.3,257.8,0.0,0.0,0.0,
9100,13.5,17.2,218.8,0.0,0.0,0.0,
9200,9.7,17.7,253.9,0.0,0.0,0.0,
9300,9.1,17.8,253.9,0.0,0.0,0.0,
9400,9.1,17.7,246.1,0.0,0.0,0.0,
9500,8.7,17.5,257.8,0.0,0.0,0.0,
9600,10.2,16.9,242.2,0.0,0.0,0.0,
9700,11.8,16.7,269.5,0.0,0.0,0.0,
9800,9.2,15.8,281.3,0.0,0.0,0.0,
9900,8.3,15.1,261.7,0.0,0.0,0.0,
10000,10.0,15.0,257.8,0.0,0.0,0.0,
10100,10.8,14.0,242.2,0.0,0.0,0.0,
10200,13.3,13.5,257.8,0.0,0.0,0.0,
10300,12.9,15.3,269.5,0.0,0.0,0.0,
10400,11.3,16.3,281.3,0.0,0.0,0.0,
