wall_time,timestamp_ms,emg_raw,rms,mdf,rms_slope,mdf_slope,fatigue_detected,is_running,is_stimulating
2026-05-07T18:30:18.056,68623,1840,43.94853,7.8125,38.91367,216.1267,False,False,False
2026-05-07T18:30:19.062,69623,1872,42.60859,89.84375,29.52923,226.7711,False,False,False
2026-05-07T18:30:20.064,70623,1862,39.78436,62.5,19.79559,227.3925,False,False,False
2026-05-07T18:30:21.055,71623,1859,42.40435,50.78125,10.40248,223.9877,False,False,False
2026-05-07T18:30:22.104,72623,1856,49.56998,70.3125,1.861212,225.1992,False,False,False
2026-05-07T18:30:23.194,73623,1860,47.72518,82.03125,-6.791192,228.2499,False,False,False
2026-05-07T18:30:24.427,74623,1845,47.09259,93.75,-15.62482,232.6563,False,False,False
2026-05-07T18:30:25.055,75623,1872,45.41365,85.9375,-24.65991,233.8789,False,False,False
2026-05-07T18:30:26.060,76623,1860,45.04701,101.5625,-33.74892,237.1868,False,False,False
2026-05-07T18:30:27.061,77623,1868,46.30779,82.03125,-42.66226,235.4128,False,False,False
2026-05-07T18:30:28.055,78623,1836,45.08819,97.65625,-51.77119,235.837,False,False,False
2026-05-07T18:30:29.067,79623,1856,41.5489,70.3125,-61.30081,230.4904,False,False,False
2026-05-07T18:30:30.068,80623,1847,41.26731,3.90625,-70.87473,212.811,False,False,False
2026-05-07T18:30:31.062,81623,1862,41.55909,11.71875,-80.23618,196.657,False,False,False
2026-05-07T18:30:32.062,82623,1858,42.48747,27.34375,-89.51891,183.677,False,False,False
2026-05-07T18:30:33.059,83623,1859,41.37944,15.625,-99.07209,168.3769,False,False,False
2026-05-07T18:30:34.056,84623,1861,40.84516,3.90625,-108.6995,150.649,False,False,False
2026-05-07T18:30:35.066,85623,1878,44.17746,62.5,-117.8376,145.5755,False,False,False
2026-05-07T18:30:36.057,86623,1860,43.20074,74.21875,-127.1401,142.6468,False,False,False
2026-05-07T18:30:37.325,87623,1875,45.81529,93.75,-136.062,143.1444,False,False,False
2026-05-07T18:30:38.077,88623,1867,46.13861,101.5625,-144.8845,144.3165,False,False,False
2026-05-07T18:30:39.057,89623,1870,46.90654,58.59375,-153.603,136.7261,False,False,False
