wall_time,timestamp_ms,emg_raw,rms,mdf,rms_slope,mdf_slope,fatigue_detected,is_running,is_stimulating
2026-05-07T18:08:08.892,1764623,1824,110.4214,35.15625,40.12506,-12.53869,False,False,False
2026-05-07T18:08:09.897,1765623,1856,128.8106,54.6875,56.6735,35.76157,False,False,False
2026-05-07T18:08:10.890,1766623,1819,115.0749,31.25,68.49706,97.00682,False,False,False
2026-05-07T18:08:11.895,1767623,1799,114.67,31.25,79.27169,107.7222,False,False,False
2026-05-07T18:08:12.888,1768623,1834,133.6429,54.6875,92.40515,133.469,False,False,False
2026-05-07T18:08:13.886,1769623,1856,137.98,62.5,104.5107,163.0508,False,False,False
2026-05-07T18:08:14.883,1770623,1819,134.4357,66.40625,115.2302,189.0424,False,False,False
2026-05-07T18:08:15.899,1771623,1814,140.7038,50.78125,125.1894,198.8171,False,False,False
2026-05-07T18:08:17.005,1772623,1838,154.8126,74.21875,135.8668,216.5514,False,False,False
2026-05-07T18:08:17.882,1773623,1787,155.384,74.21875,145.2534,230.2265,False,False,False
2026-05-07T18:08:18.893,1774623,1810,157.3607,62.5,153.7054,239.9128,False,False,False
2026-05-07T18:08:19.882,1775623,1848,172.2624,66.40625,162.5415,245.7204,False,False,False
2026-05-07T18:08:20.888,1776623,1826,186.9707,54.6875,171.77,246.2621,False,False,False
2026-05-07T18:08:21.915,1777623,1854,185.0711,74.21875,179.3597,251.5031,False,False,False
2026-05-07T18:08:22.883,1778623,1769,174.509,58.59375,185.0973,250.8796,False,False,False
2026-05-07T18:08:23.884,1779623,1825,200.0534,82.03125,191.5074,265.7415,False,False,False
2026-05-07T18:08:24.882,1780623,1864,192.7522,82.03125,196.7331,278.3493,False,False,False
2026-05-07T18:08:25.893,1781623,1793,211.2009,93.75,202.44,291.425,False,False,False
2026-05-07T18:08:26.883,1782623,1856,221.2724,101.5625,209.1291,320.2962,False,False,False
2026-05-07T18:08:27.886,1783623,1847,224.8476,74.21875,213.8571,325.4404,False,False,False
2026-05-07T18:08:28.990,1784623,1793,216.7721,74.21875,216.8314,320.5676,False,False,False
2026-05-07T18:08:29.922,1785623,1854,249.1818,109.375,221.1788,320.8307,False,False,False
2026-05-07T18:08:30.916,1786623,1853,224.5356,82.03125,222.8082,315.8512,False,False,False
2026-05-07T18:08:31.885,1787623,1837,229.2539,97.65625,223.8952,312.7453,False,False,False
2026-05-07T18:08:32.983,1788623,1857,237.2878,97.65625,224.757,308.9942,False,False,False
2026-05-07T18:08:33.899,1789623,1855,242.4596,85.9375,225.2839,303.0804,False,False,False
2026-05-07T18:08:34.889,1790623,1850,261.2263,93.75,226.1472,299.5436,False,False,False
2026-05-07T18:08:35.884,1791623,1846,260.8593,97.65625,226.2328,294.4611,False,False,False
2026-05-07T18:08:36.974,1792623,1798,251.6256,89.84375,225.1757,287.987,False,False,False
2026-05-07T18:08:37.892,1793623,3561,255.5677,121.0938,223.9189,285.1742,False,False,False
2026-05-07T18:08:39.134,1794623,3191,257.1967,105.4688,222.2963,279.8346,False,False,False
2026-05-07T18:08:40.377,1795623,1815,252.1528,105.4688,219.7193,274.1405,False,False,False
2026-05-07T18:08:40.883,1796623,1840,238.886,109.375,216.1028,269.8214,False,False,False
2026-05-07T18:08:42.026,1797623,1942,260.9324,93.75,213.2217,262.1329,False,False,False
2026-05-07T18:08:42.884,1798623,1839,232.8475,97.65625,208.8368,254.7471,False,False,False
2026-05-07T18:08:43.892,1799623,1855,234.7568,97.65625,204.8388,247.2006,False,False,False
2026-05-07T18:08:45.273,1800623,1856,237.417,105.4688,200.9594,240.3765,False,False,False
2026-05-07T18:08:46.187,1801623,1840,263.1039,101.5625,197.2497,235.9763,False,False,False
2026-05-07T18:08:47.112,1802623,1938,258.6593,82.03125,193.27,229.1653,False,False,False
2026-05-07T18:08:48.338,1803623,1816,237.2856,31.25,187.8193,216.6013,False,False,False
2026-05-07T18:08:48.973,1804623,1858,246.8158,93.75,183.1068,208.3397,False,False,False
2026-05-07T18:08:50.218,1805623,1879,265.5546,97.65625,178.5498,201.3283,False,False,False
2026-05-07T18:08:51.115,1806623,1893,280.8877,70.3125,174.1328,195.5449,False,False,False
2026-05-07T18:08:52.043,1807623,1847,237.7595,109.375,167.6287,189.6668,False,False,False
2026-05-07T18:08:52.882,1808623,1847,272.5112,89.84375,162.4835,180.6051,False,False,False
2026-05-07T18:08:53.886,1809623,1809,268.1773,89.84375,156.9695,171.5011,False,False,False
2026-05-07T18:08:54.882,1810623,1759,273.1036,97.65625,151.4148,163.2122,False,False,False
2026-05-07T18:08:55.884,1811623,1845,251.8088,97.65625,144.7992,154.843,False,False,False
2026-05-07T18:08:56.882,1812623,1808,276.3828,89.84375,139.0469,145.5514,False,False,False
2026-05-07T18:08:57.894,1813623,1850,250.4327,97.65625,132.0773,137.7766,False,False,False
2026-05-07T18:08:59.407,1814623,1829,271.9469,89.84375,125.8664,128.3873,False,False,False
2026-05-07T18:09:00.011,1815623,1850,279.4866,97.65625,119.8143,119.8182,False,False,False
2026-05-07T18:09:00.932,1816623,1845,243.5841,85.9375,112.2611,109.925,False,False,False
2026-05-07T18:09:02.190,1817623,1826,275.1837,93.75,105.7606,102.1009,False,False,False
2026-05-07T18:09:03.395,1818623,1849,253.602,97.65625,98.28109,93.42697,False,False,False
2026-05-07T18:09:04.018,1819623,1840,275.6855,93.75,91.61452,84.28069,False,False,False
2026-05-07T18:09:04.934,1820623,1856,260.1176,93.75,84.22248,75.10233,False,False,False
2026-05-07T18:09:06.160,1821623,1823,245.8398,105.4688,76.17057,67.14785,False,False,False
2026-05-07T18:09:07.085,1822623,1665,242.706,85.9375,69.51497,57.55131,False,False,False
2026-05-07T18:09:08.019,1823623,1861,132.1688,23.4375,60.41926,44.74096,False,False,False
2026-05-07T18:09:08.925,1824623,1859,40.56115,7.8125,47.5518,30.15075,False,False,False
2026-05-07T18:09:09.885,1825623,1873,35.90439,3.90625,35.36164,17.55086,False,False,False
2026-05-07T18:09:11.074,1826623,1869,29.39622,23.4375,22.18812,4.284591,False,False,False
2026-05-07T18:09:11.931,1827623,1865,34.8391,11.71875,9.197522,-10.43701,False,False,False
2026-05-07T18:09:12.899,1828623,1861,39.93383,3.90625,-2.698106,-23.34525,False,False,False
2026-05-07T18:09:14.142,1829623,1856,38.82099,7.8125,-14.47159,-34.85766,False,False,False
