Time(ms),Raw_ADC,ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,MW_Valid,Marker
0,1735.7,186.5,0.0,0.0,350.0,3277.0,11.0,1,
100,1736.3,137.0,0.0,0.0,608.0,4218.0,10.0,1,
200,1723.6,150.3,0.0,0.0,717.0,4939.0,9.0,1,
300,1725.5,141.4,0.0,0.0,725.0,4299.0,9.0,1,
400,1711.1,125.5,0.0,0.0,693.0,3973.0,7.0,1,
500,1729.6,170.6,0.0,34.2,818.0,4128.0,8.0,1,
600,1721.3,146.6,0.0,28.8,722.0,4540.0,7.0,1,
700,1714.7,137.9,0.0,35.8,722.0,4540.0,7.0,1,
800,1724.7,141.2,0.0,30.0,722.0,4540.0,7.0,1,
900,1722.5,134.6,0.0,29.8,722.0,4540.0,7.0,1,
1000,1723.0,135.6,0.0,34.7,722.0,4540.0,7.0,1,
1100,1723.7,145.9,0.0,39.9,722.0,4540.0,7.0,1,
1200,1716.6,134.7,0.0,46.9,722.0,4540.0,7.0,1,
1300,1722.9,141.9,0.0,65.5,722.0,4540.0,7.0,1,
1400,1719.8,141.4,0.0,65.5,722.0,4540.0,7.0,1,
1500,1721.4,130.1,0.0,35.9,722.0,4540.0,7.0,1,
1600,1717.8,225.1,90.0,35.3,378.0,3498.0,11.0,1,
1700,1726.5,158.6,82.5,35.4,584.0,4674.0,10.0,1,
1800,1707.4,132.1,62.2,30.3,727.0,4799.0,9.0,1,
1900,1694.5,137.0,54.5,30.1,755.0,4279.0,8.0,1,
2000,1700.0,146.4,74.0,29.4,699.0,4535.0,9.0,1,
2100,1726.5,315.7,74.2,28.9,713.0,4469.0,7.0,1,
2200,1710.7,162.9,94.5,29.4,818.0,4284.0,8.0,1,
2300,1710.0,150.6,94.5,34.6,818.0,4284.0,8.0,1,
2400,1713.7,140.6,94.5,29.8,818.0,4284.0,8.0,1,
2600,1721.7,144.3,94.5,29.5,818.0,4284.0,8.0,1,
2700,1717.9,132.4,94.6,46.4,818.0,4284.0,8.0,1,
2800,1722.9,138.7,94.5,47.3,818.0,4284.0,8.0,1,
2900,1722.9,140.0,94.5,48.3,818.0,4284.0,8.0,1,
3000,1722.3,135.9,94.5,36.0,818.0,4284.0,8.0,1,
3100,1722.8,134.2,94.5,35.8,818.0,4284.0,8.0,1,
3200,1724.8,132.2,94.5,50.7,191.0,2854.0,12.0,1,
3300,1723.1,201.5,91.5,42.2,466.0,3800.0,10.0,1,
3400,1697.1,137.2,94.1,39.3,811.0,5298.0,10.0,1,
3600,1726.3,155.1,84.0,29.9,790.0,4535.0,8.0,1,
3700,1698.8,171.2,85.1,29.4,690.0,4775.0,9.0,1,
3800,1705.7,205.5,50.4,29.1,716.0,5253.0,7.0,1,
3900,1694.3,155.8,59.6,29.0,716.0,5253.0,7.0,1,
4000,1707.5,142.5,59.6,35.5,716.0,5253.0,7.0,1,
4100,1716.4,151.9,59.6,35.7,716.0,5253.0,7.0,1,
4200,1710.2,144.8,59.6,36.0,716.0,5253.0,7.0,1,
4300,1714.2,139.2,59.6,39.5,716.0,5253.0,7.0,1,
4400,1720.6,147.0,59.5,54.4,716.0,5253.0,7.0,1,
4600,1715.1,144.6,59.5,48.1,716.0,5253.0,7.0,1,
4700,1718.8,146.2,59.5,36.1,716.0,5253.0,7.0,1,
