Time(ms),Raw_ADC,ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,MW_Valid,Marker
0,1863.9,55.0,210.2,113.3,0.0,0.0,0.0,1,
200,1863.4,239.0,0.0,0.0,0.0,0.0,0.0,1,
300,1885.2,221.1,0.0,0.0,1195.0,3886.0,5.0,0,
400,1833.5,179.6,0.0,0.0,2171.0,5561.0,28.0,0,
500,1870.4,278.3,0.0,0.0,1582.0,5380.0,30.0,0,
600,1880.8,380.8,0.0,0.0,1597.0,5526.0,21.0,1,
700,1865.1,246.1,0.0,128.9,1682.0,4560.0,30.0,0,
800,1878.4,103.8,0.0,128.9,1399.0,4137.0,18.0,1,
900,1863.0,58.0,0.0,130.9,1399.0,4137.0,18.0,1,
1000,1858.5,53.2,0.0,146.5,1399.0,4137.0,18.0,1,
1100,1862.1,55.5,382.2,152.3,1399.0,4137.0,18.0,1,
1200,1863.9,54.4,382.3,148.4,1399.0,4137.0,18.0,1,
1300,1862.9,52.9,362.7,158.2,1399.0,4137.0,18.0,1,
1400,1863.0,54.9,344.2,138.7,1399.0,4137.0,18.0,1,
1500,1863.5,55.6,310.9,123.0,1399.0,4137.0,18.0,1,
1600,1862.7,53.2,265.7,109.4,1399.0,4137.0,18.0,1,
1700,1861.5,49.8,190.0,66.4,1399.0,4137.0,18.0,1,
1800,1862.5,88.5,79.6,68.4,1399.0,4137.0,18.0,1,
1900,1852.5,192.7,89.3,111.3,1206.0,4418.0,30.0,0,
2100,1863.1,257.3,176.3,99.6,1479.0,4384.0,5.0,0,
2200,1910.4,333.8,246.5,123.0,2601.0,5820.0,30.0,0,
2300,1844.0,205.1,304.6,128.9,1648.0,5395.0,19.0,1,
2400,1864.7,215.4,350.9,128.9,1532.0,4297.0,30.0,0,
2500,1883.0,67.5,375.0,128.9,1532.0,4297.0,30.0,0,
2600,1859.9,58.2,375.0,144.5,1532.0,4297.0,30.0,0,
2700,1862.0,54.4,375.1,158.2,1532.0,4297.0,30.0,0,
2800,1863.1,53.9,375.2,158.2,1532.0,4297.0,30.0,0,
2900,1863.4,56.4,369.6,154.3,1532.0,4297.0,30.0,0,
3100,1863.7,57.9,337.0,107.4,1532.0,4297.0,30.0,0,
3200,1862.4,56.7,289.8,93.8,1532.0,4297.0,30.0,0,
3300,1863.5,61.1,227.8,117.2,1532.0,4297.0,30.0,0,
3400,1863.7,56.9,146.9,127.0,1532.0,4297.0,30.0,0,
3500,1855.2,246.1,70.9,140.6,1311.0,4775.0,5.0,0,
3600,1857.9,184.7,124.6,127.0,1306.0,4181.0,5.0,0,
3700,1862.5,323.8,178.9,127.0,2367.0,6188.0,30.0,0,
3800,1877.4,198.6,239.8,128.9,1547.0,5707.0,22.0,1,
3900,1868.5,192.1,299.9,128.9,1641.0,4166.0,29.0,0,
4100,1883.6,70.4,378.9,142.6,1641.0,4166.0,29.0,0,
4200,1861.4,64.2,378.8,156.3,1641.0,4166.0,29.0,0,
4300,1863.5,52.2,378.9,158.2,1641.0,4166.0,29.0,0,
4400,1864.4,58.5,378.8,160.2,1641.0,4166.0,29.0,0,
4500,1861.8,54.2,377.9,160.2,1641.0,4166.0,29.0,0,
4600,1863.4,51.9,363.7,123.0,1641.0,4166.0,29.0,0,
4700,1860.0,40.5,340.3,115.2,1641.0,4166.0,29.0,0,
4800,1862.7,22.1,300.4,130.9,1641.0,4166.0,29.0,0,
4900,1863.2,20.2,239.7,68.4,1641.0,4166.0,29.0,0,
5100,1879.6,145.3,81.5,64.5,770.0,2770.0,5.0,0,
5200,1837.9,192.1,129.8,68.4,1178.0,3646.0,30.0,0,
5300,1859.9,140.7,159.3,91.8,1040.0,3011.0,5.0,0,
5400,1864.5,266.1,200.0,97.7,1635.0,4320.0,5.0,0,
5500,1879.1,363.0,250.9,128.9,2316.0,5570.0,30.0,0,
5600,1905.5,203.4,318.2,128.9,1439.0,4397.0,27.0,0,
5700,1845.4,49.5,365.8,128.9,1455.0,4290.0,19.0,1,
5800,1865.0,18.4,365.6,142.6,1455.0,4290.0,19.0,1,
5900,1860.9,18.0,365.6,146.5,1455.0,4290.0,19.0,1,
6100,1862.9,17.3,360.1,156.3,1455.0,4290.0,19.0,1,
6200,1863.1,17.7,345.3,152.3,1455.0,4290.0,19.0,1,
6300,1862.6,17.8,332.2,78.1,1455.0,4290.0,19.0,1,
6400,1862.2,17.3,308.8,66.4,1455.0,4290.0,19.0,1,
6500,1862.8,17.0,268.5,66.4,1455.0,4290.0,19.0,1,
6600,1863.4,17.7,182.7,84.0,1455.0,4290.0,19.0,1,
6700,1862.2,147.3,20.8,66.4,820.0,3108.0,30.0,0,
6800,1856.9,244.4,85.3,125.0,1089.0,3202.0,30.0,0,
6900,1863.7,175.8,142.7,127.0,848.0,3050.0,5.0,0,
7100,1889.8,271.6,239.4,127.0,1651.0,5365.0,20.0,1,
7200,1865.1,243.1,307.7,128.9,1332.0,4299.0,25.0,0,
7300,1875.9,82.1,344.6,128.9,1526.0,4362.0,26.0,0,
7400,1867.9,20.1,363.1,128.9,1526.0,4362.0,26.0,0,
7500,1860.3,19.5,363.1,130.9,1526.0,4362.0,26.0,0,
7600,1865.0,16.7,363.2,144.5,1526.0,4362.0,26.0,0,
7700,1864.0,17.9,363.2,146.5,1526.0,4362.0,26.0,0,
7800,1864.4,19.0,353.7,148.4,1526.0,4362.0,26.0,0,
7900,1863.9,17.3,334.8,66.4,1526.0,4362.0,26.0,0,
8100,1862.8,18.5,274.1,62.5,1526.0,4362.0,26.0,0,
8200,1862.1,18.0,194.0,62.5,1526.0,4362.0,26.0,0,
8300,1862.3,206.8,116.3,66.4,1421.0,3543.0,30.0,0,
8400,1869.4,179.6,88.9,128.9,945.0,3438.0,5.0,0,
8500,1871.7,223.7,140.9,128.9,1066.0,3214.0,30.0,0,
8600,1840.3,197.8,177.9,125.0,919.0,3155.0,5.0,0,
8700,1868.2,243.3,245.2,113.3,1609.0,5039.0,25.0,0,
8800,1875.1,446.9,296.4,128.9,2176.0,5365.0,30.0,0,
8900,1885.7,150.0,356.1,128.9,1476.0,4686.0,23.0,1,
9100,1859.5,19.4,380.4,130.9,1476.0,4686.0,23.0,1,
9200,1862.8,19.6,380.4,144.5,1476.0,4686.0,23.0,1,
9300,1864.3,18.9,380.5,148.4,1476.0,4686.0,23.0,1,
9400,1864.5,17.2,370.6,150.4,1476.0,4686.0,23.0,1,
9500,1863.8,17.3,354.1,62.5,1476.0,4686.0,23.0,1,
9600,1862.4,17.5,337.2,62.5,1476.0,4686.0,23.0,1,
9700,1862.1,18.2,291.9,64.5,1476.0,4686.0,23.0,1,
9800,1863.0,19.9,239.5,68.4,1476.0,4686.0,23.0,1,
9900,1863.9,78.6,135.8,82.0,1476.0,4686.0,23.0,1,
10100,1847.2,151.3,118.1,105.5,1118.0,3483.0,5.0,0,
10200,1867.3,174.8,170.7,111.3,898.0,3144.0,29.0,0,
10300,1862.8,441.2,212.2,127.0,1801.0,5781.0,30.0,0,
10400,1892.1,258.9,288.6,128.9,1675.0,5270.0,24.0,1,
10500,1874.3,284.3,350.4,128.9,1405.0,4584.0,20.0,1,
10600,1870.3,29.7,376.9,128.9,1405.0,4584.0,20.0,1,
10700,1859.5,18.7,376.9,128.9,1405.0,4584.0,20.0,1,
10800,1864.3,21.6,376.9,142.6,1405.0,4584.0,20.0,1,
10900,1863.4,17.4,376.9,146.5,1405.0,4584.0,20.0,1,
11100,1864.4,18.4,358.7,66.4,1405.0,4584.0,20.0,1,
11200,1862.4,17.0,337.0,72.3,1405.0,4584.0,20.0,1,
11300,1862.8,16.9,312.4,85.9,1405.0,4584.0,20.0,1,
11400,1863.0,20.7,243.7,66.4,1405.0,4584.0,20.0,1,
11500,1861.6,17.3,140.4,66.4,1405.0,4584.0,20.0,1,
11600,1853.7,178.2,38.3,78.1,1354.0,3896.0,30.0,0,
11700,1870.0,193.8,118.8,105.5,1145.0,3807.0,5.0,0,
11800,1855.2,326.9,157.9,111.3,1682.0,4071.0,5.0,0,
11900,1913.4,265.7,219.2,127.0,1454.0,5399.0,20.0,1,
12100,1863.8,201.0,342.3,128.9,1669.0,4572.0,5.0,0,
12200,1886.3,41.4,390.5,128.9,1669.0,4572.0,5.0,0,
12300,1865.7,20.6,390.5,128.9,1669.0,4572.0,5.0,0,
12400,1862.3,18.5,390.5,144.5,1669.0,4572.0,5.0,0,
12500,1864.3,18.9,390.5,152.3,1669.0,4572.0,5.0,0,
12600,1865.3,19.6,389.3,154.3,1669.0,4572.0,5.0,0,
12700,1864.7,19.1,372.8,93.8,1669.0,4572.0,5.0,0,
12800,1862.1,18.2,358.1,99.6,1669.0,4572.0,5.0,0,
12900,1863.5,18.8,324.2,85.9,1669.0,4572.0,5.0,0,
13100,1861.8,19.0,189.4,62.5,1669.0,4572.0,5.0,0,
13200,1862.8,241.1,21.1,85.9,942.0,2969.0,5.0,0,
13300,1850.0,279.6,105.7,125.0,1019.0,3616.0,5.0,0,
13400,1872.8,215.1,164.3,109.4,1274.0,3934.0,5.0,0,
13500,1868.4,272.4,233.0,107.4,1490.0,5721.0,26.0,0,
13600,1869.5,350.0,290.2,111.3,1976.0,5395.0,5.0,0,
13700,1890.0,283.7,347.5,127.0,1566.0,4813.0,23.0,1,
13800,1893.0,67.9,386.1,128.9,1987.0,4946.0,30.0,0,
13900,1857.7,20.8,397.8,128.9,1987.0,4946.0,30.0,0,
14100,1865.1,20.2,397.8,144.5,1987.0,4946.0,30.0,0,
14200,1863.7,19.4,397.8,148.4,1987.0,4946.0,30.0,0,
14300,1862.5,18.8,384.4,152.3,1987.0,4946.0,30.0,0,
14400,1864.8,18.8,363.2,62.5,1987.0,4946.0,30.0,0,
14500,1862.9,18.9,323.5,62.5,1987.0,4946.0,30.0,0,
14600,1861.6,18.2,273.3,66.4,1987.0,4946.0,30.0,0,
14700,1863.4,20.6,195.2,99.6,1987.0,4946.0,30.0,0,
14800,1862.2,178.3,98.4,66.4,887.0,2629.0,5.0,0,
14900,1850.4,157.3,91.1,109.4,1139.0,3911.0,5.0,0,
15100,1859.0,441.8,181.8,111.3,1430.0,5367.0,21.0,1,rest_end
15200,1885.3,280.4,265.1,127.0,1534.0,5257.0,26.0,0,
15300,1911.7,301.2,332.3,128.9,1568.0,4684.0,20.0,1,
15400,1836.9,117.0,369.9,128.9,2142.0,5039.0,30.0,0,
15500,1880.5,23.1,391.3,128.9,2142.0,5039.0,30.0,0,
15600,1860.8,20.2,391.3,130.9,2142.0,5039.0,30.0,0,
15700,1863.1,19.9,391.3,142.6,2142.0,5039.0,30.0,0,
15800,1864.3,19.3,391.3,146.5,2142.0,5039.0,30.0,0,
15900,1864.2,20.5,381.3,146.5,2142.0,5039.0,30.0,0,
16100,1862.7,19.1,347.6,62.5,2142.0,5039.0,30.0,0,
16200,1864.6,19.2,289.2,78.1,2142.0,5039.0,30.0,0,
16300,1863.4,18.5,208.5,78.1,2142.0,5039.0,30.0,0,
16400,1862.6,115.7,129.1,78.1,2142.0,5039.0,30.0,0,
16500,1862.0,229.9,95.0,66.4,1173.0,3929.0,5.0,0,
16600,1856.0,326.9,142.3,91.8,1162.0,4258.0,5.0,0,
16700,1861.3,249.6,194.9,95.7,1388.0,4304.0,5.0,0,
16800,1881.8,298.4,257.4,97.7,1371.0,4964.0,21.0,1,
16900,1859.6,241.5,302.8,113.3,2186.0,6220.0,30.0,0,
17100,1876.8,37.1,399.3,127.0,2186.0,6220.0,30.0,0,
17200,1860.1,25.2,399.3,127.0,2186.0,6220.0,30.0,0,
17300,1862.8,19.0,399.4,127.0,2186.0,6220.0,30.0,0,
17400,1861.7,21.8,399.4,127.0,2186.0,6220.0,30.0,0,
17500,1864.6,18.5,388.5,123.0,2186.0,6220.0,30.0,0,
17600,1862.3,17.5,374.1,95.7,2186.0,6220.0,30.0,0,
17700,1862.7,18.6,349.6,80.1,2186.0,6220.0,30.0,0,
17800,1862.1,17.7,306.6,72.3,2186.0,6220.0,30.0,0,
17900,1863.5,17.6,261.6,113.3,2186.0,6220.0,30.0,0,
18100,1859.6,276.7,46.9,109.4,1022.0,3927.0,5.0,0,
18200,1881.6,179.5,125.2,111.3,1189.0,3863.0,5.0,0,
18300,1842.9,230.2,178.6,107.4,1276.0,4275.0,5.0,0,
18400,1853.5,229.1,216.5,99.6,1310.0,4759.0,20.0,1,
18500,1883.0,404.1,279.1,113.3,1840.0,5805.0,5.0,0,
18600,1883.8,426.1,327.2,125.0,1626.0,6330.0,28.0,0,
18700,1869.1,42.9,388.1,113.3,1626.0,6330.0,28.0,0,
18800,1860.1,17.5,388.1,113.3,1626.0,6330.0,28.0,0,
18900,1861.2,20.5,388.2,115.2,1626.0,6330.0,28.0,0,
19100,1864.4,18.3,386.3,123.0,1626.0,6330.0,28.0,0,
19200,1862.6,19.0,368.3,80.1,1626.0,6330.0,28.0,0,
19300,1862.4,17.5,345.7,82.0,1626.0,6330.0,28.0,0,
19400,1861.8,17.3,323.2,62.5,1626.0,6330.0,28.0,0,
19500,1863.5,19.0,271.0,76.2,1626.0,6330.0,28.0,0,
19600,1863.1,17.6,210.2,99.6,1626.0,6330.0,28.0,0,
19700,1872.9,155.8,32.2,128.9,1066.0,3215.0,5.0,0,
19800,1850.1,188.8,122.3,107.4,1153.0,4237.0,5.0,0,
19900,1852.8,314.5,158.0,101.6,1237.0,4595.0,5.0,0,
20100,1889.0,386.3,268.1,109.4,1669.0,6126.0,30.0,0,
20200,1863.9,285.5,335.8,113.3,2233.0,6697.0,30.0,0,
20300,1869.6,62.6,397.6,127.0,1809.0,6290.0,20.0,1,
20400,1872.6,20.0,397.8,113.3,1809.0,6290.0,20.0,1,
20500,1859.9,18.2,397.7,115.2,1809.0,6290.0,20.0,1,
