Time(ms),Raw_ADC,ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,MW_Valid,Marker
0,1860.4,2.9,0.0,0.0,0.0,0.0,0.0,0,
100,1860.7,2.9,0.0,0.0,0.0,0.0,0.0,0,
200,1860.9,3.4,0.0,0.0,0.0,0.0,0.0,0,
300,1861.0,2.5,0.0,0.0,0.0,0.0,0.0,0,
400,1861.1,2.5,0.0,0.0,0.0,0.0,0.0,0,
513,1861.1,2.8,0.0,219.4,0.0,0.0,0.0,0,
613,1861.0,2.6,0.0,228.3,0.0,0.0,0.0,0,
713,1861.7,2.7,0.0,201.1,0.0,0.0,0.0,0,
813,1860.9,3.0,0.0,201.9,0.0,0.0,0.0,0,
913,1860.9,2.9,0.0,227.0,0.0,0.0,0.0,0,
1013,1859.6,4.6,0.0,237.7,0.0,0.0,0.0,0,
1113,1861.5,4.8,0.0,220.6,0.0,0.0,0.0,0,
1213,1860.5,3.1,0.0,226.6,0.0,0.0,0.0,0,
1313,1860.9,4.3,0.0,233.6,0.0,0.0,0.0,0,
1413,1860.2,3.0,0.0,231.2,0.0,0.0,0.0,0,
1513,1861.0,4.4,0.0,219.8,0.0,0.0,0.0,0,
1613,1861.3,3.4,4.9,227.1,0.0,0.0,0.0,0,
1713,1860.6,2.4,4.9,235.0,0.0,0.0,0.0,0,
1813,1861.2,2.6,4.9,217.9,0.0,0.0,0.0,0,
1913,1861.2,3.3,4.9,197.6,0.0,0.0,0.0,0,
2013,1860.2,2.9,4.9,187.6,0.0,0.0,0.0,0,
2113,1860.7,2.6,4.9,184.9,0.0,0.0,0.0,0,
2214,1861.0,3.2,4.9,197.9,0.0,0.0,0.0,0,
2314,1861.4,3.1,4.9,200.8,0.0,0.0,0.0,0,
2414,1860.4,3.2,4.9,187.6,0.0,0.0,0.0,0,
2614,1860.5,11.0,6.3,183.0,0.0,0.0,0.0,0,
2714,1860.4,4.5,8.2,227.4,0.0,0.0,0.0,0,
2814,1861.3,5.6,8.7,228.0,0.0,0.0,0.0,0,
2914,1861.0,5.0,10.0,228.4,0.0,0.0,0.0,0,
3014,1860.6,5.8,10.1,234.8,0.0,0.0,0.0,0,
3114,1862.8,5.2,10.9,250.9,0.0,0.0,0.0,0,
3214,1860.1,3.0,10.9,244.4,0.0,0.0,0.0,0,
3314,1860.4,3.1,10.9,244.1,0.0,0.0,0.0,0,
3414,1861.3,3.5,10.9,244.7,0.0,0.0,0.0,0,
3614,1860.6,2.8,10.9,168.9,0.0,0.0,0.0,0,
3714,1860.7,3.6,10.9,198.4,0.0,0.0,0.0,0,
3814,1860.8,2.9,10.9,227.9,0.0,0.0,0.0,0,
3914,1860.6,3.0,10.9,229.4,0.0,0.0,0.0,0,
4014,1860.8,3.6,10.9,232.3,0.0,0.0,0.0,0,
4114,1861.3,2.9,10.9,249.6,0.0,0.0,0.0,0,
4214,1859.3,4.5,10.2,265.3,0.0,0.0,0.0,0,
4314,1859.8,11.8,9.6,232.3,0.0,0.0,0.0,0,
4414,1861.2,5.9,10.8,254.0,0.0,0.0,0.0,0,
4614,1862.9,5.0,11.1,252.4,0.0,0.0,0.0,0,
4714,1860.5,4.8,10.4,231.2,0.0,0.0,0.0,0,
4814,1862.2,4.5,12.0,250.1,0.0,0.0,0.0,0,
4914,1861.0,2.9,12.0,247.3,0.0,0.0,0.0,0,
5014,1860.7,2.8,12.0,230.8,0.0,0.0,0.0,0,
5114,1860.7,3.6,12.0,230.7,0.0,0.0,0.0,0,
5214,1861.0,3.2,12.0,207.5,0.0,0.0,0.0,0,
5315,1860.9,3.0,12.0,178.0,0.0,0.0,0.0,0,
5415,1861.0,3.0,12.0,187.7,0.0,0.0,0.0,0,
5615,1860.8,3.3,12.0,177.0,0.0,0.0,0.0,0,
5715,1860.7,3.0,12.0,159.0,0.0,0.0,0.0,0,
5815,1860.8,9.4,12.3,164.3,0.0,0.0,0.0,0,
5915,1862.8,6.8,13.6,228.7,0.0,0.0,0.0,0,
6015,1859.8,6.1,12.4,234.7,0.0,0.0,0.0,0,
6115,1861.5,4.9,13.3,238.4,0.0,0.0,0.0,0,
6215,1859.8,7.5,12.0,252.2,0.0,0.0,0.0,0,
6315,1860.8,5.5,12.7,253.5,0.0,0.0,0.0,0,
6415,1859.9,4.1,11.1,261.1,0.0,0.0,0.0,0,
6615,1860.7,3.4,11.1,232.1,0.0,0.0,0.0,0,
