Time(ms),ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,Marker
0,0.0,15.2,230.5,0.0,0.0,0.0,
100,31.4,15.2,230.5,0.0,0.0,0.0,
200,19.8,15.2,230.5,0.0,0.0,0.0,
300,11.8,15.2,230.5,0.0,0.0,0.0,
400,10.4,15.2,230.5,0.0,0.0,0.0,
500,7.1,15.2,230.5,0.0,0.0,0.0,
600,3.7,28.4,97.7,0.0,0.0,0.0,
700,5.3,28.4,97.7,0.0,0.0,0.0,
800,3.2,28.4,97.7,0.0,0.0,0.0,
900,2.7,28.4,97.7,0.0,0.0,0.0,
1000,2.9,28.4,97.7,0.0,0.0,0.0,
1100,2.5,28.4,97.7,0.0,0.0,0.0,
1200,4.1,28.4,97.7,0.0,0.0,0.0,
1300,6.5,28.4,97.7,0.0,0.0,0.0,
1400,22.5,28.4,97.7,0.0,0.0,0.0,
1500,32.8,28.4,97.7,0.0,0.0,0.0,
1600,22.7,15.7,144.5,0.0,0.0,0.0,
1700,31.2,15.7,144.5,0.0,0.0,0.0,
1800,16.0,15.7,144.5,0.0,0.0,0.0,
1900,12.6,15.7,144.5,0.0,0.0,0.0,
2000,13.3,15.7,144.5,0.0,0.0,0.0,
2100,10.6,15.7,144.5,0.0,0.0,0.0,
2200,3.0,15.7,144.5,0.0,0.0,0.0,
2300,3.6,15.7,144.5,0.0,0.0,0.0,
2400,2.6,15.7,144.5,0.0,0.0,0.0,
2500,2.5,15.7,144.5,0.0,0.0,0.0,
2600,2.6,20.9,109.4,0.0,0.0,0.0,
2700,2.2,20.9,109.4,0.0,0.0,0.0,
2800,2.9,20.9,109.4,0.0,0.0,0.0,
2900,16.3,20.9,109.4,0.0,0.0,0.0,
3000,31.7,20.9,109.4,0.0,0.0,0.0,
3100,22.8,20.9,109.4,0.0,0.0,0.0,
3200,24.4,20.9,109.4,0.0,0.0,0.0,
3300,26.9,20.9,109.4,0.0,0.0,0.0,
3400,18.2,20.9,109.4,0.0,0.0,0.0,
3500,13.4,20.9,109.4,0.0,0.0,0.0,
3700,18.1,20.9,109.4,0.0,0.0,0.0,
3800,3.9,20.9,109.4,0.0,0.0,0.0,
3900,4.3,20.9,109.4,0.0,0.0,0.0,
4000,4.3,20.9,109.4,0.0,0.0,0.0,
4100,4.1,20.9,109.4,0.0,0.0,0.0,
4200,2.8,20.9,109.4,0.0,0.0,0.0,
4300,5.3,20.9,109.4,0.0,0.0,0.0,
4400,4.5,20.9,109.4,0.0,0.0,0.0,
4500,9.6,20.9,109.4,0.0,0.0,0.0,
4600,23.0,216.7,58.6,0.0,0.0,0.0,
4700,22.4,216.7,58.6,0.0,0.0,0.0,
4800,29.5,216.7,58.6,0.0,0.0,0.0,
4900,20.1,216.7,58.6,0.0,0.0,0.0,
5000,11.1,216.7,58.6,0.0,0.0,0.0,
5100,10.5,216.7,58.6,0.0,0.0,0.0,
5200,7.1,216.7,58.6,0.0,0.0,0.0,
5300,12.3,216.7,58.6,0.0,0.0,0.0,
5400,5.2,216.7,58.6,0.0,0.0,0.0,
5500,2.7,216.7,58.6,0.0,0.0,0.0,
5600,2.4,23.6,109.4,0.0,0.0,0.0,
5700,3.9,23.6,109.4,0.0,0.0,0.0,
5800,4.1,23.6,109.4,0.0,0.0,0.0,
5900,3.0,23.6,109.4,0.0,0.0,0.0,
6000,3.5,23.6,109.4,0.0,0.0,0.0,
6100,2.7,23.6,109.4,0.0,0.0,0.0,
6200,5.2,23.6,109.4,0.0,0.0,0.0,
6300,14.1,23.6,109.4,0.0,0.0,0.0,
6400,16.3,23.6,109.4,0.0,0.0,0.0,
6500,25.0,23.6,109.4,0.0,0.0,0.0,
6600,27.4,11.8,125.0,0.0,0.0,0.0,
6700,16.0,11.8,125.0,0.0,0.0,0.0,
6800,16.8,11.8,125.0,0.0,0.0,0.0,
6900,11.2,11.8,125.0,0.0,0.0,0.0,
7000,4.1,11.8,125.0,0.0,0.0,0.0,
7100,3.2,11.8,125.0,0.0,0.0,0.0,
7200,4.5,11.8,125.0,0.0,0.0,0.0,
7300,6.3,11.8,125.0,0.0,0.0,0.0,
7400,2.4,11.8,125.0,0.0,0.0,0.0,
7500,4.3,11.8,125.0,0.0,0.0,0.0,
7600,3.3,20.9,109.4,0.0,0.0,0.0,
7700,2.6,20.9,109.4,0.0,0.0,0.0,
7800,3.7,20.9,109.4,0.0,0.0,0.0,
7900,4.2,20.9,109.4,0.0,0.0,0.0,
8000,12.6,20.9,109.4,0.0,0.0,0.0,
8100,20.3,20.9,109.4,0.0,0.0,0.0,
8200,32.7,20.9,109.4,0.0,0.0,0.0,
8300,366.3,20.9,109.4,0.0,0.0,0.0,
8400,123.1,20.9,109.4,983.0,6885.0,5.0,
8500,18.4,20.9,109.4,983.0,6885.0,5.0,
8600,7.9,218.8,171.9,983.0,6885.0,5.0,
8700,5.9,218.8,171.9,983.0,6885.0,5.0,
8800,2.6,218.8,171.9,983.0,6885.0,5.0,
8900,3.3,218.8,171.9,983.0,6885.0,5.0,
9000,3.3,218.8,171.9,983.0,6885.0,5.0,
9100,3.2,218.8,171.9,983.0,6885.0,5.0,
9200,2.3,218.8,171.9,983.0,6885.0,5.0,
9300,2.9,218.8,171.9,983.0,6885.0,5.0,
9400,3.6,218.8,171.9,983.0,6885.0,5.0,
9500,10.5,218.8,171.9,983.0,6885.0,5.0,
9600,16.3,6.5,105.5,983.0,6885.0,5.0,
9700,33.9,6.5,105.5,983.0,6885.0,5.0,
9800,27.7,6.5,105.5,983.0,6885.0,5.0,
9900,23.4,6.5,105.5,983.0,6885.0,5.0,
10000,16.2,6.5,105.5,983.0,6885.0,5.0,
10100,10.5,6.5,105.5,983.0,6885.0,5.0,
10200,5.7,6.5,105.5,983.0,6885.0,5.0,
10300,8.6,6.5,105.5,983.0,6885.0,5.0,
10400,2.8,6.5,105.5,983.0,6885.0,5.0,
10500,4.2,6.5,105.5,983.0,6885.0,5.0,
10600,3.3,24.7,175.8,983.0,6885.0,5.0,
10700,2.6,24.7,175.8,983.0,6885.0,5.0,
10800,2.9,24.7,175.8,983.0,6885.0,5.0,
10900,3.0,24.7,175.8,983.0,6885.0,5.0,
11000,8.0,24.7,175.8,983.0,6885.0,5.0,
11100,16.6,24.7,175.8,983.0,6885.0,5.0,
11200,30.2,24.7,175.8,983.0,6885.0,5.0,
11300,30.9,24.7,175.8,983.0,6885.0,5.0,
11400,28.6,24.7,175.8,983.0,6885.0,5.0,
11500,23.6,24.7,175.8,983.0,6885.0,5.0,
11600,14.6,26.5,136.7,983.0,6885.0,5.0,
11700,12.1,26.5,136.7,983.0,6885.0,5.0,
11800,5.9,26.5,136.7,983.0,6885.0,5.0,
11900,2.7,26.5,136.7,983.0,6885.0,5.0,
12000,3.3,26.5,136.7,983.0,6885.0,5.0,
12100,2.7,26.5,136.7,983.0,6885.0,5.0,
12200,2.2,26.5,136.7,983.0,6885.0,5.0,
12300,3.0,26.5,136.7,983.0,6885.0,5.0,
12400,3.3,26.5,136.7,983.0,6885.0,5.0,
12500,4.0,26.5,136.7,983.0,6885.0,5.0,
12600,6.4,14.0,168.0,983.0,6885.0,5.0,
12700,19.9,14.0,168.0,983.0,6885.0,5.0,
12800,44.9,14.0,168.0,983.0,6885.0,5.0,
12900,27.9,14.0,168.0,983.0,6885.0,5.0,
13000,28.3,14.0,168.0,983.0,6885.0,5.0,
13100,30.8,14.0,168.0,983.0,6885.0,5.0,
13200,17.9,14.0,168.0,983.0,6885.0,5.0,
13300,11.8,14.0,168.0,983.0,6885.0,5.0,
13400,3.9,14.0,168.0,983.0,6885.0,5.0,
13500,3.0,14.0,168.0,983.0,6885.0,5.0,
13600,4.0,32.8,85.9,983.0,6885.0,5.0,
13700,3.0,32.8,85.9,983.0,6885.0,5.0,
13800,2.5,32.8,85.9,983.0,6885.0,5.0,
13900,3.6,32.8,85.9,983.0,6885.0,5.0,
14000,2.8,32.8,85.9,983.0,6885.0,5.0,
14100,3.7,32.8,85.9,983.0,6885.0,5.0,
14200,7.3,32.8,85.9,983.0,6885.0,5.0,
14300,12.7,32.8,85.9,983.0,6885.0,5.0,
14400,31.5,32.8,85.9,983.0,6885.0,5.0,
14500,28.7,32.8,85.9,983.0,6885.0,5.0,
14600,33.8,18.6,136.7,983.0,6885.0,5.0,
14700,31.2,18.6,136.7,983.0,6885.0,5.0,
14800,12.6,18.6,136.7,983.0,6885.0,5.0,
14900,7.1,18.6,136.7,983.0,6885.0,5.0,
15000,4.4,18.6,136.7,983.0,6885.0,5.0,
15100,4.4,18.6,136.7,983.0,6885.0,5.0,
15200,3.6,18.6,136.7,983.0,6885.0,5.0,
15300,2.9,18.6,136.7,983.0,6885.0,5.0,
15400,3.2,18.6,136.7,983.0,6885.0,5.0,
15500,2.8,18.6,136.7,983.0,6885.0,5.0,
15600,2.9,20.1,97.7,983.0,6885.0,5.0,
15700,2.9,20.1,97.7,983.0,6885.0,5.0,
15800,2.2,20.1,97.7,983.0,6885.0,5.0,
15900,3.7,20.1,97.7,983.0,6885.0,5.0,
16000,15.8,20.1,97.7,983.0,6885.0,5.0,
16100,17.8,20.1,97.7,983.0,6885.0,5.0,
16200,40.6,20.1,97.7,983.0,6885.0,5.0,
16300,48.1,20.1,97.7,983.0,6885.0,5.0,
16400,27.5,20.1,97.7,983.0,6885.0,5.0,
16500,14.4,20.1,97.7,983.0,6885.0,5.0,
16600,8.9,29.2,183.6,983.0,6885.0,5.0,
16700,3.3,29.2,183.6,983.0,6885.0,5.0,
16800,3.5,29.2,183.6,983.0,6885.0,5.0,
16900,3.3,29.2,183.6,983.0,6885.0,5.0,
17000,3.2,29.2,183.6,983.0,6885.0,5.0,
17100,3.2,29.2,183.6,983.0,6885.0,5.0,
17200,2.7,29.2,183.6,983.0,6885.0,5.0,
17300,3.1,29.2,183.6,983.0,6885.0,5.0,
17400,3.6,29.2,183.6,983.0,6885.0,5.0,
17500,5.2,29.2,183.6,983.0,6885.0,5.0,
17600,8.9,8.8,253.9,983.0,6885.0,5.0,
17700,10.6,8.8,253.9,983.0,6885.0,5.0,
17800,27.9,8.8,253.9,983.0,6885.0,5.0,
17900,46.3,8.8,253.9,983.0,6885.0,5.0,
18000,29.3,8.8,253.9,983.0,6885.0,5.0,
18100,20.6,8.8,253.9,983.0,6885.0,5.0,
18200,9.3,8.8,253.9,983.0,6885.0,5.0,
18300,3.6,8.8,253.9,983.0,6885.0,5.0,
18400,3.0,8.8,253.9,983.0,6885.0,5.0,
18500,3.1,8.8,253.9,983.0,6885.0,5.0,
18600,3.2,28.5,125.0,983.0,6885.0,5.0,
18700,2.9,28.5,125.0,983.0,6885.0,5.0,
18800,2.8,28.5,125.0,983.0,6885.0,5.0,
18900,4.0,28.5,125.0,983.0,6885.0,5.0,
19000,2.5,28.5,125.0,983.0,6885.0,5.0,
19100,3.9,28.5,125.0,983.0,6885.0,5.0,
19200,13.3,28.5,125.0,983.0,6885.0,5.0,
19300,22.7,28.5,125.0,983.0,6885.0,5.0,
19400,36.1,28.5,125.0,983.0,6885.0,5.0,
19500,36.3,28.5,125.0,983.0,6885.0,5.0,
19600,26.2,28.6,148.4,983.0,6885.0,5.0,
19700,305.4,28.6,148.4,983.0,6885.0,5.0,
19800,72.3,28.6,148.4,1043.0,7289.0,5.0,
19900,6.4,28.6,148.4,1043.0,7289.0,5.0,
20000,2.7,28.6,148.4,1043.0,7289.0,5.0,
20100,2.8,28.6,148.4,1043.0,7289.0,5.0,
20200,3.9,28.6,148.4,1043.0,7289.0,5.0,
20300,3.0,28.6,148.4,1043.0,7289.0,5.0,
20400,2.9,28.6,148.4,1043.0,7289.0,5.0,
20500,3.0,28.6,148.4,1043.0,7289.0,5.0,
20600,2.3,209.5,66.4,1043.0,7289.0,5.0,
20700,3.1,209.5,66.4,1043.0,7289.0,5.0,
20800,6.0,209.5,66.4,1043.0,7289.0,5.0,
20900,17.5,209.5,66.4,1043.0,7289.0,5.0,
21000,35.2,209.5,66.4,1043.0,7289.0,5.0,
21100,33.2,209.5,66.4,1043.0,7289.0,5.0,
21200,20.5,209.5,66.4,1043.0,7289.0,5.0,
