wall_time,timestamp_ms,emg_raw,rms,mdf,rms_slope,mdf_slope,fatigue_detected,is_running,is_stimulating,history_count,marker
2026-05-05T14:24:58.138,2384678,1860,40.94383,70.3125,-140.9318,120.386,False,False,False,60,
2026-05-05T14:24:59.137,2385678,1877,42.0607,93.75,-153.341,117.4097,False,False,False,60,
2026-05-05T14:25:00.132,2386678,1862,41.16704,82.03125,-165.8979,112.1056,False,False,False,60,
2026-05-05T14:25:01.137,2387678,1872,40.89423,82.03125,-178.4805,106.5581,False,False,False,60,
2026-05-05T14:25:02.132,2388678,1872,41.6133,66.40625,-190.9797,98.30139,False,True,True,60,session_start
2026-05-05T14:25:03.187,2389678,1859,40.48846,42.96875,-203.6199,86.21442,False,True,True,60,
2026-05-05T14:25:04.136,2390678,1863,43.97002,66.40625,-215.8387,77.98237,False,True,True,60,
2026-05-05T14:25:05.137,2391678,1861,46.05943,89.84375,-227.7612,73.41755,False,True,True,60,
2026-05-05T14:25:06.133,2392678,1840,55.16379,66.40625,-238.3587,64.90068,False,True,True,60,
2026-05-05T14:25:07.132,2393678,1859,46.71249,70.3125,-249.859,108.1961,False,True,True,60,
2026-05-05T14:25:08.132,2394678,1867,44.98474,66.40625,-243.1128,99.40792,False,True,True,60,
2026-05-05T14:25:09.136,2395678,1843,47.04807,109.375,-233.0649,105.4579,False,True,True,60,
2026-05-05T14:25:10.162,2396678,1854,44.03595,93.75,-236.8487,100.2944,False,True,True,60,
2026-05-05T14:25:11.174,2397678,1831,48.5498,105.4688,-224.1654,100.5483,False,True,True,60,
2026-05-05T14:25:12.218,2398678,1870,46.95521,93.75,-192.6946,102.6484,False,True,True,60,
2026-05-05T14:25:13.231,2399678,1854,46.18451,70.3125,-160.2972,99.60822,False,True,True,60,
2026-05-05T14:25:14.148,2400678,1870,45.68579,89.84375,-124.4222,99.88627,False,True,True,60,
2026-05-05T14:25:15.174,2401678,1872,44.95256,82.03125,-131.7339,92.02769,False,True,True,60,
2026-05-05T14:25:16.198,2402678,1815,45.13769,109.375,-139.0418,88.47017,False,True,True,60,
2026-05-05T14:25:17.161,2403678,1812,46.90672,89.84375,-131.1694,98.54242,False,True,True,60,
2026-05-05T14:25:18.135,2404678,1856,48.40067,93.75,-123.5367,91.68874,False,True,True,60,
