Time(ms),Raw_ADC,ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,MW_Valid,Marker
0,1849.5,319.6,0.0,0.0,0.0,0.0,0.0,0,
100,1869.3,304.7,0.0,0.0,0.0,0.0,0.0,0,
200,1840.9,151.1,0.0,0.0,0.0,0.0,0.0,0,
300,1869.2,23.0,0.0,0.0,0.0,0.0,0.0,0,
400,1860.2,16.6,0.0,0.0,0.0,0.0,0.0,0,
500,1860.0,16.6,0.0,93.0,0.0,0.0,0.0,0,
600,1862.5,15.5,0.0,91.1,0.0,0.0,0.0,0,
700,1861.3,16.1,0.0,87.3,0.0,0.0,0.0,0,
800,1860.5,17.0,0.0,82.1,0.0,0.0,0.0,0,
900,1860.0,18.0,0.0,80.0,0.0,0.0,0.0,0,
1000,1860.2,17.0,0.0,89.6,0.0,0.0,0.0,0,
1100,1860.1,16.4,0.0,130.1,0.0,0.0,0.0,0,
1200,1859.9,132.7,0.0,107.1,0.0,0.0,0.0,0,
1300,1862.9,276.0,0.0,71.5,0.0,0.0,0.0,0,
1400,1850.0,297.1,0.0,68.0,0.0,0.0,0.0,0,
1500,1883.9,307.9,0.0,67.1,0.0,0.0,0.0,0,
1600,1833.8,306.6,214.8,66.8,0.0,0.0,0.0,0,
1700,1856.6,294.2,215.4,66.9,0.0,0.0,0.0,0,
1800,1873.7,255.7,215.8,93.6,0.0,0.0,0.0,0,
1900,1851.3,28.9,214.9,93.6,0.0,0.0,0.0,0,
2000,1862.1,15.0,214.9,93.7,0.0,0.0,0.0,0,
2100,1860.0,15.9,214.9,93.2,0.0,0.0,0.0,0,
2200,1860.7,16.4,214.9,85.7,0.0,0.0,0.0,0,
2300,1860.7,16.4,214.9,77.0,0.0,0.0,0.0,0,
2400,1861.5,17.1,214.9,107.0,0.0,0.0,0.0,0,
2600,1860.1,15.2,214.9,142.8,0.0,0.0,0.0,0,
2700,1860.3,16.7,214.9,167.6,0.0,0.0,0.0,0,
2800,1860.5,71.9,214.9,164.3,0.0,0.0,0.0,0,
2900,1865.9,282.7,215.3,99.6,0.0,0.0,0.0,0,
3000,1858.8,310.4,217.9,69.2,0.0,0.0,0.0,0,
3100,1838.0,309.2,218.0,67.4,0.0,0.0,0.0,0,
3200,1879.1,285.1,220.7,66.9,0.0,0.0,0.0,0,
3300,1840.9,313.7,220.8,67.0,0.0,0.0,0.0,0,
3400,1883.8,316.1,221.3,92.9,0.0,0.0,0.0,0,
3600,1863.5,19.0,222.4,93.8,0.0,0.0,0.0,0,
3700,1860.8,15.4,222.4,93.4,0.0,0.0,0.0,0,
3800,1860.9,16.2,222.4,93.1,0.0,0.0,0.0,0,
3900,1859.5,17.5,222.4,89.9,0.0,0.0,0.0,0,
4000,1861.3,16.6,222.4,75.3,0.0,0.0,0.0,0,
4100,1860.5,16.0,222.4,111.9,0.0,0.0,0.0,0,
4200,1859.8,17.0,222.4,123.7,0.0,0.0,0.0,0,
4300,1860.5,16.4,222.4,153.6,0.0,0.0,0.0,0,
4400,1859.5,15.1,222.5,201.6,0.0,0.0,0.0,0,
4600,1851.0,273.5,223.5,68.0,0.0,0.0,0.0,0,
4700,1867.1,326.8,221.9,67.1,0.0,0.0,0.0,0,
4800,1868.0,308.7,223.3,66.8,0.0,0.0,0.0,0,
4900,1854.7,310.6,222.4,66.8,0.0,0.0,0.0,0,
5000,1840.4,312.9,221.8,67.9,0.0,0.0,0.0,0,
5100,1880.2,55.6,222.0,93.4,0.0,0.0,0.0,0,
5200,1855.8,18.6,220.5,93.7,0.0,0.0,0.0,0,
5300,1859.5,16.2,220.4,92.8,0.0,0.0,0.0,0,
