Time(ms),Raw_ADC,ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,Marker
0,1850.2,144.2,0.0,0.0,0.0,0.0,0.0,
100,1864.5,134.3,0.0,0.0,0.0,0.0,0.0,
200,1866.6,48.5,0.0,0.0,0.0,0.0,0.0,
300,1862.1,32.6,0.0,0.0,0.0,0.0,0.0,
400,1862.0,34.3,0.0,0.0,0.0,0.0,0.0,
500,1859.2,29.8,0.0,119.1,0.0,0.0,0.0,
600,1862.3,37.1,0.0,119.1,0.0,0.0,0.0,
700,1860.0,31.5,0.0,119.1,0.0,0.0,0.0,
800,1862.3,35.2,0.0,119.1,0.0,0.0,0.0,
900,1860.0,34.4,124.0,121.1,0.0,0.0,0.0,
1000,1862.8,36.9,102.7,121.1,0.0,0.0,0.0,
1100,1862.2,35.6,78.6,119.1,0.0,0.0,0.0,
1200,1869.9,147.0,55.3,121.1,0.0,0.0,0.0,
1300,1852.2,163.2,90.4,119.1,0.0,0.0,0.0,
1400,1851.0,141.3,112.6,97.7,0.0,0.0,0.0,
1500,1858.8,124.3,131.3,95.7,0.0,0.0,0.0,
1600,1857.4,165.7,149.9,97.7,0.0,0.0,0.0,
1700,1878.3,173.9,166.2,97.7,0.0,0.0,0.0,
1900,1862.0,36.7,180.4,97.7,0.0,0.0,0.0,
2000,1861.3,33.8,180.3,121.1,0.0,0.0,0.0,
2100,1860.4,30.5,180.3,121.1,0.0,0.0,0.0,
2200,1862.6,35.0,176.2,119.1,0.0,0.0,0.0,
2300,1859.3,33.5,160.9,119.1,0.0,0.0,0.0,
2400,1860.4,33.7,146.2,119.1,0.0,0.0,0.0,
2500,1859.3,30.3,129.7,119.1,0.0,0.0,0.0,
2600,1857.1,34.2,107.7,121.1,0.0,0.0,0.0,
2700,1862.8,31.7,80.2,121.1,0.0,0.0,0.0,
2900,1861.5,186.5,98.5,119.1,0.0,0.0,0.0,
3000,1877.9,203.4,136.3,74.2,0.0,0.0,0.0,
3100,1846.4,181.2,161.8,91.8,0.0,0.0,0.0,
3200,1867.4,170.5,180.3,95.7,0.0,0.0,0.0,
3300,1874.3,162.8,200.1,97.7,0.0,0.0,0.0,
3400,1883.2,72.1,221.3,97.7,0.0,0.0,0.0,
3500,1858.2,37.7,223.3,99.6,0.0,0.0,0.0,
3600,1862.2,34.5,223.3,127.0,0.0,0.0,0.0,
3700,1861.5,29.0,223.4,125.0,0.0,0.0,0.0,
3900,1861.4,34.7,204.2,119.1,0.0,0.0,0.0,
4000,1860.3,35.9,181.2,119.1,0.0,0.0,0.0,
4100,1860.4,32.1,158.9,121.1,0.0,0.0,0.0,
4200,1857.9,34.5,137.5,121.1,0.0,0.0,0.0,
4300,1858.5,31.7,106.7,121.1,0.0,0.0,0.0,
4400,1861.3,191.6,49.5,121.1,0.0,0.0,0.0,
4500,1860.3,180.3,91.3,119.1,0.0,0.0,0.0,
4600,1870.8,143.5,124.9,97.7,0.0,0.0,0.0,
4700,1866.2,195.4,151.6,97.7,0.0,0.0,0.0,
4900,1864.0,193.0,194.6,119.1,0.0,0.0,0.0,
5000,1883.7,83.7,215.5,128.9,863.0,3209.0,5.0,
5100,1873.2,35.7,222.3,160.2,863.0,3209.0,5.0,
5200,1860.6,36.0,222.3,162.1,863.0,3209.0,5.0,
5300,1862.3,32.8,222.4,160.2,863.0,3209.0,5.0,
5400,1858.7,33.9,222.4,121.1,863.0,3209.0,5.0,
5500,1860.8,30.7,206.6,119.1,863.0,3209.0,5.0,
5600,1859.0,30.9,188.1,119.1,863.0,3209.0,5.0,
5700,1860.7,29.7,167.2,119.1,863.0,3209.0,5.0,
5900,1863.5,30.5,114.3,121.1,863.0,3209.0,5.0,
6000,1861.8,141.8,67.0,121.1,863.0,3209.0,5.0,
6100,1873.8,198.1,90.2,119.1,863.0,3209.0,5.0,
6200,1845.8,186.8,125.1,93.8,863.0,3209.0,5.0,
6300,1863.2,156.9,146.4,93.8,863.0,3209.0,5.0,
6400,1866.1,141.4,164.9,95.7,863.0,3209.0,5.0,
6500,1871.7,190.9,183.3,97.7,863.0,3209.0,5.0,
6600,1867.0,98.3,200.0,97.7,863.0,3209.0,5.0,
6700,1860.7,37.3,205.1,97.7,863.0,3209.0,5.0,
6900,1860.3,36.2,205.2,119.1,863.0,3209.0,5.0,
7000,1861.2,44.9,205.3,121.1,863.0,3209.0,5.0,
7100,1857.9,52.5,188.7,121.1,863.0,3209.0,5.0,
7200,1862.8,46.0,168.2,121.1,863.0,3209.0,5.0,
7300,1860.5,45.4,150.4,119.1,863.0,3209.0,5.0,
7400,1859.0,32.2,130.7,119.1,863.0,3209.0,5.0,
7500,1862.6,36.7,103.3,119.1,863.0,3209.0,5.0,
7600,1861.6,131.6,65.7,119.1,863.0,3209.0,5.0,
7700,1856.4,140.8,84.0,119.1,863.0,3209.0,5.0,
7900,1877.8,190.4,142.3,95.7,863.0,3209.0,5.0,
8000,1841.0,163.2,163.5,95.7,863.0,3209.0,5.0,
8100,1861.6,143.2,178.9,97.7,863.0,3209.0,5.0,
8200,1863.2,125.1,192.5,97.7,863.0,3209.0,5.0,
8300,1862.3,42.6,201.3,97.7,863.0,3209.0,5.0,
8400,1861.5,35.4,200.8,97.7,863.0,3209.0,5.0,
8500,1862.6,32.2,200.8,97.7,863.0,3209.0,5.0,
8600,1861.1,33.1,200.7,119.1,863.0,3209.0,5.0,
8700,1859.4,31.0,188.4,119.1,863.0,3209.0,5.0,
8900,1860.6,29.8,149.2,121.1,863.0,3209.0,5.0,
9000,1861.2,30.1,125.6,121.1,863.0,3209.0,5.0,
9100,1864.1,35.0,101.9,119.1,863.0,3209.0,5.0,
9200,1860.5,118.8,71.6,121.1,863.0,3209.0,5.0,
9300,1855.5,203.3,79.1,119.1,863.0,3209.0,5.0,
9400,1849.0,162.1,114.2,95.7,863.0,3209.0,5.0,
9500,1862.7,137.2,136.6,84.0,863.0,3209.0,5.0,
9600,1862.0,171.7,156.3,95.7,863.0,3209.0,5.0,
9700,1862.9,177.2,171.6,95.7,863.0,3209.0,5.0,
9900,1868.1,38.2,195.2,97.7,863.0,3209.0,5.0,
10000,1861.5,39.7,195.2,97.7,863.0,3209.0,5.0,
10100,1860.0,34.8,195.3,97.7,863.0,3209.0,5.0,
10200,1859.5,32.4,195.3,119.1,863.0,3209.0,5.0,
10300,1860.0,30.4,182.8,119.1,863.0,3209.0,5.0,
10400,1860.1,33.5,163.0,121.1,863.0,3209.0,5.0,
10500,1859.1,30.7,144.7,121.1,863.0,3209.0,5.0,
10600,1858.7,35.3,123.3,121.1,863.0,3209.0,5.0,
10700,1857.0,31.5,100.8,121.1,863.0,3209.0,5.0,
10900,1850.8,199.6,68.5,121.1,863.0,3209.0,5.0,
11000,1876.0,202.3,115.9,95.7,863.0,3209.0,5.0,
11100,1839.5,166.1,142.9,70.3,863.0,3209.0,5.0,
11200,1859.4,152.3,158.8,70.3,863.0,3209.0,5.0,
11300,1861.1,141.4,174.5,95.7,863.0,3209.0,5.0,
11400,1874.5,186.1,191.4,95.7,863.0,3209.0,5.0,
11500,1848.8,43.8,202.4,97.7,863.0,3209.0,5.0,
11600,1860.0,31.3,202.5,97.7,863.0,3209.0,5.0,
11700,1859.3,31.8,202.5,97.7,863.0,3209.0,5.0,
11900,1859.3,34.3,194.6,119.1,863.0,3209.0,5.0,
12000,1860.2,33.7,170.7,121.1,863.0,3209.0,5.0,
12100,1861.5,34.1,148.8,121.1,863.0,3209.0,5.0,
12200,1858.3,32.4,131.5,121.1,863.0,3209.0,5.0,
12300,1859.9,34.4,109.9,121.1,863.0,3209.0,5.0,
12400,1860.1,34.6,76.8,121.1,863.0,3209.0,5.0,
12500,1853.8,195.0,62.8,119.1,863.0,3209.0,5.0,
12600,1852.7,156.7,107.8,99.6,863.0,3209.0,5.0,
12700,1863.2,184.3,138.4,80.1,863.0,3209.0,5.0,
12900,1846.5,170.5,176.2,95.7,863.0,3209.0,5.0,
13000,1860.9,150.5,191.8,95.7,863.0,3209.0,5.0,
13100,1863.5,47.6,206.1,97.7,863.0,3209.0,5.0,
13200,1859.5,31.9,206.1,97.7,863.0,3209.0,5.0,
13300,1860.1,30.5,206.1,95.7,863.0,3209.0,5.0,
13400,1860.2,33.1,206.0,95.7,863.0,3209.0,5.0,
13500,1861.1,32.3,200.1,119.1,863.0,3209.0,5.0,
13600,1861.6,35.3,179.9,121.1,863.0,3209.0,5.0,
13700,1860.3,35.3,157.6,121.1,863.0,3209.0,5.0,
13900,1861.8,33.7,113.8,119.1,863.0,3209.0,5.0,
14000,1863.6,34.2,84.8,121.1,863.0,3209.0,5.0,
14100,1878.1,214.9,60.4,121.1,863.0,3209.0,5.0,
14200,1828.2,189.7,110.1,119.1,863.0,3209.0,5.0,
14300,1855.8,162.2,134.7,80.1,863.0,3209.0,5.0,
14400,1858.5,154.3,154.6,78.1,863.0,3209.0,5.0,
14500,1866.5,182.1,172.9,95.7,863.0,3209.0,5.0,
14600,1847.9,178.1,188.5,95.7,863.0,3209.0,5.0,
14700,1852.9,53.8,202.2,97.7,863.0,3209.0,5.0,
14900,1861.3,34.3,202.3,97.7,863.0,3209.0,5.0,
15000,1862.5,29.7,202.3,97.7,863.0,3209.0,5.0,
15100,1861.6,34.0,196.9,119.1,863.0,3209.0,5.0,
15200,1860.0,32.6,174.1,121.1,863.0,3209.0,5.0,
15300,1860.8,32.8,155.9,119.1,863.0,3209.0,5.0,
15400,1860.6,37.7,136.2,119.1,863.0,3209.0,5.0,
15500,1858.8,34.1,112.1,121.1,863.0,3209.0,5.0,
15600,1862.8,32.7,83.3,121.1,863.0,3209.0,5.0,
15700,1859.5,154.5,39.7,121.1,863.0,3209.0,5.0,
15900,1852.0,204.1,132.1,70.3,863.0,3209.0,5.0,
16000,1842.0,158.0,153.3,68.4,863.0,3209.0,5.0,
16100,1855.9,137.9,167.5,95.7,863.0,3209.0,5.0,
16200,1850.5,165.2,182.8,95.7,863.0,3209.0,5.0,
16300,1873.6,57.3,197.3,95.7,863.0,3209.0,5.0,
16400,1848.6,38.2,198.0,95.7,863.0,3209.0,5.0,
16500,1861.0,37.5,198.0,95.7,863.0,3209.0,5.0,
16600,1861.6,35.6,198.1,97.7,863.0,3209.0,5.0,
16700,1862.6,36.3,198.2,119.1,863.0,3209.0,5.0,
16900,1863.4,36.6,152.9,121.1,863.0,3209.0,5.0,
17000,1861.9,34.5,131.7,121.1,863.0,3209.0,5.0,
17100,1863.9,36.2,113.0,121.1,863.0,3209.0,5.0,
17200,1861.4,34.6,86.3,121.1,863.0,3209.0,5.0,
17300,1860.9,201.7,44.1,121.1,863.0,3209.0,5.0,
17400,1845.3,182.8,98.9,119.1,863.0,3209.0,5.0,
17500,1858.8,181.2,129.2,87.9,863.0,3209.0,5.0,
17600,1865.5,206.6,157.3,68.4,863.0,3209.0,5.0,
17700,1842.7,188.8,176.4,95.7,863.0,3209.0,5.0,
17900,1857.3,72.4,202.1,95.7,863.0,3209.0,5.0,
18000,1863.1,35.2,205.9,95.7,863.0,3209.0,5.0,
18100,1862.6,31.0,205.9,95.7,863.0,3209.0,5.0,
18200,1860.3,35.5,205.8,95.7,863.0,3209.0,5.0,
18300,1859.5,30.9,205.8,117.2,863.0,3209.0,5.0,
18400,1857.3,31.3,185.0,119.1,863.0,3209.0,5.0,
18500,1857.6,34.2,165.2,121.1,863.0,3209.0,5.0,
18600,1861.4,33.2,138.7,121.1,863.0,3209.0,5.0,
18700,1857.6,33.9,113.2,121.1,863.0,3209.0,5.0,
18900,1859.0,182.0,55.5,121.1,863.0,3209.0,5.0,
19000,1858.8,220.5,89.0,119.1,863.0,3209.0,5.0,
19100,1837.7,180.5,123.2,93.8,863.0,3209.0,5.0,
19200,1854.3,155.8,144.0,87.9,863.0,3209.0,5.0,
19300,1847.3,184.2,162.9,93.8,863.0,3209.0,5.0,
19400,1872.1,192.7,180.7,95.7,863.0,3209.0,5.0,
19500,1839.1,92.1,194.9,95.7,863.0,3209.0,5.0,
19600,1859.9,38.6,198.9,95.7,863.0,3209.0,5.0,
19700,1857.9,32.1,198.9,95.7,863.0,3209.0,5.0,
19900,1859.7,32.9,198.9,99.6,863.0,3209.0,5.0,
20000,1863.4,32.5,182.1,119.1,863.0,3209.0,5.0,
20100,1858.2,35.8,160.9,121.1,863.0,3209.0,5.0,
20200,1861.5,33.4,142.7,121.1,863.0,3209.0,5.0,
20300,1857.7,35.5,120.5,121.1,863.0,3209.0,5.0,
20400,1862.9,34.0,91.8,119.1,863.0,3209.0,5.0,
20500,1858.2,137.9,55.5,121.1,863.0,3209.0,5.0,
20600,1846.8,192.5,85.0,119.1,863.0,3209.0,5.0,
20700,1865.3,219.4,128.3,84.0,863.0,3209.0,5.0,
20900,1842.2,156.4,171.4,70.3,863.0,3209.0,5.0,
21000,1854.8,139.3,185.4,95.7,863.0,3209.0,5.0,
21100,1848.8,117.9,201.2,95.7,863.0,3209.0,5.0,
21200,1860.8,41.5,207.1,95.7,863.0,3209.0,5.0,
21300,1861.9,36.4,207.2,95.7,863.0,3209.0,5.0,
21400,1860.6,29.6,207.2,95.7,863.0,3209.0,5.0,
21500,1859.2,32.8,207.2,97.7,863.0,3209.0,5.0,
21600,1860.0,34.3,192.9,119.1,863.0,3209.0,5.0,
21700,1860.5,36.6,167.2,121.1,863.0,3209.0,5.0,
21900,1859.2,33.5,122.7,121.1,863.0,3209.0,5.0,
22000,1859.0,33.2,100.1,121.1,863.0,3209.0,5.0,
22100,1860.4,156.8,62.6,121.1,863.0,3209.0,5.0,
22200,1845.9,197.4,85.5,119.1,863.0,3209.0,5.0,
22300,1852.9,172.7,119.1,87.9,863.0,3209.0,5.0,
22400,1845.8,194.7,147.4,68.4,863.0,3209.0,5.0,
22500,1869.7,226.1,170.2,70.3,863.0,3209.0,5.0,
22600,1836.2,193.5,189.7,95.7,863.0,3209.0,5.0,
22700,1849.3,151.4,204.0,95.7,863.0,3209.0,5.0,
22900,1859.3,39.6,212.5,95.7,863.0,3209.0,5.0,
23000,1864.2,37.1,212.6,95.7,863.0,3209.0,5.0,
23100,1861.6,36.4,212.6,97.7,863.0,3209.0,5.0,
23200,1861.1,34.3,198.6,121.1,863.0,3209.0,5.0,
23300,1861.5,33.0,180.3,121.1,863.0,3209.0,5.0,
23400,1862.0,33.2,158.0,121.1,863.0,3209.0,5.0,
23500,1856.5,34.5,133.1,121.1,863.0,3209.0,5.0,
23600,1862.1,37.9,103.6,121.1,863.0,3209.0,5.0,
23700,1860.7,71.5,71.3,121.1,863.0,3209.0,5.0,
23900,1835.1,223.0,124.6,97.7,863.0,3209.0,5.0,
24000,1847.9,164.0,149.4,68.4,863.0,3209.0,5.0,
24100,1859.2,148.0,166.8,68.4,863.0,3209.0,5.0,
24200,1857.3,189.2,186.4,95.7,863.0,3209.0,5.0,
24300,1857.5,204.0,200.7,95.7,863.0,3209.0,5.0,
24400,1847.5,45.1,210.5,97.7,863.0,3209.0,5.0,
24500,1858.2,37.4,210.6,97.7,863.0,3209.0,5.0,
24600,1861.8,35.6,210.7,95.7,863.0,3209.0,5.0,
24700,1862.8,37.5,210.7,97.7,863.0,3209.0,5.0,
24900,1861.7,35.8,174.5,119.1,863.0,3209.0,5.0,
25000,1858.5,32.0,153.8,121.1,863.0,3209.0,5.0,
25100,1859.8,36.1,134.6,121.1,863.0,3209.0,5.0,
25200,1863.3,36.3,105.8,121.1,863.0,3209.0,5.0,
25300,1861.4,33.2,75.4,121.1,863.0,3209.0,5.0,
25400,1862.0,184.7,72.9,121.1,863.0,3209.0,5.0,
25500,1888.4,255.9,130.9,121.1,954.0,4297.0,5.0,
25600,1899.2,253.0,168.8,119.1,1069.0,4511.0,5.0,
25700,1863.7,208.2,195.4,119.1,1069.0,4511.0,5.0,
25900,1878.5,184.5,230.8,128.9,1069.0,4511.0,5.0,
26000,1878.8,48.7,246.1,128.9,1069.0,4511.0,5.0,
26100,1862.9,40.4,246.1,128.9,1069.0,4511.0,5.0,
26200,1862.8,34.3,246.2,128.9,1069.0,4511.0,5.0,
26300,1855.9,33.8,246.1,121.1,1069.0,4511.0,5.0,
26400,1862.0,32.8,238.6,119.1,1069.0,4511.0,5.0,
26500,1859.1,33.0,212.3,119.1,1069.0,4511.0,5.0,
26600,1861.7,35.5,183.6,119.1,1069.0,4511.0,5.0,
26700,1858.6,29.7,154.9,119.1,1069.0,4511.0,5.0,
26900,1862.4,34.9,94.2,121.1,1069.0,4511.0,5.0,
27000,1867.5,232.5,63.7,121.1,1069.0,4511.0,5.0,
27100,1858.4,190.0,112.8,119.1,1069.0,4511.0,5.0,
27200,1871.1,180.1,140.8,84.0,1069.0,4511.0,5.0,
27300,1883.1,214.0,167.6,68.4,1069.0,4511.0,5.0,
27400,1874.9,218.1,187.1,95.7,1069.0,4511.0,5.0,
27500,1862.6,186.9,204.3,97.7,1069.0,4511.0,5.0,
27600,1871.4,56.7,219.7,97.7,1069.0,4511.0,5.0,
27700,1866.6,37.7,219.8,97.7,1069.0,4511.0,5.0,
27900,1860.5,41.3,220.0,113.3,1069.0,4511.0,5.0,
28000,1861.5,34.5,214.3,119.1,1069.0,4511.0,5.0,
28100,1859.8,36.0,192.9,121.1,1069.0,4511.0,5.0,
28200,1858.8,32.0,173.6,121.1,1069.0,4511.0,5.0,
28300,1861.0,33.2,147.7,121.1,1069.0,4511.0,5.0,
28400,1860.0,36.0,122.2,121.1,1069.0,4511.0,5.0,
28500,1861.3,34.3,90.6,121.1,1069.0,4511.0,5.0,
28600,1857.7,213.0,46.1,121.1,1069.0,4511.0,5.0,
28700,1883.1,242.7,105.9,119.1,1069.0,4511.0,5.0,
28900,1862.4,161.0,165.1,66.4,1069.0,4511.0,5.0,
29000,1868.7,169.7,180.9,66.4,1069.0,4511.0,5.0,
29100,1887.5,189.8,200.7,95.7,1069.0,4511.0,5.0,
29200,1860.8,58.0,215.3,97.7,1069.0,4511.0,5.0,
29300,1857.0,33.8,215.6,97.7,1069.0,4511.0,5.0,
29400,1860.4,38.4,215.5,97.7,1069.0,4511.0,5.0,
29500,1861.2,35.4,215.6,103.5,1069.0,4511.0,5.0,
29600,1857.7,36.4,214.6,119.1,1069.0,4511.0,5.0,
29700,1863.0,37.6,192.2,121.1,1069.0,4511.0,5.0,
29900,1861.1,36.1,144.4,121.1,1069.0,4511.0,5.0,
30000,1860.2,33.0,123.9,119.1,1069.0,4511.0,5.0,
30100,1859.1,33.3,88.3,121.1,1069.0,4511.0,5.0,
30200,1859.4,179.7,41.4,121.1,1069.0,4511.0,5.0,
30300,1855.1,170.4,96.7,119.1,1069.0,4511.0,5.0,
30400,1870.7,223.5,135.0,70.3,1069.0,4511.0,5.0,
30500,1861.4,233.8,160.0,66.4,1069.0,4511.0,5.0,
30600,1853.0,175.0,182.3,66.4,1069.0,4511.0,5.0,
30700,1866.3,139.2,196.7,95.7,1069.0,4511.0,5.0,
30900,1870.2,36.0,212.7,95.7,1069.0,4511.0,5.0,
