Time(ms),Raw_ADC,ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,Marker
0,1865.1,46.6,0.0,224.6,0.0,0.0,0.0,
100,1901.8,64.6,0.0,224.6,0.0,0.0,0.0,
200,1894.3,49.2,0.0,224.6,0.0,0.0,0.0,
300,1889.7,64.4,0.0,224.6,0.0,0.0,0.0,
400,1886.9,37.4,0.0,224.6,0.0,0.0,0.0,
500,1876.1,62.0,0.0,66.4,0.0,0.0,0.0,
600,1879.4,48.1,0.0,62.5,0.0,0.0,0.0,
700,1867.0,211.9,0.0,56.6,0.0,0.0,0.0,
800,1875.0,266.6,0.0,70.3,0.0,0.0,0.0,
900,1862.6,279.5,168.6,95.7,1144.0,5057.0,5.0,
1000,1868.9,231.9,208.6,95.7,967.0,4167.0,5.0,
1100,1857.9,225.0,237.7,95.7,967.0,4167.0,5.0,
1200,1871.9,284.8,261.1,97.7,1129.0,4888.0,5.0,
1300,1853.5,101.8,285.2,97.7,1026.0,4475.0,5.0,
1400,1858.9,100.4,292.0,95.7,1026.0,4475.0,5.0,
1500,1863.0,70.8,293.8,97.7,1026.0,4475.0,5.0,
1600,1864.1,62.7,294.1,97.7,1026.0,4475.0,5.0,
1800,1858.0,72.2,274.3,62.5,1026.0,4475.0,5.0,
1900,1862.9,80.8,252.8,62.5,1026.0,4475.0,5.0,
2000,1864.8,77.5,223.3,60.5,1026.0,4475.0,5.0,
2100,1858.5,79.4,193.5,60.5,1026.0,4475.0,5.0,
2200,1866.0,67.9,161.7,54.7,1026.0,4475.0,5.0,
2300,1857.1,210.9,117.2,56.6,1942.0,7085.0,30.0,
2400,1841.3,247.0,154.1,64.5,1085.0,4382.0,5.0,
2500,1854.9,294.6,191.8,85.9,1085.0,4382.0,5.0,
2600,1883.7,255.7,224.2,95.7,1085.0,4382.0,5.0,
2800,1838.7,233.3,270.7,95.7,1085.0,4382.0,5.0,
2900,1888.3,106.5,291.1,95.7,1329.0,5461.0,30.0,
3000,1871.0,105.6,295.9,97.7,1329.0,5461.0,30.0,
3100,1849.8,70.3,297.5,95.7,1329.0,5461.0,30.0,
3200,1859.2,71.8,297.6,68.4,1329.0,5461.0,30.0,
3300,1866.4,91.0,297.2,62.5,1329.0,5461.0,30.0,
3400,1863.1,112.5,273.5,62.5,1329.0,5461.0,30.0,
3500,1863.0,77.3,248.5,66.4,1329.0,5461.0,30.0,
3600,1864.8,95.8,221.1,68.4,1329.0,5461.0,30.0,
3800,1863.2,87.6,159.7,68.4,1329.0,5461.0,30.0,
3900,1858.4,229.0,120.1,62.5,986.0,4201.0,5.0,
4000,1870.8,238.4,157.3,56.6,1488.0,7247.0,30.0,
4100,1856.0,254.5,190.1,70.3,1061.0,3916.0,5.0,
4200,1847.7,295.4,219.6,70.3,1658.0,6870.0,30.0,
4300,1866.4,234.1,252.6,95.7,1658.0,6870.0,30.0,
4400,1875.2,251.1,275.2,95.7,1204.0,4629.0,5.0,
4500,1833.3,133.3,298.5,95.7,986.0,4560.0,5.0,
4600,1870.9,69.4,306.9,95.7,986.0,4560.0,5.0,
4800,1858.2,45.4,306.4,95.7,986.0,4560.0,5.0,
4900,1859.3,82.1,305.3,68.4,986.0,4560.0,5.0,
5000,1863.7,86.5,282.4,56.6,986.0,4560.0,5.0,
5100,1862.5,89.7,259.5,58.6,986.0,4560.0,5.0,
5200,1863.7,75.8,235.1,58.6,986.0,4560.0,5.0,
5300,1862.2,102.5,199.0,58.6,986.0,4560.0,5.0,
5400,1859.6,52.6,167.4,58.6,986.0,4560.0,5.0,
5500,1865.3,281.6,117.4,56.6,986.0,4560.0,5.0,
5600,1864.5,254.8,142.3,60.5,1265.0,5134.0,5.0,
5800,1872.8,275.6,212.6,95.7,1265.0,5134.0,5.0,
5900,1869.8,278.7,237.5,95.7,1063.0,4686.0,5.0,
6000,1843.3,245.3,265.7,95.7,1427.0,4463.0,30.0,
6100,1877.4,117.0,289.5,97.7,1351.0,6016.0,30.0,
6200,1859.3,48.8,296.0,97.7,1351.0,6016.0,30.0,
6300,1860.0,51.5,295.6,95.7,1351.0,6016.0,30.0,
6400,1859.9,68.7,294.2,87.9,1351.0,6016.0,30.0,
6500,1859.6,55.3,294.5,72.3,1351.0,6016.0,30.0,
6600,1865.0,49.5,272.6,72.3,1351.0,6016.0,30.0,
6800,1858.9,46.1,219.7,66.4,1351.0,6016.0,30.0,
6900,1862.8,60.4,192.1,80.1,1351.0,6016.0,30.0,
7000,1873.0,38.4,149.9,119.1,1351.0,6016.0,30.0,
7100,1857.1,233.3,92.8,99.6,1351.0,6016.0,30.0,
7200,1865.4,295.3,115.4,74.2,1351.0,6016.0,30.0,
7300,1890.9,245.2,165.2,93.8,1118.0,4494.0,5.0,
7400,1821.2,201.7,202.6,93.8,1007.0,3574.0,5.0,
7500,1863.6,244.3,229.1,95.7,1007.0,3574.0,5.0,
7600,1872.5,279.8,249.2,97.7,1007.0,3574.0,5.0,
7800,1849.8,38.0,282.5,95.7,1007.0,3574.0,5.0,
7900,1861.9,48.3,282.5,95.7,1007.0,3574.0,5.0,
8000,1856.3,35.3,282.2,95.7,1007.0,3574.0,5.0,
8100,1860.8,33.0,281.9,95.7,1007.0,3574.0,5.0,
8200,1864.4,39.0,265.3,82.0,1007.0,3574.0,5.0,
8300,1861.5,34.5,236.9,93.8,1007.0,3574.0,5.0,
8400,1864.0,33.7,205.0,119.1,1007.0,3574.0,5.0,
8500,1863.9,37.5,174.0,119.1,1007.0,3574.0,5.0,
8600,1861.3,49.4,142.5,119.1,1007.0,3574.0,5.0,
8800,1843.0,262.3,100.5,119.1,1119.0,5129.0,5.0,
8900,1857.9,271.5,154.1,97.7,1119.0,5129.0,5.0,
9000,1904.8,221.1,191.6,97.7,1119.0,5129.0,5.0,
9100,1821.0,196.9,219.5,95.7,966.0,4395.0,5.0,
9200,1854.5,248.8,245.8,95.7,966.0,4395.0,5.0,
9300,1880.8,130.2,266.1,97.7,966.0,4395.0,5.0,
9400,1859.4,39.0,278.3,97.7,966.0,4395.0,5.0,
9500,1858.1,37.3,278.2,95.7,966.0,4395.0,5.0,
9600,1868.2,36.1,278.3,93.8,966.0,4395.0,5.0,
9800,1865.6,31.0,263.9,119.1,966.0,4395.0,5.0,
9900,1862.2,32.5,236.3,119.1,966.0,4395.0,5.0,
10000,1859.8,36.0,206.6,119.1,966.0,4395.0,5.0,
10100,1860.3,30.8,176.8,119.1,966.0,4395.0,5.0,
10200,1863.2,40.4,137.8,119.1,966.0,4395.0,5.0,
10300,1858.5,156.3,92.2,119.1,966.0,4395.0,5.0,
10400,1867.5,205.9,106.6,119.1,1431.0,5626.0,30.0,
10500,1868.3,255.1,151.1,70.3,1196.0,4368.0,5.0,
10600,1838.3,263.1,190.5,66.4,1055.0,4672.0,30.0,
10800,1833.2,189.4,247.2,95.7,1123.0,4167.0,5.0,
10900,1848.8,159.0,270.3,97.7,993.0,4539.0,30.0,
11000,1864.9,43.3,284.7,95.7,993.0,4539.0,30.0,
11100,1866.5,35.9,284.6,97.7,993.0,4539.0,30.0,
11200,1865.6,32.7,284.7,97.7,993.0,4539.0,30.0,
11300,1858.6,36.8,284.6,97.7,993.0,4539.0,30.0,
11400,1861.2,31.1,267.5,119.1,993.0,4539.0,30.0,
11500,1865.1,30.4,245.0,121.1,993.0,4539.0,30.0,
11600,1863.4,39.5,215.7,121.1,993.0,4539.0,30.0,
11800,1859.7,37.9,147.2,119.1,993.0,4539.0,30.0,
11900,1864.9,197.9,98.8,119.1,993.0,4539.0,30.0,
12000,1860.0,234.8,108.6,119.1,1173.0,4719.0,5.0,
12100,1847.5,218.6,163.1,95.7,1612.0,6175.0,27.0,
12200,1884.2,280.8,196.5,95.7,1612.0,6175.0,27.0,
12300,1834.6,263.7,230.9,95.7,1106.0,4424.0,5.0,
12400,1891.7,203.8,259.3,95.7,1106.0,4424.0,5.0,
12500,1844.3,175.7,280.2,97.7,1171.0,3903.0,5.0,
12600,1859.8,37.3,293.5,97.7,1171.0,3903.0,5.0,
12800,1864.8,30.1,293.4,95.7,1171.0,3903.0,5.0,
12900,1867.5,34.0,293.3,95.7,1171.0,3903.0,5.0,
13000,1861.6,30.5,275.8,119.1,1171.0,3903.0,5.0,
13100,1864.2,38.7,247.4,119.1,1171.0,3903.0,5.0,
13200,1860.3,32.4,221.9,119.1,1171.0,3903.0,5.0,
13300,1862.1,34.0,185.7,119.1,1171.0,3903.0,5.0,
13400,1863.9,35.7,143.3,121.1,1171.0,3903.0,5.0,
13500,1859.8,180.9,96.6,121.1,1171.0,3903.0,5.0,
13600,1884.0,282.3,90.9,121.1,1341.0,5843.0,30.0,
13800,1839.2,254.9,201.7,68.4,1163.0,4791.0,5.0,
13900,1886.8,302.7,233.3,95.7,1433.0,5744.0,30.0,
14000,1843.6,267.7,262.1,95.7,1210.0,4465.0,5.0,
14100,1861.0,234.2,289.4,95.7,1068.0,4352.0,5.0,
14200,1863.2,42.6,305.3,97.7,692.0,3601.0,17.0,
14300,1862.9,31.8,305.4,97.7,692.0,3601.0,17.0,
14400,1860.5,36.9,305.4,95.7,692.0,3601.0,17.0,
14500,1860.4,32.6,305.5,93.8,692.0,3601.0,17.0,
14600,1858.6,29.1,294.5,119.1,692.0,3601.0,17.0,
14800,1864.6,36.4,233.1,119.1,692.0,3601.0,17.0,
14900,1858.1,31.8,201.7,119.1,692.0,3601.0,17.0,
15000,1863.2,37.6,162.4,119.1,692.0,3601.0,17.0,
15100,1862.6,134.4,106.3,119.1,692.0,3601.0,17.0,
15200,1851.8,304.3,80.3,119.1,1196.0,4895.0,5.0,
15300,1885.3,264.3,157.5,95.7,1598.0,6226.0,30.0,
15400,1851.5,236.6,198.6,91.8,1311.0,5338.0,5.0,
15500,1836.7,264.1,234.0,70.3,969.0,4409.0,5.0,
15600,1862.9,287.2,262.0,95.7,969.0,4409.0,5.0,
15800,1842.4,48.0,307.5,95.7,969.0,4409.0,5.0,
