Time(ms),Raw_ADC,ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,MW_Valid,Marker
0,1873.5,25.9,0.0,0.0,0.0,0.0,0.0,0,
100,1861.7,20.3,0.0,0.0,0.0,0.0,0.0,0,
200,1861.8,20.9,0.0,0.0,0.0,0.0,0.0,0,
300,1862.3,21.7,0.0,0.0,0.0,0.0,0.0,0,
400,1861.9,19.6,0.0,0.0,0.0,0.0,0.0,0,
500,1861.2,21.8,0.0,110.5,0.0,0.0,0.0,0,
600,1862.2,20.7,0.0,116.2,0.0,0.0,0.0,0,
700,1861.9,19.3,0.0,136.0,0.0,0.0,0.0,0,
800,1860.9,19.1,0.0,137.1,0.0,0.0,0.0,0,
900,1860.4,22.5,0.0,137.3,0.0,0.0,0.0,0,
1000,1856.1,216.1,0.0,131.4,546.0,2612.0,3.0,1,
1100,1862.4,58.5,0.0,116.6,528.0,2578.0,9.0,1,
1200,1852.0,106.3,0.0,102.0,641.0,2862.0,3.0,1,
1300,1870.3,75.1,0.0,84.3,556.0,2790.0,3.0,1,
1400,1858.0,68.8,0.0,75.7,648.0,2574.0,3.0,1,
1500,1849.8,158.3,0.0,76.1,710.0,3041.0,3.0,1,
1600,1875.5,29.4,88.4,29.0,620.0,2579.0,3.0,1,
1700,1862.8,23.0,88.4,27.4,620.0,2579.0,3.0,1,
1800,1861.9,23.8,88.3,34.5,620.0,2579.0,3.0,1,
1900,1862.0,21.3,88.4,35.6,620.0,2579.0,3.0,1,
2000,1861.3,19.5,88.4,35.8,620.0,2579.0,3.0,1,
2100,1861.7,20.2,88.3,198.3,620.0,2579.0,3.0,1,
2200,1863.1,19.7,88.3,200.0,620.0,2579.0,3.0,1,
2300,1860.4,18.5,88.3,138.2,620.0,2579.0,3.0,1,
2400,1861.3,20.8,88.2,99.8,620.0,2579.0,3.0,1,
2600,1857.0,39.2,88.2,99.0,1160.0,4889.0,3.0,1,
2700,1848.4,55.4,70.9,77.8,978.0,4516.0,3.0,1,
2800,1872.5,105.6,69.5,65.7,703.0,3090.0,3.0,1,
2900,1855.1,51.1,64.4,65.9,696.0,3346.0,3.0,1,
3000,1858.0,94.4,64.1,36.7,581.0,2953.0,3.0,1,
3100,1881.7,36.5,61.5,34.2,627.0,2797.0,3.0,1,
3200,1842.6,22.3,48.5,28.0,656.0,3178.0,3.0,1,
3300,1861.2,24.3,48.6,29.1,656.0,3178.0,3.0,1,
3400,1861.2,17.4,48.6,37.6,656.0,3178.0,3.0,1,
3600,1860.2,22.7,48.8,86.4,656.0,3178.0,3.0,1,
3700,1861.5,18.7,48.9,86.4,656.0,3178.0,3.0,1,
3800,1860.7,20.3,48.9,82.0,656.0,3178.0,3.0,1,
3900,1861.7,23.6,49.0,85.1,656.0,3178.0,3.0,1,
4000,1865.9,20.1,49.1,105.4,656.0,3178.0,3.0,1,
4100,1860.0,21.2,49.3,88.6,656.0,3178.0,3.0,1,
4200,1865.0,43.2,49.3,89.9,582.0,3310.0,3.0,1,
4300,1871.2,37.5,49.5,91.5,763.0,3174.0,3.0,1,
4400,1861.9,68.2,48.7,91.6,557.0,2918.0,3.0,1,
4600,1881.1,65.4,59.2,66.6,641.0,2819.0,3.0,1,
4700,1848.3,62.1,55.9,102.1,568.0,2509.0,4.0,1,
4800,1877.5,27.0,57.0,66.8,713.0,2866.0,3.0,1,
4900,1854.8,31.4,56.9,35.2,713.0,2866.0,3.0,1,
5000,1860.9,27.1,57.1,28.7,713.0,2866.0,3.0,1,
5100,1861.0,22.1,57.6,48.9,713.0,2866.0,3.0,1,
5200,1861.0,21.5,57.7,87.7,713.0,2866.0,3.0,1,
5300,1860.4,21.9,57.4,99.4,713.0,2866.0,3.0,1,
5400,1859.6,22.6,57.5,100.5,713.0,2866.0,3.0,1,
5600,1859.8,22.7,57.4,229.7,713.0,2866.0,3.0,1,
5700,1859.3,23.1,57.5,234.5,713.0,2866.0,3.0,1,
5800,1860.1,113.6,57.4,232.2,686.0,3268.0,4.0,1,
5900,1875.2,54.3,63.1,89.2,572.0,3135.0,3.0,1,
6000,1840.8,82.4,64.3,38.0,525.0,2922.0,3.0,1,
6100,1872.4,59.6,69.6,38.0,495.0,2492.0,3.0,1,
6200,1848.6,38.6,67.4,81.9,503.0,2428.0,4.0,1,
6300,1856.8,55.6,57.2,116.5,550.0,2783.0,3.0,1,
6400,1862.9,27.9,57.8,67.5,446.0,2327.0,4.0,1,
6600,1865.3,25.1,57.8,29.1,446.0,2327.0,4.0,1,
6700,1857.5,23.7,57.5,35.4,446.0,2327.0,4.0,1,
6800,1860.2,21.7,57.6,81.3,446.0,2327.0,4.0,1,
6900,1861.7,23.0,57.5,117.9,446.0,2327.0,4.0,1,
7000,1861.7,22.1,57.5,124.2,446.0,2327.0,4.0,1,
7100,1861.5,21.5,57.5,150.1,446.0,2327.0,4.0,1,
7200,1860.9,22.1,57.5,238.1,446.0,2327.0,4.0,1,
7300,1861.6,20.1,57.5,220.0,446.0,2327.0,4.0,1,
7400,1861.2,19.8,57.4,227.3,586.0,2557.0,3.0,1,
7600,1876.0,44.2,53.0,65.7,472.0,2267.0,3.0,1,
7700,1844.0,68.7,48.7,54.4,572.0,3019.0,4.0,1,
7800,1869.0,48.4,48.0,52.3,531.0,2523.0,3.0,1,
7900,1859.0,47.4,51.8,45.2,521.0,2617.0,3.0,1,
8000,1858.5,50.7,51.7,37.6,562.0,2886.0,3.0,1,
8100,1855.1,25.7,51.5,28.3,562.0,2886.0,3.0,1,
8200,1860.3,23.1,51.4,29.6,562.0,2886.0,3.0,1,
8300,1861.2,20.0,51.2,36.7,562.0,2886.0,3.0,1,
8400,1860.6,22.7,51.1,53.7,562.0,2886.0,3.0,1,
8600,1859.8,21.7,51.2,118.1,562.0,2886.0,3.0,1,
8700,1862.4,19.1,51.1,105.3,562.0,2886.0,3.0,1,
8800,1861.8,21.2,51.1,112.5,562.0,2886.0,3.0,1,
8900,1860.9,23.4,51.1,110.8,562.0,2886.0,3.0,1,
9000,1860.8,15.9,51.2,123.2,562.0,2886.0,3.0,1,
9100,1874.8,32.5,51.3,140.8,764.0,3098.0,3.0,1,
9200,1834.4,71.2,49.8,93.2,542.0,3206.0,3.0,1,
9300,1874.2,37.7,48.1,66.1,583.0,2703.0,3.0,1,
9400,1849.4,119.7,43.4,65.7,547.0,3163.0,3.0,1,
9600,1849.9,57.4,60.4,36.0,541.0,2769.0,3.0,1,
9700,1867.5,24.3,62.9,34.9,537.0,2815.0,3.0,1,
9800,1861.9,24.6,62.9,29.2,537.0,2815.0,3.0,1,
9900,1860.5,27.9,62.8,28.2,537.0,2815.0,3.0,1,
10000,1861.6,22.5,62.9,30.0,537.0,2815.0,3.0,1,
10100,1862.5,22.1,62.8,74.2,537.0,2815.0,3.0,1,
10200,1860.7,22.3,62.9,122.4,537.0,2815.0,3.0,1,
10300,1861.5,22.1,62.9,117.9,537.0,2815.0,3.0,1,
10400,1862.0,21.3,62.9,221.1,537.0,2815.0,3.0,1,
10600,1861.2,20.8,62.9,261.5,537.0,2815.0,3.0,1,
10700,1856.1,55.7,63.0,248.0,401.0,2471.0,4.0,1,
10800,1872.5,43.3,64.0,73.5,663.0,2989.0,3.0,1,
10900,1847.4,146.3,62.6,34.4,570.0,2793.0,4.0,1,
11000,1877.0,42.6,73.1,35.4,606.0,2477.0,3.0,1,
11100,1835.0,128.9,66.3,35.3,547.0,3079.0,4.0,1,
11200,1879.0,36.9,76.6,34.7,588.0,2293.0,3.0,1,
11300,1855.8,31.0,71.7,29.9,596.0,2942.0,2.0,0,
11400,1862.0,23.1,72.2,29.8,596.0,2942.0,2.0,0,
11600,1862.3,21.6,72.1,67.0,596.0,2942.0,2.0,0,
11700,1860.8,21.5,72.1,76.0,596.0,2942.0,2.0,0,
11800,1860.2,22.3,72.1,115.9,596.0,2942.0,2.0,0,
11900,1861.6,24.0,72.1,131.6,596.0,2942.0,2.0,0,
12000,1861.2,28.4,72.2,99.9,596.0,2942.0,2.0,0,
12100,1861.3,23.0,72.3,83.0,596.0,2942.0,2.0,0,
12200,1861.8,24.2,72.3,81.7,596.0,2942.0,2.0,0,
12300,1860.7,60.1,72.4,88.3,603.0,2639.0,3.0,1,
12400,1869.8,180.0,73.2,89.6,528.0,2616.0,10.0,1,
12600,1853.1,54.9,81.9,35.0,596.0,3082.0,4.0,1,
12700,1876.5,29.1,77.1,27.8,663.0,2892.0,3.0,1,
12800,1843.4,106.5,61.7,28.5,559.0,2988.0,4.0,1,
12900,1877.5,31.9,67.5,29.8,509.0,2273.0,3.0,1,
13000,1856.8,24.2,64.6,45.7,509.0,2273.0,3.0,1,
13100,1861.5,22.0,64.5,43.9,509.0,2273.0,3.0,1,
13200,1860.4,21.9,64.6,46.3,509.0,2273.0,3.0,1,
13300,1862.2,23.3,64.6,66.4,509.0,2273.0,3.0,1,
13400,1860.7,27.3,64.6,131.5,509.0,2273.0,3.0,1,
13600,1861.6,22.0,64.5,146.4,509.0,2273.0,3.0,1,
13700,1862.3,24.0,64.5,114.0,509.0,2273.0,3.0,1,
13800,1862.7,22.0,64.4,122.4,509.0,2273.0,3.0,1,
13900,1861.3,16.1,64.4,147.3,440.0,2125.0,3.0,1,
14000,1858.7,82.1,63.0,141.2,605.0,3140.0,4.0,1,
14100,1860.9,135.2,57.0,56.1,571.0,2416.0,2.0,0,
14200,1874.0,70.1,61.9,36.0,573.0,2852.0,3.0,1,
14300,1855.2,40.9,65.0,35.1,552.0,2675.0,4.0,1,
14400,1868.2,48.3,66.1,30.1,608.0,2676.0,3.0,1,
14600,1866.0,26.4,73.3,27.6,608.0,2676.0,3.0,1,
14700,1862.1,25.1,73.3,28.3,608.0,2676.0,3.0,1,
14800,1861.0,21.9,73.3,29.5,608.0,2676.0,3.0,1,rest_end
14900,1860.6,23.6,73.3,35.7,608.0,2676.0,3.0,1,
15000,1861.4,22.9,73.4,89.6,608.0,2676.0,3.0,1,
15100,1861.6,21.2,73.3,124.2,608.0,2676.0,3.0,1,
15200,1860.7,24.6,73.3,159.0,608.0,2676.0,3.0,1,
15300,1861.0,22.5,73.3,133.6,608.0,2676.0,3.0,1,
15400,1862.2,23.7,73.3,116.7,608.0,2676.0,3.0,1,
15600,1862.1,46.0,75.5,56.5,663.0,2967.0,3.0,1,
15700,1852.2,82.5,74.6,45.6,727.0,3205.0,3.0,1,
15800,1868.3,102.6,65.2,37.5,691.0,2527.0,3.0,1,
15900,1857.3,70.8,64.5,35.5,835.0,3340.0,3.0,1,
16000,1860.7,155.8,65.2,34.5,630.0,2553.0,3.0,1,
16100,1876.7,58.5,75.1,29.9,831.0,3153.0,3.0,1,
16200,1857.5,23.2,68.6,27.9,831.0,3153.0,3.0,1,
16300,1860.7,25.0,68.6,29.1,831.0,3153.0,3.0,1,
16400,1862.0,23.7,68.6,38.8,831.0,3153.0,3.0,1,
16600,1860.7,22.7,68.7,99.1,831.0,3153.0,3.0,1,
