wall_time,timestamp_ms,emg_raw,emg_env,rms,mdf,rms_slope,mdf_slope,fatigue_detected,consecutive,is_running,is_stimulating,history_count,baseline_rms,rms_ratio,muscle_state,marker
2026-06-14T22:04:12.186933,431927,1862.64,14.28504,0,0,,,false,,true,true,,,,,
2026-06-14T22:04:12.275778,432027,1863.22,17.19674,0,0,,,false,,true,true,,,,,
2026-06-14T22:04:13.266071,433027,1860.34,54.14234,96.57977,95.70313,,,false,,true,true,,,,,
2026-06-14T22:04:14.293892,434027,1859.59,79.35756,37.65485,123.0469,,,false,,true,true,,,,,
2026-06-14T22:04:15.277959,435027,1863.03,16.72318,98.35523,97.65625,,,false,,true,true,,,,,
2026-06-14T22:04:16.266972,436027,1869.18,70.27741,76.53095,95.70313,,,false,,true,true,,,,,
2026-06-14T22:04:17.288728,437027,1861.02,15.61192,58.66538,195.3125,,,false,,true,true,,,,,
2026-06-14T22:04:18.276457,438027,1862.19,17.77771,92.93124,97.65625,,,false,,true,true,,,,,
2026-06-14T22:04:19.284695,439027,1862.48,91.99622,50.73419,70.3125,,,false,,true,true,,,,,
2026-06-14T22:04:20.347559,440027,1865.21,14.89167,77.90821,173.8281,,,false,,true,true,,,,,
2026-06-14T22:04:21.285291,441027,1855.79,47.54399,88.12718,95.70313,,,false,,true,true,,,,,
2026-06-14T22:04:22.357839,442027,1860.35,14.85765,35.84789,134.7656,,,false,,true,true,,,,,
2026-06-14T22:04:23.287232,443027,1861.56,15.62088,89.95296,97.65625,,,false,,true,true,,,,,
2026-06-14T22:04:24.276423,444027,1856.33,61.67511,75.14637,66.40625,,,false,,true,true,,,,,
2026-06-14T22:04:25.268626,445027,1859.87,14.88049,58.49859,164.0625,,,false,,true,true,,,,,
2026-06-14T22:04:26.317739,446027,1863.17,18.54251,89.40134,97.65625,,,false,,true,true,,,,,
2026-06-14T22:04:27.276881,447027,1858.88,77.22652,47.30995,132.8125,,,false,,true,true,,,,,
2026-06-14T22:04:28.267515,448027,1866.38,12.43431,80.63076,80.07813,,,false,,true,true,,,,,
2026-06-14T22:04:29.287497,449027,1869.55,61.65183,88.66503,97.65625,,,false,,true,true,,,,,
2026-06-14T22:04:30.277665,450027,1862.98,14.51589,41.52505,191.4063,,,false,,true,true,,,,,
2026-06-14T22:04:31.270851,451027,1861.86,13.98938,97.53304,99.60938,,,false,,true,true,,,,,
2026-06-14T22:04:32.287830,452027,1871.53,64.12594,67.7249,70.3125,,,false,,true,true,,,,,
2026-06-14T22:04:33.277146,453027,1863.42,17.88514,61.30559,210.9375,,,false,,true,true,,,,,
