Time(ms),ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,Marker
0,46.2,26.5,179.7,0.0,0.0,0.0,
100,40.3,31.6,132.8,0.0,0.0,0.0,
200,39.9,35.0,125.0,0.0,0.0,0.0,
300,31.3,38.3,164.1,0.0,0.0,0.0,
400,44.4,40.7,191.4,0.0,0.0,0.0,
500,27.6,44.6,210.9,0.0,0.0,0.0,
600,18.3,46.6,253.9,0.0,0.0,0.0,
700,17.6,46.7,273.4,0.0,0.0,0.0,
800,16.7,46.8,191.4,0.0,0.0,0.0,
900,16.4,46.8,191.4,0.0,0.0,0.0,
1000,18.0,43.4,195.3,0.0,0.0,0.0,
1100,15.5,39.8,203.1,0.0,0.0,0.0,
1200,16.5,36.8,199.2,0.0,0.0,0.0,
1300,19.4,33.5,191.4,0.0,0.0,0.0,
1400,19.2,30.6,230.5,0.0,0.0,0.0,
1500,49.6,25.0,218.8,0.0,0.0,0.0,
1600,47.2,29.5,214.8,0.0,0.0,0.0,
1700,40.6,37.9,253.9,0.0,0.0,0.0,
1800,44.3,43.6,238.3,0.0,0.0,0.0,
1900,44.0,47.6,226.6,0.0,0.0,0.0,
2000,38.8,52.5,242.2,0.0,0.0,0.0,
2100,32.4,56.1,226.6,0.0,0.0,0.0,
2200,18.1,58.6,222.7,0.0,0.0,0.0,
2300,17.7,58.6,199.2,0.0,0.0,0.0,
2400,17.1,58.5,199.2,0.0,0.0,0.0,
2500,16.6,58.4,187.5,0.0,0.0,0.0,
2600,15.8,54.7,195.3,0.0,0.0,0.0,
2700,15.5,49.1,179.7,0.0,0.0,0.0,
2800,16.6,44.1,187.5,0.0,0.0,0.0,
2900,14.8,39.7,203.1,0.0,0.0,0.0,
3000,20.8,32.8,203.1,0.0,0.0,0.0,
3100,32.4,26.4,199.2,0.0,0.0,0.0,
3200,52.2,26.1,168.0,0.0,0.0,0.0,
3300,51.0,37.1,195.3,0.0,0.0,0.0,
3400,42.3,45.5,195.3,0.0,0.0,0.0,
3500,51.0,51.3,210.9,0.0,0.0,0.0,
3600,40.0,57.1,195.3,0.0,0.0,0.0,
3700,46.0,62.3,195.3,0.0,0.0,0.0,
3800,19.1,65.6,218.8,0.0,0.0,0.0,
3900,16.0,65.6,199.2,0.0,0.0,0.0,
4000,16.9,65.7,183.6,0.0,0.0,0.0,
4100,16.9,65.6,199.2,0.0,0.0,0.0,
4200,16.1,63.6,191.4,0.0,0.0,0.0,
4300,19.6,57.9,195.3,0.0,0.0,0.0,
4400,17.6,51.6,191.4,0.0,0.0,0.0,
4500,15.4,45.9,218.8,0.0,0.0,0.0,
4600,16.4,38.3,218.8,0.0,0.0,0.0,
4700,14.5,29.4,230.5,0.0,0.0,0.0,
4800,42.9,23.3,230.5,0.0,0.0,0.0,
4900,43.7,31.0,164.1,0.0,0.0,0.0,
5000,41.0,35.7,160.2,0.0,0.0,0.0,
5100,33.5,39.2,148.4,0.0,0.0,0.0,
5200,31.0,41.9,160.2,0.0,0.0,0.0,
5300,39.6,44.0,191.4,0.0,0.0,0.0,
5400,18.9,46.7,226.6,0.0,0.0,0.0,
5500,16.6,46.8,230.5,0.0,0.0,0.0,
5600,17.7,46.8,179.7,0.0,0.0,0.0,
5700,17.3,46.8,210.9,0.0,0.0,0.0,
5800,16.8,45.8,203.1,0.0,0.0,0.0,
5900,17.2,40.9,179.7,0.0,0.0,0.0,
6000,17.8,37.0,191.4,0.0,0.0,0.0,
6100,16.7,33.2,199.2,0.0,0.0,0.0,
6200,17.4,29.8,191.4,0.0,0.0,0.0,
6300,17.0,26.4,183.6,0.0,0.0,0.0,
6400,54.8,23.6,187.5,0.0,0.0,0.0,
